,id,Category,Name,Amount,Unit,List_Price,Price_per_unit_of_measure,Currency
10771,3589971,peixaria-e-talho,Bacalhau Crescido 1ª Noruega,1.5,UN,12.25,19.60,€
10772,5239653,peixaria-e-talho,Lombos de Salmão Ultracongelado,0.3,KG,9.99,33.30,€
10773,5829042,peixaria-e-talho,Lombinhos de Coelho,0.63,UN,13.59,8.56,€
10774,6717023,peixaria-e-talho,Entrecosto de Porco Preto,0.25,KG,2.34,9.36,€
10775,7069756,peixaria-e-talho,Miúdos de Frango,0.5,UN,4.23,2.12,€
10776,7175009,peixaria-e-talho,Salsicha Crioula,0.4,KG,4.59,11.48,€
10777,3909488,peixaria-e-talho,Dobrada de Bovino Congelada,1.3,UN,5.65,7.35,€
10778,7481163,peixaria-e-talho,Posta de Bacalhau MSC Congelada,0.26,KG,4.19,16.12,€
10779,2148380,peixaria-e-talho,Mexilhão Fresco,1.1,UN,2.29,2.52,€
10780,7430992,peixaria-e-talho,Espadilha Congelado,0.8,KG,3.99,4.99,€
10781,7157338,peixaria-e-talho,Camarão de Madagáscar 60/80 ASC Congelado,0.8,KG,19.99,24.99,€
10782,7623965,peixaria-e-talho,Salada César Vegan,0.19,KG,2.99,15.74,€
10783,6885693,peixaria-e-talho,Bacalhau Graúdo 1ª Ilhas Faroé,2.5,UN,14.14,35.35,€
10784,7450969,peixaria-e-talho,Posta Média de Bacalhau MSC Higienizada Congelada,0.35,UN,8.48,2.97,€
10785,6621383,peixaria-e-talho,Atum fumado Noruega,0.08,KG,3.69,46.13,€
10786,7630269,peixaria-e-talho,Cachaço de Bacalhau Seco,1.4,KG,18.3,13.07,€
10787,7630306,peixaria-e-talho,Lombos de Bacalhau Gourmet Congelado,1.0,KG,27.12,27.12,€
10788,4086851,peixaria-e-talho,Hambúrguer de Soja com Aveia,0.15,KG,3.49,21.81,€
10789,6244386,peixaria-e-talho,Chilli Vegetal,0.32,KG,4.65,14.53,€
10790,7069755,peixaria-e-talho,Moelas de Frango,0.9,UN,4.23,3.81,€
10791,4228857,peixaria-e-talho,Bifes de Soja com Molho Tomate,0.25,KG,4.49,17.96,€
10792,2147590,peixaria-e-talho,Safio da Costa Fresco,4.0,UN,4.99,19.96,€
10793,7257870,peixaria-e-talho,Jardineira de Novilho,0.4,UN,14.99,6.00,€
10794,2231821,peixaria-e-talho,Fígado de Porco,1.3,UN,2.34,3.04,€
10795,6302513,peixaria-e-talho,Preparado para Mariscada Ultracongelado,0.5,KG,7.2,14.40,€
10796,7577540,peixaria-e-talho,Preparado para Massada de Marisco sem Glúten Congelado,0.8,KG,7.53,9.41,€
10797,2508529,peixaria-e-talho,Ameijoa Japonesa Fresca,1.0,UN,10.99,10.99,€
10798,6717038,peixaria-e-talho,Lagartos de Porco Preto,0.25,KG,4.7,18.80,€
10799,6917858,peixaria-e-talho,Muxama de Atum,0.11,KG,5.69,51.73,€
10800,7463785,peixaria-e-talho,Conquilha Congelada,0.25,KG,4.99,19.96,€
10801,2147682,peixaria-e-talho,Ruivo Fresco,1.0,UN,4.49,4.49,€
10802,7683733,peixaria-e-talho,Porções de Bacalhau sem Pele Congelado,0.5,KG,8.48,16.96,€
10803,4349943,peixaria-e-talho,Garoupa Pequena Fresca,1.0,UN,12.99,12.99,€
10804,7320941,peixaria-e-talho,Lagosta Selvagem de Moçambique Ultracongelada,0.8,KG,34.99,43.74,€
10805,7483600,peixaria-e-talho,Perna de Borrego Congelada,1.95,UN,10.99,21.43,€
10806,7627983,peixaria-e-talho,Pescadinha do Cabo Ultracongelada,0.9,KG,5.99,6.66,€
10807,2213943,peixaria-e-talho,Perca do Nilo sem Cabeça Congelada,2.3,UN,9.99,22.98,€
10808,6780303,peixaria-e-talho,Camarão Selvagem Madagáscar 20/30 Congelado,0.3,UN,29.99,9.00,€
10809,4736010,peixaria-e-talho,Caracol Cozido Branco,0.6,KG,5.99,9.98,€
10810,7544035,peixaria-e-talho,Cocktail de Bivalves Congelados,0.25,KG,3.49,13.96,€
10811,6779470,peixaria-e-talho,Camarão Selvagem de Madagáscar 30/40 Ultracongelado,0.8,KG,24.99,31.24,€
10812,7268321,peixaria-e-talho,Camarão da Costa Cozido Fresco,0.25,KG,10.99,43.96,€
10813,7307742,peixaria-e-talho,Pescada Inteira Grande do Cabo MSC Congelada,1.5,UN,5.65,8.48,€
10814,5059425,peixaria-e-talho,Bife de Veado Congelado,0.25,KG,6.49,25.96,€
10815,5367166,peixaria-e-talho,Pargo Grande Fresco,2.0,UN,13.99,18.19,€
10816,7683734,peixaria-e-talho,Filetes de Bacalhau Congelado,0.36,KG,5.65,15.69,€
10817,7461790,peixaria-e-talho,Frango Inteiro com miúdos Biológico,2.5,UN,8.0,20.00,€
10818,7574671,peixaria-e-talho,Porções De Atum-Albacora MSC Marinado Ultracongelado,0.25,KG,5.99,23.96,€
10819,7714487,peixaria-e-talho,Camarão Cozido 30/40 Fresco,0.5,KG,7.99,15.98,€
10820,6561375,peixaria-e-talho,Hambúrguer Sementes sem Glúten,0.16,KG,3.39,21.19,€
10821,7613022,peixaria-e-talho,Miolo de Camarão Cozido 30/40 Fresco,0.25,UN,6.99,27.96,€
10822,4404282,peixaria-e-talho,Lombo Tamboril Fresco,0.9,UN,21.99,9.90,€
10823,7718435,peixaria-e-talho,Almôndegas de Beterraba,0.42,KG,9.99,23.79,€
10824,2507186,peixaria-e-talho,Polvo Cabeçudo Fresco,1.6,UN,7.99,12.78,€
10825,4131357,peixaria-e-talho,Moelas de Pato,0.7,KG,5.99,8.56,€
10826,7479365,peixaria-e-talho,Lombinho de Porco 4 Pimentas,0.85,UN,12.39,10.53,€
10827,6917860,peixaria-e-talho,Atum com Molho de Alho,0.11,KG,4.99,45.36,€
10828,2231825,peixaria-e-talho,Língua de Porco,0.6,UN,5.17,3.10,€
10829,5828974,peixaria-e-talho,Mãozinhas de Coelho,0.37,UN,13.79,5.10,€
10830,6050798,peixaria-e-talho,Mão de Vitela sem Osso Congelada,2.2,UN,4.23,9.31,€
10831,7497998,peixaria-e-talho,Sapateira Cozida Congelada,0.4,KG,7.99,19.98,€
10832,7521307,peixaria-e-talho,Picado Vegan de Proteína Vegetal,0.2,KG,4.99,24.95,€
10833,7526945,peixaria-e-talho,Amêijoa Macha Nacional,0.4,KG,7.99,19.98,€
10834,2226320,peixaria-e-talho,Maruca Inteira Média Congelada,1.55,UN,12.99,20.13,€
10835,7047907,peixaria-e-talho,Medalhões de Perca do Nilo Congelados,0.4,KG,5.99,14.97,€
10836,5779991,peixaria-e-talho,Lombinhos de Frango Panados,0.4,UN,10.69,4.28,€
10837,5059441,peixaria-e-talho,Bife de Javali Ultracongelado,0.25,KG,5.79,23.16,€
10838,7321236,peixaria-e-talho,Rolo Misto Folhado Queijo e Fiambre,1.4,UN,7.99,11.19,€
10839,7277588,peixaria-e-talho,Hambúrguer Sensational de Proteína Vegetal,0.226,KG,5.39,23.85,€
10840,2148382,peixaria-e-talho,Ostras Frescas,0.35,UN,4.99,1.75,€
10841,2584213,peixaria-e-talho,Perca do Nilo Fresca,2.5,UN,7.89,19.72,€
10842,7071908,peixaria-e-talho,Pescoços de Peru,0.5,UN,2.16,1.08,€
10843,7706231,peixaria-e-talho,Preparado de Arroz de Bacalhau,0.7,KG,11.8,16.86,€
10844,7630278,peixaria-e-talho,Bacalhau Especial Seco,1.6,KG,28.39,17.74,€
10845,7147183,peixaria-e-talho,Camarão Selvagem Cozido 40/60 Fresco,0.5,KG,12.99,25.98,€
10846,4480243,peixaria-e-talho,Bacalhau Rabos Seco,0.7,KG,4.89,6.99,€
10847,4955809,peixaria-e-talho,Garoupa Legítima Grande Fresca,4.5,UN,16.99,67.96,€
10848,5670377,peixaria-e-talho,Chispe de Porco,0.9,UN,2.06,1.85,€
10849,7630277,peixaria-e-talho,Bacalhau Graúdo Seco,1.2,KG,23.2,16.57,€
10850,3027941,peixaria-e-talho,Polvo Grande Fresco,4.0,UN,13.99,40.57,€
10851,7243360,peixaria-e-talho,Camarão Selvagem Cozido 10/20 Refrigerado,0.5,KG,19.99,39.98,€
10853,2147626,peixaria-e-talho,Garoupa Fesca,2.4,UN,9.99,23.98,€
10854,2507149,peixaria-e-talho,Congro Fresco,7.0,UN,6.99,48.93,€
10855,2147861,peixaria-e-talho,Sarda Grande Fresca,1.1,UN,3.99,4.39,€
10856,7630279,peixaria-e-talho,Badanas de Bacalhau Seco,0.9,KG,8.24,9.16,€
10857,7632432,peixaria-e-talho,Lombos de Bacalhau Gourmet Seco,4.0,KG,179.24,44.81,€
10858,5958776,peixaria-e-talho,Hambúrguer Vegetariano,0.15,KG,5.19,34.60,€
10859,7630271,peixaria-e-talho,Bacalhau Crescido Seco,1.4,KG,19.43,16.19,€
10860,7107399,peixaria-e-talho,Postas de Bacalhau Seco,0.6,KG,9.42,15.70,€
10861,5845067,peixaria-e-talho,Redanho Cozido de Porco,0.52,UN,2.82,1.47,€
10862,7498445,peixaria-e-talho,Carré de Novilho Fatiado no Balcão,3.5,UN,15.27,53.45,€
10863,7320935,peixaria-e-talho,Carabineiro Selvagem de Moçambique Ultracongelado,0.8,KG,65.99,82.49,€
10864,3881459,peixaria-e-talho,Polvo Limpo Ultracongelado,0.8,KG,21.09,26.36,€
10865,3911289,peixaria-e-talho,Camarão Tigre Gigante Congelado,0.4,UN,42.99,8.60,€
10866,7450976,peixaria-e-talho,Lombo de Bacalhau MSC Higienizado Congelado,0.45,UN,16.97,7.64,€
10867,7477529,peixaria-e-talho,Mariscada de Moçambique Ultracongelada,0.8,KG,29.99,37.49,€
10868,7481109,peixaria-e-talho,Camarão Vannamei Gigante 8/16 Ultracongelado,0.8,KG,26.99,33.74,€
10869,7522459,peixaria-e-talho,Lombos de Salmão com Pele Ultracongelado,0.25,KG,9.49,37.96,€
10870,7505546,peixaria-e-talho,Sapateira Cozida Ultracongelada,0.6,KG,12.79,21.32,€
10871,7501246,peixaria-e-talho,Pernas de Caranguejo Real Cozido Congelado,0.5,KG,69.99,139.98,€
10872,7227707,congelados,Douradinhos de Peixe Ómega-3,1.4,KG,12.99,9.12,€
10873,3002399,congelados,Pizza Ristorante de Pepperoni e Salame,0.337,KG,3.79,11.84,€
10874,7371936,congelados,Gelado Mini Double Gold Caramel Billionaire,0.33,LT,6.65,20.15,€
10875,5508371,congelados,Veggie Hambúrgueres,0.25,KG,2.99,11.96,€
10876,7724757,congelados,Gelado Mini Double Starchaser,0.33,LT,6.99,21.18,€
10877,4712309,congelados,Gelado Super Maxi,0.39,LT,3.09,7.92,€
10878,7105632,congelados,Gelado Strawberry Cheesecake,0.465,LT,6.79,14.60,€
10879,6886216,congelados,Gelado Morango Les Classiques,0.75,LT,2.19,2.92,€
10880,6089483,congelados,Filetes de Pescada sem Glúten,0.32,KG,5.83,18.22,€
10881,7628015,congelados,Gelado Classic Cone,0.248,KG,5.49,22.14,€
10882,7558972,congelados,Gelado Disney Frozen Olaf,0.36,LT,3.09,8.58,€
10883,7418308,congelados,Gelado Raffaello,0.194,KG,5.49,29.20,€
10884,7619441,congelados,Panado Vegan de Proteína Vegetal,0.27,KG,5.49,20.33,€
10886,7730113,congelados,Gelado Mix Kids,0.398,LT,3.99,€10.03, 
10887,7724758,congelados,Gelado Double Sunlover,0.44,LT,4.49,10.20,€
10888,3738132,congelados,Porções de Salmão Ultracongelado,0.5,KG,15.99,31.98,€
10889,5467663,congelados,Filetes Primavera Alho e Ervas,0.225,KG,3.74,16.62,€
10890,5779701,congelados,Crocantes de Frango Original,0.18,KG,4.99,27.72,€
10891,5779700,congelados,Crocantes de Frango Parmesão e Ervas,0.18,KG,4.99,27.72,€
10892,6601782,congelados,Crocantes de Frango Piri Piri,0.18,KG,4.99,27.72,€
10893,6911781,congelados,Filetes Primavera Quinoa e 4 Sementes,0.25,KG,3.74,14.96,€
10894,5467669,congelados,Filetes Primavera Alecrim e Sal Marinho,0.225,KG,3.74,16.62,€
10895,3002456,congelados,Pizza Ristorante de Quatro Queijos,0.361,KG,5.09,15.91,€
10896,6635820,congelados,Lombos de Salmão ASC Ultracongelado,0.5,KG,13.49,26.98,€
10897,5593773,congelados,Esparregado de Espinafres,0.75,KG,4.68,6.24,€
10898,5493595,congelados,Ervilhas,0.7,KG,2.82,4.03,€
10899,6042738,congelados,Filetes Primavera Limão,0.225,KG,3.74,16.62,€
10900,5260696,congelados,Ervilhas Primavera,0.5,KG,2.82,5.64,€
10901,5729030,congelados,Douradinhos de Peixe,0.84,KG,9.49,11.30,€
10902,7473092,congelados,Brócolos,0.533,KG,3.76,7.05,€
10903,7409959,congelados,Filetes Recheados Tomate & Mozzarella,0.3,KG,3.74,12.47,€
10904,7415729,congelados,Filetes de Dourada ASC Ultracongelada,0.2,KG,5.59,27.95,€
10905,6601780,congelados,Ervilhas Primavera,0.8,KG,4.24,5.30,€
10907,4721822,congelados,Mistura de Feijão Verde e Cenoura,0.4,KG,1.59,3.98,€
10908,7252603,congelados,Pizza de Espinafres e Queijo,0.37,KG,2.19,5.92,€
10922,5383902,congelados,Brócolos,0.4,KG,2.05,5.13,€
10923,7577212,congelados,Pizza Mozzarella,0.355,KG,5.09,14.34,€
10924,5734372,congelados,Bacalhau MSC Desfiado Congelado,0.4,KG,6.59,16.48,€
10925,7541591,congelados,Pizza Hawai,0.415,KG,5.89,14.19,€
10926,3002428,congelados,Pizza Ristorante Hawai,0.375,KG,5.09,14.34,€
10927,5292575,congelados,Milho Doce,0.75,KG,2.19,2.92,€
10928,4741881,congelados,Pescada Grande do Cabo MSC para Cozer Ultracongelada,0.8,KG,5.65,7.06,€
10929,2902677,congelados,Alho Picado,0.15,KG,2.29,15.27,€
10930,5804089,congelados,Gelado Menta,0.4,LT,5.49,13.73,€
10931,5564190,congelados,Gelado Morango,0.54,LT,5.49,10.17,€
10932,2211982,congelados,Postas Pescada Nº 3 do Cabo para Cozer Ultracongeladas,0.6,KG,8.0,13.33,€
10933,4099009,congelados,Pizza Casa di Mama de Salame,0.405,KG,5.89,15.10,€
10934,7156302,congelados,Lombos de Salmão Ultracongelado,0.25,KG,6.49,25.96,€
10935,5249069,congelados,Ervilhas Baby,0.4,KG,1.31,3.28,€
10936,2211915,congelados,Medalhões de Pescada sem Pele Ultracongelada,0.4,KG,4.61,11.53,€
10937,7630268,congelados,Medalhões de Pescada do Cabo Ultracongelada,0.36,KG,3.49,9.69,€
10938,5263701,congelados,Ervilhas,1.0,KG,1.31,1.31,€
10939,4785436,congelados,Lulas Limpas Ultracongeladas,0.4,KG,5.99,14.98,€
10940,6470103,congelados,Gelado Mini Clássico,0.48,LT,3.59,7.48,€
10941,5424943,congelados,Pizza Ristorante Carbonara,0.34,KG,5.09,14.97,€
10942,2497766,congelados,Filetes de Pescada com Limão,0.4,KG,6.19,15.48,€
10943,2839631,congelados,Mistura de Ervilhas e Cenoura,0.75,KG,1.4,1.87,€
10944,7643285,congelados,Ervilhas,0.75,KG,2.32,3.09,€
10945,7227710,congelados,Nuggets de Frango Polme Americano,0.22,KG,2.99,12.20,€
10959,2241682,congelados,Batata Palitos Tradition,1.0,KG,3.59,3.59,€
10960,4470616,congelados,Pizza Ristorante Bolonhesa,0.395,KG,5.09,13.57,€
10961,3911249,congelados,Batata Gomos Mediterranean,0.75,KG,2.99,3.99,€
10962,7334029,congelados,Pizza de Fiambre e Queijo,0.33,KG,2.19,6.64,€
10963,6089206,congelados,Nuggets de Frango,0.375,KG,9.99,26.64,€
10964,6089219,congelados,Nuggets de Frango e Queijo,0.375,KG,9.99,26.64,€
10965,7095060,congelados,Salteado da Horta,0.4,KG,3.19,7.98,€
10966,7334025,congelados,Pizza Mozzarella,0.335,KG,2.19,6.17,€
10967,6926220,congelados,Fingers de Espinafres,0.284,KG,2.99,10.53,€
10968,7047911,congelados,Lombos de Perca do Nilo Congelados,0.4,KG,7.99,19.98,€
10969,6181414,congelados,Grelhados de Frango Barbecue,0.174,KG,2.99,17.18,€
10970,7316047,congelados,Batatas Palitos Finas Pack Poupança,2.5,KG,4.89,1.96,€
10971,6911782,congelados,Filetes Primavera Espelta e Cevada,0.25,KG,3.74,14.96,€
10972,6089518,congelados,Gelado Mini Double Framboesa,0.36,LT,6.65,18.47,€
10973,3700127,congelados,Puré de Batata,0.75,KG,3.34,4.45,€
10974,4738009,congelados,Pescada Média do Cabo MSC para Cozer Ultracongelada,0.6,KG,3.76,6.27,€
10975,5391869,congelados,Grelos Mil-Folhas,0.4,KG,2.29,5.73,€
10976,7529444,congelados,Filete Primavera Sementes de Linhaça & Girassol,0.22,KG,2.49,11.32,€
10977,7453050,congelados,"Refeição Vegetariana de Cevada, Ervilhas e Espinafres",0.35,KG,2.29,6.54,€
10978,5730946,congelados,Douradinhos de Peixe,0.45,KG,4.99,11.88,€
10979,4882809,congelados,Douradinhos de Frango,0.25,KG,3.49,13.96,€
10980,5025234,congelados,Delícias do Mar Ultracongeladas,0.45,KG,2.69,5.98,€
10981,4935930,congelados,Bacalhau Desfiado Ultracongelado,0.4,KG,5.64,14.10,€
10982,4310316,congelados,Douradinhos de Salmão,0.28,KG,4.99,17.82,€
10996,7390755,congelados,Gelado Mini Três Chocolates,0.55,LT,8.29,15.07,€
10997,4676679,congelados,Supremas de Bacalhau Ultracongeladas,0.4,KG,5.17,12.92,€
10998,7520332,congelados,Pizza Carbonara,0.34,KG,2.19,6.44,€
10999,7400532,congelados,Pizza Marguerita,0.365,KG,5.59,15.32,€
11000,7258371,congelados,Miolo de Camarão Selvagem 60/80 Congelado,0.4,KG,7.99,19.98,€
11001,7415730,congelados,Filetes de Robalo ASC Ultracongelado,0.2,KG,5.99,29.95,€
11002,7252666,congelados,Pizza Romana,0.35,KG,2.19,6.26,€
11003,6786321,congelados,Pão de Queijo,0.3,KG,2.99,9.97,€
11004,2212125,congelados,Tranches de Pescada sem Pele Ultracongeladas,0.5,KG,6.74,13.48,€
11005,6290826,congelados,Framboesas,0.5,KG,3.99,7.98,€
11006,5020771,congelados,Argolas do Mar Ultracongeladas,0.4,KG,2.49,6.23,€
11007,7486295,congelados,Cubos de Curgete,0.3,KG,1.87,6.23,€
11009,7541594,congelados,Pizza Salame Romano,0.385,KG,4.19,10.88,€
11010,4120659,congelados,Tomate em Cubos,0.4,KG,0.83,2.08,€
11011,5014116,congelados,Mimos de Pescada do Cabo Ultracongelados,1.0,KG,9.42,9.42,€
11012,6649190,congelados,Crocantes de Frango Recheados Alho e Ervas,0.204,KG,3.99,19.56,€
11013,7404775,congelados,Barrinhas de Pescada sem Glúten,0.3,KG,2.82,9.40,€
11014,4490751,congelados,Miolo de Camarão Gigante 15/30 Ultracongelado,0.25,KG,7.19,28.76,€
11015,6781840,congelados,Espargos Verdes,0.3,KG,3.19,10.63,€
11016,4643562,congelados,Lombos de Salmão MSC Ultracongelado,0.25,KG,9.99,39.96,€
11017,7173580,congelados,Batata Palitos para Forno Express,0.5,KG,3.49,6.98,€
11019,6787602,congelados,Gelado Pralines & Cream,0.46,LT,5.59,12.15,€
11033,6531407,congelados,Puré de Batata com Noz Moscada,1.0,KG,2.29,2.29,€
11034,7442414,congelados,Posta de Pescada do Chile Nº5 para Cozer Ultracongelada,0.6,KG,9.42,15.70,€
11036,7371928,congelados,Gelado Clássico,0.54,LT,5.49,10.17,€
11037,7622287,congelados,Gelado Mini Magníficos Amêndoa,0.456,UN,3.19,0.27,€
11038,6886227,congelados,Gelado Nata Les Classiques,0.75,LT,2.19,2.92,€
11039,6536213,congelados,Batata Palitos Pack Poupança,2.5,KG,4.49,1.80,€
11040,5893654,congelados,Barrinhas de Salmão sem Glúten,0.3,KG,2.82,9.40,€
11042,6744532,congelados,Cogumelos Laminados,0.4,KG,0.89,2.23,€
11043,7630623,congelados,Castanhas de Trás-os-Montes,0.5,KG,5.99,11.98,€
11044,6886243,congelados,Gelado Chocolate Les Classiques,0.75,LT,2.19,2.92,€
11045,4099011,congelados,Pizza Casa di Mama de Fiambre e Cogumelos,0.42,KG,5.89,15.50,€
11046,6986608,congelados,Miolo de Camarão Selvagem Cozido 60/80 Congelado,0.25,KG,3.99,15.96,€
11048,6453385,congelados,Rissóis de Leitão de Forno,0.4,KG,2.79,6.98,€
11049,7147182,congelados,Miolo de Camarão Selvagem 100/200 Congelado,0.4,KG,4.49,11.23,€
11050,7095059,congelados,Salteado Rústico,0.4,KG,3.19,7.98,€
11051,6787743,congelados,Gelado Strawberries & Cream,0.46,LT,5.59,12.15,€
11052,7413808,congelados,Lombos de Salmão temperados com Limão Congelados,0.25,KG,6.99,27.96,€
11053,7095790,congelados,Gelado Salted Caramel & Glazed Almonds,0.27,LT,5.49,20.33,€
11054,4274548,congelados,Tiras de Pota Congeladas,0.7,KG,4.99,7.13,€
11055,7473742,congelados,Batata Doce Palitos,0.5,KG,2.49,4.98,€
11056,4298053,congelados,Miolo de Camarão Cozido 40/60 Ultracongelado,0.2,KG,5.99,29.95,€
11070,6881940,congelados,Pizza Familiar de Fiambre e Queijo,0.58,KG,3.49,6.02,€
11071,6550022,congelados,Batatas Noisette,1.0,KG,4.79,4.79,€
11072,6531811,congelados,Morangos,0.75,KG,3.49,4.65,€
11073,7042361,congelados,Filetes de Peixe Gato Riscado Congelados,1.0,KG,6.99,6.99,€
11074,6923800,congelados,Gelado Classicone Morango,0.72,LT,2.39,3.32,€
11075,6601781,congelados,Filetes Primavera Original sem Glúten,0.25,KG,3.49,13.96,€
11076,4917531,congelados,Miolo de Mexilhão Ultracongelado,0.25,KG,1.79,7.16,€
11077,7243366,congelados,Barrinhas de Pescada com Limão sem Glúten,0.3,KG,5.65,18.83,€
11078,5695002,congelados,Calamares,0.4,KG,1.99,4.97,€
11079,7411095,congelados,Gelado Stracciatella,0.95,LT,2.79,2.94,€
11080,5383883,congelados,Ervilhas,0.4,KG,2.05,5.13,€
11081,5640759,congelados,Filetes de Pescada Congelados,1.0,KG,6.79,6.79,€
11082,7621341,congelados,Bife de Atum Ultracongelado,0.25,KG,3.99,15.96,€
11083,5773171,congelados,Posta de Corvina 2ª Pele Congelada,0.22,UN,12.99,2.86,€
11084,4785427,congelados,Lulas Limpas Ultracongeladas,1.0,KG,12.99,12.99,€
11086,6916887,congelados,Gratinado De Peixe Limão e Ervas sem Glúten,0.38,KG,3.49,9.18,€
11087,5273119,congelados,Gelado Caramelo Salgado Les Desserts,0.9,LT,3.59,3.99,€
11088,2211918,congelados,Lombos de Pescada MSC Ultracongelados,0.4,KG,4.24,10.60,€
11089,5548894,congelados,Mini Pizzas de Tomate e Mozzarella,0.27,KG,4.75,17.59,€
11090,3796750,congelados,Pizza Ristorante de Frango,0.375,KG,3.79,€10.68, 
11091,6868811,congelados,Mirtilos,0.4,KG,3.19,7.98,€
11092,7291126,congelados,Lombos de Bacalhau MSC Demolhado Ultracongelados,0.6,KG,14.14,23.57,€
11093,7442661,congelados,Filetes de Solha MSC Ultracongelada,0.4,KG,6.49,16.23,€
11108,6616904,congelados,Batata Noisette,1.0,KG,2.99,2.99,€
11109,7444747,congelados,Gelado Baunilha e Caramelo,0.95,LT,2.79,2.94,€
11110,6452022,congelados,Douradinhos de Peixe Estaladiços,0.336,KG,4.99,14.85,€
11111,3779616,congelados,Bifes de Atum Ultracongelados,0.4,KG,8.99,22.48,€
11112,6926310,congelados,Posta de Solha Congelada,0.8,KG,5.99,7.49,€
11113,6582982,congelados,"Mistura de Brócolos, Couve-flor e Cenoura",1.0,KG,1.78,1.78,€
11114,7008524,congelados,Salteado de Legumes Estilo Parisino,0.4,KG,3.19,7.98,€
11115,3634498,congelados,Choco Limpo Ultracongelado,0.6,KG,6.69,11.15,€
11116,3052221,congelados,Mini Pizzas de Fiambre e Queijo,0.27,KG,4.75,17.59,€
11117,7534025,congelados,Almôndega de Novilho Chakall,0.408,KG,5.59,13.70,€
11118,7408329,congelados,Gelado Magnífico Chocolate de Leite,0.72,LT,2.79,3.88,€
11119,6780868,congelados,Jardineira,0.75,KG,0.84,1.12,€
11120,2858254,congelados,Gelado Mini Double Caramelo e Chocolate,0.36,LT,6.65,18.47,€
11121,6583845,congelados,Pizza Capricciosa,0.4,KG,3.69,9.23,€
11122,2632478,congelados,Mimos de Pescada Ultracongelada,0.36,KG,3.29,9.14,€
11123,7363331,congelados,Pizza Massa Fina Fiambre e Queijo,0.351,KG,4.99,14.22,€
11124,4563382,congelados,Miolo de Camarão 80/100 Ultracongelado,0.35,KG,7.19,20.54,€
11125,4913140,congelados,Gelado Chocolate e Amêndoa,0.44,LT,5.49,12.48,€
11126,5201596,congelados,Bacalhau à Brás,0.3,KG,2.49,8.30,€
11127,4283251,congelados,Perna de Pato Congelada,0.55,UN,6.89,3.79,€
11128,4616789,congelados,Cubos de Tamboril Congelado,0.5,KG,3.79,7.58,€
11129,7146449,congelados,Miolo de Amêijoa Dourada Ultracongelada,0.25,KG,2.99,11.96,€
11130,5117294,congelados,Barrinhas de Pescada,1.2,KG,7.89,6.58,€
11144,7326557,congelados,Pizza Massa Fina Pepperoni,0.332,KG,4.99,15.03,€
11145,7291007,congelados,Bacalhau Desfiado MSC Demolhado Ultracongelado,0.5,KG,5.65,11.30,€
11147,7380640,congelados,Nuggets Proteína Vegetal Polme Estilo Americano,0.22,KG,3.99,18.14,€
11148,7413811,congelados,Lombos de Salmão Temperados com Alho Congelados,0.25,KG,6.99,27.96,€
11149,5962602,congelados,Pizza Ristorante de Salame sem Glúten,0.315,KG,5.55,17.62,€
11150,5718357,congelados,Batata Cubos,1.0,KG,1.99,1.99,€
11151,7411089,congelados,Gelado Banana Split,0.95,LT,2.79,2.94,€
11152,7539023,congelados,Gelado Mania Classic,0.836,LT,9.99,11.95,€
11153,4952137,congelados,Medalhões de Pescada do Cabo Ultracongelados,0.4,KG,3.48,8.70,€
11154,4277919,congelados,Choco Limpo Ultracongelado,0.5,KG,8.99,17.98,€
11155,2212468,congelados,Postas de Pescada Nº5 do Cabo MSC Ultracongelada,0.8,KG,8.99,11.24,€
11156,7164297,congelados,Gelado Classicone Caramelo Salgado,0.72,LT,2.39,3.32,€
11157,7367887,congelados,Lombos de Pescada do Cabo Congelada,0.36,KG,4.61,12.81,€
11158,3052233,congelados,Mini Pizzas de Três Queijos,0.27,KG,4.75,17.59,€
11159,7408497,congelados,Gelado Magnífico Chocolate Leite e Amêndoa,0.72,LT,2.79,3.88,€
11160,7584155,congelados,Gelado Mini Classicone Clássico,12.0,KG,2.79,8.30,€
11161,5148306,congelados,Crepes com Chocolate Belga,0.54,KG,3.99,7.39,€
11162,7297556,congelados,Douradinhos de Pescada,0.45,KG,3.19,7.09,€
11163,5546993,congelados,Lula Cortada da Patagónia Ultracongelada,0.4,KG,7.39,18.48,€
11164,6787709,congelados,Gelado Macadamia Nut Brittle,0.46,LT,5.59,12.15,€
11165,5045043,congelados,Gelado Fizz Limão,0.33,LT,2.99,8.31,€
11166,7325792,congelados,Hambúrguer 100% Carne de Bovino Angus Chakall Congelado,0.64,KG,6.87,10.73,€
11167,3897404,congelados,Delícias do Mar em Forma de Lagosta Ultracongeladas,0.225,KG,3.32,13.02,€
11181,5468982,congelados,Pizza Marguerita,0.3,KG,1.49,4.97,€
11182,6393006,congelados,Pastéis de Chaves,0.34,KG,3.69,10.85,€
11183,7558968,congelados,Gelado Vanilla Brownie & Raspberry,0.42,LT,5.59,13.31,€
11184,5656402,congelados,Alho Francês Cortado,0.75,KG,0.93,1.24,€
11185,7411519,congelados,Redondos de Pescada do Cabo Ultracongelada,0.5,KG,3.69,7.38,€
11186,4704539,congelados,Gelado Perna de Pau,0.42,LT,3.09,7.36,€
11187,7656035,congelados,Medalhões de Salmão Ultracongelado,0.4,KG,10.99,27.47,€
11188,5948645,congelados,Empanadilha Cogumelos,0.33,KG,4.39,13.30,€
