,id,Category,Name,Amount,Unit,List_Price,Price_per_unit_of_measure,Currency
1489,4959795,mercearia,Molho Mad Chips Top Down,0.256,KG,2.99,11.68,€
1490,4961652,mercearia,Nestum Mel com Cereais Integrais +3A,0.25,KG,1.69,6.76,€
1491,6882356,mercearia,Alimento Lácteo Pêssego e Banana +6M,4.0,KG,2.79,6.97,€
1492,6766070,mercearia,Bolachinhas para Bebé +8M,0.125,UN,2.89,23.12,€
1493,4997136,mercearia,Massa Margaridas com Vegetais,0.5,KG,1.87,3.74,€
1494,6896865,mercearia,Caldo de Galinha Cubos,24.0,KG,1.29,5.38,€
1495,7656582,mercearia,Snack para Bebé de Morango HappyPuffs +12M,0.028,KG,1.65,58.93,€
1496,7535546,mercearia,Tablete de Chocolate Leite Choco & Wafer,0.27,KG,4.39,16.26,€
1497,4321721,mercearia,Gelatina Pronta Vegetal Manga,0.13,KG,1.08,8.31,€
1498,5618798,mercearia,Molho de Soja,0.15,LT,2.4,16.00,€
1499,7407090,mercearia,Cápsulas de Café Doppio Espresso Int 10,16.0,UN,6.49,0.41,€
1500,4657629,mercearia,Infusão Menta Pyramid Saquetas,20.0,UN,1.49,0.07,€
1501,3740108,mercearia,Infusão Lúcia-Lima Pyramid Saquetas,20.0,UN,1.49,0.07,€
1502,4407680,mercearia,Caldo de Carne Natura,4.0,KG,2.49,22.23,€
1503,7011817,mercearia,Tiras Braseadas Proteína Vegetal,0.175,KG,4.49,25.66,€
1504,4945287,mercearia,Coco Ralado,0.2,KG,0.99,4.95,€
1505,7029082,mercearia,Amendoim Torrado com Casca,1.0,KG,3.89,3.89,€
1506,2015457,mercearia,Massinha Estrelinhas,0.25,KG,0.56,2.24,€
1507,7151509,mercearia,Gelatina em Pó de Pêssego,0.114,KG,1.99,17.46,€
1508,7654028,mercearia,Canela Moída Saqueta,0.06,KG,1.99,33.17,€
1509,6553175,mercearia,Barras de Cereais Proteína Amendoim e Chocolate sem Glúten,0.16,KG,3.99,24.94,€
1510,7683654,mercearia,Farinha de Trigo para Bolos com Fermento,1.0,KG,1.59,1.59,€
1511,6462338,mercearia,Flocos Aveia Integral,0.5,KG,2.99,5.98,€
1512,7228929,mercearia,Infusão Lúcia-Lima Saquetas,10.0,UN,1.59,0.16,€
1513,6917632,mercearia,Noodles de Camarão,0.063,KG,1.34,21.27,€
1514,5176176,mercearia,Maionese Magra,0.459,KG,3.14,6.84,€
1515,4010163,mercearia,Passata de Tomate,0.4,KG,2.29,5.73,€
1516,4546868,mercearia,Marmelada Extra,0.4,KG,1.84,4.60,€
1517,7127055,mercearia,Croutons com Tomate e Orégãos,0.075,KG,1.4,18.67,€
1518,7378978,mercearia,Cápsulas de Café Italian Style Roast Int 11,10.0,UN,3.89,0.39,€
1519,7285406,mercearia,Atum Posta em Azeite,0.12,KG,1.4,17.95,€
1520,2692749,mercearia,Barras de Cereais Frutos Vermelhos Special K,0.129,KG,2.44,18.91,€
1521,6903250,mercearia,Quinoa Real,0.5,KG,2.99,5.98,€
1522,7100909,mercearia,Gelatina em Pó de Morango,0.114,KG,1.99,17.46,€
1523,5183170,mercearia,Palitos de Chocolate de Leite,0.15,KG,1.59,10.60 ,€
1524,6271200,mercearia,Pastilhas Elásticas Max Slab Melancia Pêssego,0.023,KG,0.99,43.04,€
1525,5051024,mercearia,Leite de Coco,0.165,LT,1.52,9.21,€
1527,3869333,mercearia,Cápsulas de Café Cappuccino,16.0,UN,6.49,0.41,€
1528,5566313,mercearia,Gressinos com Azeite,2.0,KG,1.99,7.96,€
1529,5141224,mercearia,Vinagre Balsâmico Branco,0.25,LT,1.83,7.32,€
1530,7576975,mercearia,Segredos Aves,0.016,KG,1.64,102.50,€
1531,2868679,mercearia,Macedónia de Legumes,3.0,KG,3.99,10.23,€
1532,5772642,mercearia,Granola Aveia com Frutos Secos Cruesli,0.375,KG,4.99,13.31,€
1533,7029868,mercearia,Gengibre Desidratado,0.2,KG,2.59,12.95,€
1534,5605507,mercearia,Noodles de Caril Banzai,0.067,KG,1.19,17.76,€
1535,2701135,mercearia,Alimento Lácteo Alperce sem Glúten +6M,4.0,KG,2.79,6.97,€
1536,5449781,mercearia,Bolachas com Coco,0.5,KG,1.99,3.98,€
1537,4297831,mercearia,Amendoim no Forno,0.2,KG,1.81,9.05,€
1538,6776182,mercearia,"Snacks Quinoa, Nata e Cebola",0.08,KG,2.65,33.13,€
1539,5358240,mercearia,Barras de Cereais Crunchy Caramel Fitness,0.141,KG,1.99,14.11,€
1540,4495746,mercearia,Biscoitos Glacé,0.2,KG,1.79,8.95,€
1541,7636318,mercearia,Refeição para Bebé Feijão e Quinoa +8M,0.19,KG,2.18,11.47,€
1542,2093731,mercearia,Gelatina em Pó de Laranja,2.0,KG,0.99,5.82,€
1543,2904884,mercearia,Bolachas Maria Diet Nature,0.4,KG,3.19,7.98,€
1544,2060101,mercearia,Cereais Cheerios Integrais Multi,0.375,KG,2.99,7.97,€
1545,7063710,mercearia,Lichias em Calda,0.567,KG,2.79,4.92,€
1546,5740056,mercearia,Cápsulas de Café Bocage Int 11,30.0,UN,5.69,0.19,€
1547,5394593,mercearia,Cevada,0.2,KG,2.99,14.95,€
1548,4511808,mercearia,Polvo e Pota com Molho Tomate,0.12,KG,1.29,17.92,€
1549,5646729,mercearia,Sal Grosso,0.8,KG,1.19,1.49,€
1550,7324671,mercearia,Gomas Sortido Brilho sem Glúten,0.3,KG,1.59,5.30,€
1551,4612823,mercearia,Bolachas Maria,0.3,KG,3.79,12.63,€
1552,6046621,mercearia,Tomilho Folha em Frasco,0.02,KG,0.89,44.50,€
1553,6911778,mercearia,Papa Infantil Láctea Aveia e Centeio Seleção da Natureza +6M,0.24,KG,3.29,13.71,€
1554,5358916,mercearia,Massa Esparguete sem Glúten,0.5,KG,2.53,5.06,€
1555,6831305,mercearia,Manjericão,0.011,KG,2.01,182.73,€
1556,3040459,mercearia,Massa Instantânea Chinesa de Tomate,0.085,KG,0.83,9.76,€
1557,7275983,mercearia,Caju Cru,0.05,KG,0.99,19.80,€
1558,2171676,mercearia,Massa Búzios,0.5,KG,1.12,2.24,€
1559,7383381,mercearia,Corações de Alcachofra sem Glúten,0.45,KG,2.79,11.63,€
1560,7658105,mercearia,Café Moído Torrado Moagem Universal Robusto Int 13,0.2,KG,4.49,22.45,€
1561,5752103,mercearia,Café Moído Moagem Fina Descafeinado,0.25,KG,1.69,6.76,€
1562,7338450,mercearia,Cebola Frita Cup,0.15,KG,1.49,9.93,€
1563,7029085,mercearia,Miolo de Amêndoa Palitada,0.2,KG,2.59,12.95,€
1564,5043428,mercearia,Massa Lasanha com Ovo,0.5,KG,1.4,2.80,€
1565,5009658,mercearia,Anchovas com Azeite Virgem Extra,0.1,KG,4.39,43.90,€
1566,5284220,mercearia,Arroz de Cenoura Pronto a Comer sem Glúten,2.0,KG,1.45,5.80,€
1567,6917675,mercearia,Noodles Galinha Soba,0.063,KG,1.34,21.27,€
1568,4708218,mercearia,Cápsulas de Café Sical Int 7,16.0,UN,6.49,0.41,€
1569,2003314,mercearia,Massa Talharim,0.5,KG,1.74,3.48,€
1570,5949624,mercearia,Pastilhas Elásticas Spearmint,0.024,KG,1.19,49.58,€
1571,7364141,mercearia,Crackers Queijo Cheddar,0.25,KG,3.29,13.16,€
1572,6555420,mercearia,Marinheiras de Chia,0.2,KG,2.99,14.95,€
1573,2399135,mercearia,Patê de Atum,0.065,KG,0.79,12.15,€
1574,7615765,mercearia,"Saqueta de Fruta Pera, Maçã e Banana +4M",0.09,KG,1.29,14.33,€
1575,5902827,mercearia,Gelatina em Pó Zero% de Tangerina,0.028,KG,1.04,37.14,€
1576,6997969,mercearia,Fava Frita com Sal,0.25,KG,1.59,6.36,€
1577,7305356,mercearia,Papas de Aveia Banana e Maçã Saqueta,0.11,KG,1.35,13.50,€
1578,4986705,mercearia,Tablete de Chocolate de Leite com Ananás,0.1,KG,1.69,16.90,€
1579,4321693,mercearia,Gelatina Pronta Vegetal Banana,0.13,KG,1.08,8.31,€
1580,7158909,mercearia,Barras de Cereais Golden Grahams,0.15,KG,1.99,13.27,€
1581,7389906,mercearia,Cápsulas de Café Buondi Int 10,16.0,UN,5.49,0.34,€
1582,5210300,mercearia,Barras de Cereais Multicereais Chocolate de Leite Sarialis sem Glúten,0.12,KG,3.71,47.56 ,€
1583,5506977,mercearia,Massa Tagliatelle Ninhos,0.5,KG,1.73,3.46,€
1584,5895640,mercearia,Granola Aveia,0.375,KG,5.55,14.80,€
1585,7376971,mercearia,Snacks Milho Chilli Pepper,0.14,KG,1.39,9.93,€
1586,2934386,mercearia,Pastilhas Elásticas White Spearmint,1.0,KG,0.99,66.00,€
1587,2004675,mercearia,Café Solúvel,0.1,KG,3.19,31.90,€
1588,6869086,mercearia,Lentilhas Encarnadas sem Casca,0.5,KG,1.79,3.58,€
1589,6863806,mercearia,Morango Desidratado com Chocolate de Leite,0.025,KG,1.19,47.60,€
1590,2965846,mercearia,Feijão Preto Cozido,0.41,KG,1.39,5.35,€
1591,7394706,mercearia,Cereais All Bran Fibre Plus,0.5,KG,4.39,8.78,€
1592,2649341,mercearia,Vinagre de Vinho Tinto,0.5,LT,0.49,0.98,€
1593,5731448,mercearia,Bolachas Cacau Dibus Sharkies sem Glúten,0.25,KG,1.82,7.28,€
1594,6296943,mercearia,Massa Lírios Tricolor,0.5,KG,1.21,2.42,€
1595,5491864,mercearia,Gelatina em Pó de Frutos Tropicais,0.031,KG,2.09,67.42,€
1596,6823766,mercearia,Bolachas Mini Estrelas Chocolate de Leite,0.187,KG,2.65,14.17,€
1597,5715886,mercearia,Bolachas Chiquilín,0.175,KG,2.29,13.09,€
1598,2178829,mercearia,Salsichas Bockwurst Frasco 8 un,0.65,KG,3.59,9.09,€
1599,2002229,mercearia,Molho de Alho,0.25,KG,2.99,11.96,€
1600,5386896,mercearia,Tablete Chocolate de Leite Aroma de Ananás sem Glúten,0.02,KG,0.69,34.50,€
1601,5423343,mercearia,Bolachas Cracker Sabor a Queijo,0.1,KG,1.34,13.40,€
1602,6590466,mercearia,Bolachas Crackers com Azeitona,0.28,KG,2.79,9.96,€
1603,7622124,mercearia,Cápsulas de Café Ristretto Int 12,10.0,UN,3.19,0.32,€
1604,7359696,mercearia,Tablete de Chocolate Culinária 85%,0.2,KG,2.19,10.95,€
1605,4310080,mercearia,Tablete de Chocolate de Leite com Amêndoa,0.1,KG,0.79,7.90,€
1606,2688836,mercearia,Tortitas de Arroz Integral com Iogurte,0.13,KG,2.75,21.15,€
1607,6609661,mercearia,Bolachas Digestivas Thins de Chocolate Negro,0.15,KG,2.99,19.93,€
1608,7376328,mercearia,Salsichas Cocktail Aves Frasco,0.597,KG,2.24,11.79,€
1609,4882387,mercearia,Leite em Pó de Crescimento 5 +24M sem Glúten,0.75,KG,10.59,14.12,€
1610,7251548,mercearia,Polpa de Tomate e Coentros,0.5,KG,2.39,4.78,€
1611,7168033,mercearia,Snack Lentilhas e Milho +12M,0.05,KG,1.91,38.20,€
1612,7094371,mercearia,Crackies Mini de Milho com Sal sem Glúten,0.2,KG,2.62,13.10,€
1613,3630148,mercearia,Café Moído Torrado para Máquina Lote Chávena Int 12,0.25,KG,3.59,14.36,€
1614,7029249,mercearia,Tâmara Seca Descaroçada,0.2,KG,1.39,6.95,€
1615,4377804,mercearia,Doce Extra Mirtilos,0.375,KG,2.19,5.84,€
1616,5084705,mercearia,Gelatina Pronta Ananás,0.4,KG,0.9,2.25,€
1617,5679834,mercearia,"Chá Verde Limão, Mel e Ginseng Saquetas",10.0,UN,0.79,0.08,€
1618,5960119,mercearia,Bolo Ciao de Leite,0.35,KG,2.99,8.54,€
1619,4321726,mercearia,Gelatina Pronta Vegetal Morango,0.13,KG,1.08,8.31,€
1620,6970076,mercearia,Caldo de Galinha Cubos,24.0,KG,2.79,11.63,€
1621,7168030,mercearia,"Saqueta de Fruta Maçã, Banana e Cenoura +4M",0.1,KG,1.08,10.80,€
1622,3882722,mercearia,Massa Espirais Fusilli com Vegetais Tricolor,0.5,KG,1.3,2.60,€
1623,6426425,mercearia,Sal Rosa Puro dos Himalaias com Moinho,0.11,KG,3.15,28.64,€
1624,7396696,mercearia,Snacks Batata Sabor Pizza,0.175,KG,2.99,17.09,€
1625,6989541,mercearia,Cápsulas de Café Roast Int 11,10.0,UN,3.89,0.39,€
1626,2004000,mercearia,Chá Preto Yellow Label Saquetas,100.0,UN,4.64,0.05,€
1627,7655624,mercearia,Iogofruta Banana +6M,4.0,KG,2.79,7.34,€
1628,7324689,mercearia,Gomas Sortido Açúcar sem Glúten,0.3,KG,1.59,5.30,€
1629,7723306,mercearia,Bolachas Marinheiras Natural,0.2,KG,2.49,12.45,€
1630,7545585,mercearia,Bolachas com Cobertura Chocolate Argolas,0.15,KG,2.49,16.60,€
1631,7398267,mercearia,Bolacha Maria,0.6,KG,3.29,5.48,€
1632,5066224,mercearia,Açúcar Moreno Intenso,0.5,KG,1.69,3.38,€
1633,7140420,mercearia,Doce Morango,0.28,KG,2.99,10.68,€
1634,2712654,mercearia,Chá Verde Saquetas,20.0,UN,1.49,0.07,€
1635,5523825,mercearia,Massa Fusilli,0.5,KG,2.04,4.08,€
1636,6591187,mercearia,Rebuçados de Mentol,0.25,KG,1.09,4.36,€
1637,7164232,mercearia,Caldo para Esparguete à Bolonhesa em Saqueta,4.0,KG,0.99,26.05,€
1638,7393888,mercearia,Cereais Trigo com Chocolate Nesquik,0.95,KG,4.19,4.41,€
1639,6980120,mercearia,Tablete de Chocolate Negro 72% Cacau,0.2,KG,1.79,8.95,€
1640,2004658,mercearia,Vinagre de Vinho Branco,0.5,LT,0.49,0.98,€
1641,7260231,mercearia,Alimento Lácteo Natural sem Glúten +6M,4.0,KG,2.79,6.97,€
1642,7266973,mercearia,Tablete de Chocolate Negro com Framboesa 72% Cacau,0.1,KG,2.99,29.90,€
1643,7636327,mercearia,Leite em Pó de Transição Optipro 3 +12M,0.8,UN,13.99,17.49,€
1644,7433213,mercearia,Bolachas Digestivas Thins de Laranja,0.174,KG,2.49,14.31,€
1645,6231714,mercearia,Cápsulas de Café Ristretto Intenso Int 10,16.0,UN,3.65,0.23,€
1646,5046346,mercearia,Ketchup Top Down sem Glúten,0.25,KG,1.69,6.76,€
1647,5181556,mercearia,Alimento Lácteo Cereais e Bolacha Maria +6M,4.0,KG,2.79,6.97,€
1648,7421304,mercearia,Bolachas de Chocolate com Recheio de Creme,0.154,KG,0.99,6.43,€
1649,4873623,mercearia,Maionese com Azeite em Vidro,0.45,LT,3.24,7.20,€
1650,7109949,mercearia,Azeite Virgem Versátil Pet,0.75,LT,4.99,6.65,€
1651,2733480,mercearia,Feijão Preto,0.5,KG,0.99,1.98,€
1653,6461157,mercearia,Gelatina em Pó de Mirtilo,0.031,KG,0.99,31.94,€
1654,7636633,mercearia,Ervas de Provence em Saqueta,0.025,KG,1.69,67.60,€
1655,7413142,mercearia,"Puré de Fruta Maçã, Manga e Maracujá +8M",4.0,KG,2.89,7.61,€
1656,4745756,mercearia,Pastilhas Elásticas de Menta Super,0.032,KG,0.46,14.38,€
1657,5341639,mercearia,Bolachas Fruit & Form de Maçã e Canela,0.218,KG,1.99,9.13,€
1658,4714200,mercearia,Amendoim Tostado no Forno com Sal e Mel,0.15,KG,1.81,12.07,€
1659,6517766,mercearia,Esparguete com Ovo,0.25,KG,0.89,3.56,€
1660,4373715,mercearia,Dobrada sem Glúten,0.42,KG,2.29,5.45,€
1661,4876369,mercearia,Galetes de Arroz com Sal Finíssimas sem Glúten,0.13,KG,1.39,10.69,€
1662,7406326,mercearia,Cones de Milho Sabor Queijo e Bacon,0.13,KG,0.99,7.62,€
1663,7383158,mercearia,Gelatina Frutas Tropicais 0% Açúcar,0.056,KG,0.99,31.94,€
1664,4376763,mercearia,Mostarda em Grãos L'Ancienne em Vidro,0.19,KG,1.25,6.58,€
1665,7186733,mercearia,Cápsulas de Café Ristretto Robusto Int 12,16.0,UN,3.65,0.23,€
1666,5734815,mercearia,Muesli Crunchy Frutos Secos,0.5,KG,2.49,4.98,€
1667,4634932,mercearia,Vinagre Balsâmico,0.25,LT,1.14,4.56,€
1668,7620809,mercearia,Barra de Cereais Chocolate Negro,0.126,KG,2.39,18.97,€
1669,5320456,mercearia,Bolachas de Aveia,0.19,KG,1.69,8.89,€
1670,4376769,mercearia,Mostarda Dijon em Vidro sem Glúten,0.2,KG,1.25,6.25,€
1671,4721024,mercearia,Leite de Coco,0.4,LT,1.99,4.98,€
1672,6616067,mercearia,Flocos de Milho com Chocolate,0.125,KG,1.79,14.32,€
1673,6208267,mercearia,Vinagre de Figo Fruta Portuguesa,0.25,LT,1.39,5.56,€
1674,7545582,mercearia,Bolachas com Cobertura Chocolate Negro,0.15,KG,2.99,19.93,€
1675,4714045,mercearia,Bolo Coberto de Chocolate Bombón,0.2,KG,2.19,11.65,€
1676,6968391,mercearia,Tortitas de Arroz sem Glúten,0.13,KG,0.99,7.62,€
1677,7463613,mercearia,Ameixa Seca,0.25,KG,2.99,11.96,€
1678,5895603,mercearia,Biscoitos Coco,0.22,KG,2.59,11.77,€
1679,2510588,mercearia,Arroz Branco,1.0,KG,4.48,4.48,€
1680,6931560,mercearia,Mostarda Dijon com Mel em Vidro,0.23,KG,3.99,17.35,€
1681,6447729,mercearia,Caldo de Carne Cubos,12.0,KG,0.99,8.25,€
1682,7408109,mercearia,Cápsulas de Café Intenso Decaffeinato Int 9,16.0,UN,3.99,0.25,€
1683,7418120,mercearia,Creme Vinagre Balsâmico,0.25,LT,1.69,6.76,€
1684,7637744,mercearia,Massa Spaghettoni Nº 7,0.5,KG,1.68,3.36,€
1685,7363515,mercearia,Puré de Batata Cebola e Bacon Pot Pronto a Comer,0.051,KG,2.3,45.10,€
1686,6930606,mercearia,Salsichas de Aves Hot Dog Frasco 8 un,1.009,KG,4.89,11.64,€
1687,7360247,mercearia,Barras de Cereais de Arandos e Avelãs,0.16,KG,3.69,23.06,€
1688,7673486,mercearia,Cápsulas de Café Mundi Int 9,10.0,UN,1.99,0.20,€
1689,7314337,mercearia,Cápsulas de Café Fortíssimo Int 14 Pack Poupança,40.0,UN,6.79,0.17,€
1690,2202897,mercearia,Bolachas Wafers Quadratini com Recheio de Chocolate,0.25,KG,3.39,13.56,€
1691,7651473,mercearia,Gomas Melões,0.09,KG,1.39,15.44,€
1692,6336631,mercearia,Bolachas Crocantes Recheadas com Chocolate B-Ready,0.132,KG,2.79,21.14,€
1693,7422043,mercearia,Bolachas Mini Wafers,0.11,KG,1.99,18.09,€
1694,7612912,mercearia,Barra Proteína Vegetal Chocolate Negro de Framboesa Zero,0.055,KG,1.99,36.18,€
1695,7643112,mercearia,Batata Frita Gourmet Lisa Lombo,0.15,KG,2.69,17.93,€
1696,4273280,mercearia,Snacks Milho Rolitos Queijo,0.1,KG,1.99,19.90,€
1697,5695479,mercearia,Creme Vinagre Balsâmico,0.25,KG,3.79,15.16,€
1698,6826582,mercearia,Ervas de Provence em Frasco,0.015,KG,0.89,59.33,€
1699,6319590,mercearia,Massa Esparguete,0.5,KG,1.97,3.94,€
1700,6040952,mercearia,Bolachas Vitalday Crocantes de Fruta e Fibras,0.3,KG,2.59,8.63,€
1701,2227532,mercearia,Massa Cotovelos Grossos,0.5,KG,1.12,2.24,€
1702,3847650,mercearia,Vinagre de Sidra Original,0.25,LT,1.83,7.32,€
1703,5017343,mercearia,Bolachas Recheadas com Chocolate Diet Nature,0.25,KG,2.89,11.56,€
1704,4865947,mercearia,Bolachas Maria Oro Mel,0.6,KG,3.29,5.48,€
1705,4361715,mercearia,Cereais Cranties Amêndoas e Mel,0.375,KG,2.39,6.37,€
1706,6644069,mercearia,Massa Laços Integral,0.5,KG,1.31,2.62,€
1707,5046414,mercearia,Vinagre Balsâmico Spray,0.25,LT,1.95,7.80,€
1708,7551416,mercearia,Massas Laços Alentejo,0.5,KG,1.08,2.16,€
1709,7003225,mercearia,Mistura de Sementes,0.2,KG,1.99,9.95,€
1710,7408493,mercearia,Snacks Palitos de Queijo,0.1,KG,0.99,9.90,€
1711,6548156,mercearia,Molho de Coentros e Alho Top Down,0.25,LT,1.59,6.36,€
1712,4877185,mercearia,Biscoitos Integrais de Alfarroba,0.25,KG,2.69,10.76,€
1713,7413141,mercearia,Puré de Fruta Maçã e Banana +6M,4.0,KG,2.89,7.61,€
1714,7100959,mercearia,Molho Cocktail Top Down,0.285,LT,1.49,5.23,€
1715,4506387,mercearia,Bolachas Crackers sem Sal na Superfície,0.25,KG,2.29,9.16,€
1716,7619937,mercearia,Granola Aveia e Frutos Vermelhos,0.32,KG,2.74,8.56,€
1717,4874923,mercearia,Puré de Batata,0.291,KG,2.99,10.27,€
1718,2149368,mercearia,Milho para Pipocas,0.25,KG,0.39,1.56,€
1719,7279837,mercearia,Sardinha em Óleo Picante,0.12,KG,0.79,9.29,€
1720,6255372,mercearia,Alho Fumado em Frasco,0.048,KG,2.61,54.37,€
1721,7455095,mercearia,Tablete de Chocolate Negro com Lima e Pimenta,0.1,KG,1.49,14.90,€
1722,6628170,mercearia,Alecrim Folha em Frasco,0.023,KG,0.99,43.04,€
1723,7068471,mercearia,Granola de Aveia Integral com Cacau e Chocolate Negro,0.3,KG,3.69,12.30,€
1724,7408270,mercearia,Azeitona Preta Kalama,0.12,KG,3.99,33.25,€
1725,6707180,mercearia,Pastilhas Elásticas de Bubblemint,0.084,KG,3.29,39.17,€
1726,6880642,mercearia,Barras de Cereais Chocolate e Banana Fitness,0.141,KG,1.99,14.11,€
1727,4312972,mercearia,Bolachas de Cereais com Leite,0.3,KG,2.99,9.97,€
1728,5117818,mercearia,Couscous,1.0,KG,2.72,2.72,€
1729,2360004,mercearia,Tablete de Chocolate com Avelã e Passas,0.3,KG,6.74,22.47,€
1730,2005657,mercearia,Tablete de Chocolate de Leite,0.1,KG,1.39,13.90,€
1731,2712667,mercearia,Infusão Digestão Fácil Saquetas,20.0,UN,2.09,0.10,€
1732,6988689,mercearia,Condimento Azeite Virgem Extra Aroma Manjericão,0.25,LT,2.82,11.28,€
1733,2665161,mercearia,Massa Lasanha com Ovo,0.5,KG,2.44,4.88,€
1734,4228607,mercearia,Flocos Aveia Finos Integral,0.4,KG,1.19,2.98,€
1735,6403759,mercearia,Mistura de Limão e Tomilho em Frasco,0.043,KG,2.16,50.23,€
1736,7622128,mercearia,Cápsulas de Café Descafeinado Int 7,10.0,UN,3.19,0.32,€
1737,4000136,mercearia,Mostarda Dijon Original em Vidro,0.215,KG,3.99,18.56,€
1738,2963777,mercearia,Patê de Frango sem Glúten,0.075,KG,1.84,24.53,€
1739,7367974,mercearia,Cápsulas de Café Ethiopia Int 7,10.0,UN,4.59,0.46,€
1740,6156784,mercearia,Pasta Cogumelos Pot,0.07,KG,2.3,32.86,€
1741,5137072,mercearia,Biscoitos Areias,0.2,KG,3.09,15.45,€
1742,2605008,mercearia,Arroz Basmati,1.0,KG,2.82,2.82,€
1743,5761812,mercearia,Leite de Coco Light,0.165,KG,1.72,10.42,€
1744,6483224,mercearia,Patê de Pimenta,0.125,KG,0.89,7.12,€
1745,4954137,mercearia,Arroz Carolino Pack Poupança,5.0,KG,6.59,1.32,€
1746,5895602,mercearia,Biscoitos Cacau,0.22,KG,2.89,13.14,€
1747,5084711,mercearia,Gelatina Pronta Morango,0.4,KG,0.99,2.48,€
1748,7465321,mercearia,Bolachas com Cobertura de Chocolate de Leite,0.128,KG,1.89,14.77,€
1749,7422459,mercearia,Bolachas Mini Bites Sabor Mistério,0.15,KG,1.49,9.93,€
1750,6866536,mercearia,Cápsulas de Café Forte Extra Bold Roast,10.0,UN,3.89,0.39,€
1751,2164494,mercearia,Açúcar Fino,1.0,KG,1.79,1.79,€
1752,6403609,mercearia,Manteiga de Amendoim,1.0,KG,5.99,5.99,€
1753,4324989,mercearia,Bolachas Wafers de Chocolate Branco,0.18,KG,2.99,16.61,€
1754,7519242,mercearia,Alimento Lácteo de Banana sem Glúten +6M,0.1,KG,0.94,9.40,€
1755,5177901,mercearia,Gelatina Pronta Vegetal Pêssego,0.13,KG,1.16,8.92,€
1756,4407757,mercearia,Caldo de Galinha Cubos,16.0,KG,1.99,12.44,€
1757,7646467,mercearia,Gomas Amoras,0.09,KG,1.39,15.44,€
1758,7451607,mercearia,Vinagre de Sidra,0.5,LT,1.49,2.98,€
1759,7449613,mercearia,Azeitona Abruzo,0.15,KG,2.99,19.93,€
1760,2004662,mercearia,Bebida Cereais com Café,0.2,KG,5.49,€27.45, 
1761,7430423,mercearia,Massa Linguine,0.5,KG,1.21,2.42,€
1762,5974436,mercearia,Bolachas Maria de Chocolate,0.265,KG,2.29,8.64,€
1763,2868476,mercearia,Bolachas Integrais,0.18,KG,2.09,11.61,€
1764,6064400,mercearia,Bolo Choco Brownie,0.15,KG,2.65,17.67,€
1765,5512094,mercearia,Bolachas Vitalday com Recheio de Avelã,0.22,KG,2.89,13.14,€
1766,2003220,mercearia,Canela Moída em Frasco,0.039,KG,2.49,63.85,€
1767,6917654,mercearia,Demae Ramen de Galinha,0.1,KG,1.11,11.10,€
1768,5406764,mercearia,Folhas Frescas para Lasanha,0.25,KG,2.53,10.12,€
1769,5235704,mercearia,Tablete de Chocolate Negro com Avelãs sem Glúten,0.125,KG,2.99,23.92,€
1770,6719009,mercearia,Cápsulas de Café Decaffeinato Int 6,10.0,UN,3.39,0.34,€
1771,6453841,mercearia,Tortitas de Arroz sem Sal,0.13,KG,1.99,15.31,€
1772,2419651,mercearia,Caldo de Marisco Cubos,8.0,KG,2.3,28.75,€
1773,7033171,mercearia,Bolachas Crocantes Diet Nature,0.28,KG,3.19,11.39,€
1774,6897459,mercearia,Bolachas Digestivas Finas com Chocolate Preto,0.17,KG,2.65,15.59,€
1775,7381717,mercearia,Mix Frutos Secos Sport Pack Poupança,4.0,KG,2.99,14.95,€
1776,5466111,mercearia,Petit Four Coco,0.23,KG,2.5,10.87,€
1777,4304364,mercearia,Barras de Cereais Chocolate Negro Muesli,0.093,KG,3.59,26.01,€
1778,2172029,mercearia,Chá Preto English Breakfast Saquetas,20.0,UN,3.25,0.16,€
1779,5870516,mercearia,Leite de Coco,0.4,LT,2.99,7.48,€
1780,4612921,mercearia,Bolachas Maria Júnior sem Lactose,0.276,KG,3.59,13.01,€
1781,7214626,mercearia,Cápsulas de Café Robustus Int 9,10.0,UN,1.89,0.19,€
1782,6984728,mercearia,Cereais Corn Flakes,0.25,KG,2.29,9.16,€
1783,3774486,mercearia,Mexilhões em Escabeche,0.115,KG,2.3,32.86,€
1784,7448719,mercearia,Feijão Manteiga,0.58,KG,0.89,2.23,€
1785,7652385,mercearia,Rebuçados de Mentol com Limão,0.072,KG,1.99,27.64,€
1786,7576967,mercearia,Paprika Fumada Saqueta,0.035,KG,1.49,42.57,€
1787,6979041,mercearia,Gelatina em Pó Zero% de Ananás,0.028,KG,1.04,37.14,€
1788,2733422,mercearia,Feijão Branco,0.5,KG,0.99,1.98,€
1789,5612270,mercearia,Pastilhas Elásticas de Canela,0.0165,KG,0.99,58.24,€
1790,7140423,mercearia,Doce Abóbora,0.28,KG,2.99,10.68,€
1791,7609729,mercearia,Piripiri Grão,0.01,KG,1.09,109.00,€
1792,7624743,mercearia,Madalenas,0.45,KG,1.99,4.42,€
1793,6473635,mercearia,Bolachas Soft Bakes Recheadas de Chocolate e Avelã,0.25,KG,3.35,13.40,€
1794,6916551,mercearia,Massa Tripoline,0.55,KG,2.72,5.44,€
1795,4725771,mercearia,Crackies de Milho com Sal sem Glúten,0.13,KG,1.59,12.23,€
1796,7435519,mercearia,Conjunto de Saquetas de Fruta 4 Frutas +4M,4.0,KG,2.84,7.89,€
