,time_scraped,quantity,main_category,name,amount,unit,price,price_p_unit,currency,id,brand,full_category,variant,channel
2225,17/05/2023 00:03:48,100 GR | 23.90 €/KG,mercearia,Patê com Ervas Finas,100 GR,KG,2.39,23.90,€,7295667,Capdevila Exquisite,Mercearia/Conservas/Patês,,col
2226,17/05/2023 00:03:48,450 GR | 6.47 €/KG,mercearia,Molho Madras,450 GR,KG,2.91,6.47,€,7330585,Pataks,"Mercearia/Molhos, Temperos e Sal/Molhos",,col
2227,17/05/2023 00:03:48,350 GR | 17.69 €/KG,mercearia,Mel de Flores,350 GR,KG,6.19,17.69,€,7375862,Origens Bio,"Mercearia/Compotas, Cremes e Mel/Mel",,col
2228,17/05/2023 00:03:48,378 GR (9 UN) | 7.78 €/KG,mercearia,Croissant com Recheio de Chocolate,378 GR,KG,2.94,7.78,€,7528063,Bollycao,"Mercearia/Bolachas, Biscoitos e Tostas/Bolos, Napolitanas, Queques",,col
2229,17/05/2023 00:03:48,100 GR | 29.90 €/KG,mercearia,Tablete de Chocolate de Leite Excellence,100 GR,KG,2.99,29.90,€,6836597,Lindt,"Mercearia/Chocolate, Gomas e Rebuçados/Chocolates",,col
2230,17/05/2023 00:03:49,200 GR | 15.95 €/KG,mercearia,Mix Frutos Secos Pequeno-Almoço,200 GR,KG,3.19,15.95,€,7003283,Continente,"Frutas e Legumes/Frutos Secos, Desidratados e Sementes",,col
2231,17/05/2023 00:03:49,400 ML | 5.98 €/LT,mercearia,Leite de Coco Light,400 ML,LT,2.39,5.98,€,7442958,Salutem,Mercearia/Açúcar e Sobremesas/Leite Condensado e Leite de Coco,,col
2232,17/05/2023 00:04:02,16 UN | 0.34 €/UN,mercearia,Cápsulas de Café Espresso Int 5,16 UN,UN,5.49,0.34,€,7069342,Dolce Gusto,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2233,17/05/2023 00:04:02,250 GR | 11.56 €/KG,mercearia,Nestum Bolacha Maria +3A,250 GR,KG,2.89,11.56,€,5907390,Nestum,Mercearia/Alimentação Infantil/Papas Infantis,,col
2234,17/05/2023 00:04:02,100 GR | 16.90 €/KG,mercearia,Pasta de Azeitona Verde,100 GR,KG,1.69,16.90,€,7543880,Continente Seleção,Mercearia/Conservas/Patês,,col
2235,17/05/2023 00:04:02,16 UN | 0.23 €/UN,mercearia,Cápsulas de Galão,16 UN,UN,3.65,0.23,€,7246741,Continente,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2236,17/05/2023 00:04:02,400 GR (4 UN) | 5.35 €/KG,mercearia,Gelatina Pronta Amora sem Açúcar,400 GR,KG,2.14,5.35,€,7071802,Condi,Laticínios e Ovos/Sobremesas/Gelatinas,,col
2237,17/05/2023 00:04:02,198 GR (6 UN) | 11.57 €/KG,mercearia,Bolachas Belgas Cobertas com Chocolate Branco,198 GR,KG,2.29,11.57,€,5715888,Saborosa,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas com Cobertura e Recheio",,col
2238,17/05/2023 00:04:02,16 UN | 0.25 €/UN,mercearia,Cápsulas de Café Leggero Int 6,16 UN,UN,3.99,0.25,€,7408111,Continente,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2239,17/05/2023 00:04:02,130 GR | 8.31 €/KG,mercearia,Gelatina Pronta Vegetal Coco,130 GR,KG,1.08,8.31,€,4321699,Koala,Laticínios e Ovos/Sobremesas/Gelatinas,,col
2240,17/05/2023 00:04:02,2 X 125 GR | 5.80 €/KG,mercearia,Arroz Agulha Pronto a Comer sem Glúten,2 X,KG,1.45,5.80,€,4613405,Continente,Mercearia/Sopas e Refeições/Refeições,,col
2241,17/05/2023 00:04:02,500 GR | 3.58 €/KG,mercearia,Sal Rosa dos Himalaias Fino,500 GR,KG,1.79,3.58,€,6522770,Origens Bio,"Mercearia/Molhos, Temperos e Sal/Sal",,col
2242,17/05/2023 00:04:02,8 UN | 31.13 €/KG,mercearia,Caldo de Galinha com Azeite Virgem Extra Cubos,8 UN,KG,2.49,31.13,€,7649337,Knorr,"Mercearia/Molhos, Temperos e Sal/Caldos",,col
2243,17/05/2023 00:04:02,400 GR | 8.73 €/KG,mercearia,Mix Quinoa,400 GR,KG,3.49,8.73,€,6988352,Natura,"Mercearia/Arroz, Massa e Farinha/Couscous, Quinoa, Bulgur e Outros",,col
2244,17/05/2023 00:04:02,125 GR (PESO ESCORRIDO 125 GR) | 9.52 €/KG,mercearia,Patê de Frango,125 GR,KG,1.19,9.52,€,5586196,Continente,Mercearia/Conservas/Patês,,col
2245,17/05/2023 00:04:02,500 GR | 7.98 €/KG,mercearia,Açúcar de Coco,500 GR,KG,3.99,7.98,€,7110625,Continente Bio,Mercearia/Açúcar e Sobremesas/Açúcar e Adoçante,,col
2246,17/05/2023 00:04:02,400 GR | 8.23 €/KG,mercearia,Doce Marmelo Sucralose,400 GR,KG,3.29,8.23,€,4878827,Cem Porcento,"Mercearia/Compotas, Cremes e Mel/Doces e Compotas",,col
2247,17/05/2023 00:04:02,16 UN | 0.41 €/UN,mercearia,Cápsulas de Café Au Lait Intenso,16 UN,UN,6.49,0.41,€,6296555,Dolce Gusto,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2248,17/05/2023 00:04:02,10 UN | 0.34 €/UN,mercearia,Cápsulas de Café Espresso Barista Int 13,10 UN,UN,3.39,0.34,€,7135307,LOr,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2249,17/05/2023 00:04:02,228 GR (4 UN) | 9.61 €/KG,mercearia,Bolo com Recheio de Chocolate de Leite,228 GR,KG,2.19,9.61,€,2564601,Bollycao,"Mercearia/Bolachas, Biscoitos e Tostas/Bolos, Napolitanas, Queques",,col
2250,17/05/2023 00:04:02,500 GR | 4.38 €/KG,mercearia,Sal Rosa dos Himalaias Fino,500 GR,KG,2.19,4.38,€,6708057,Vatel,"Mercearia/Molhos, Temperos e Sal/Sal",,col
2251,17/05/2023 00:04:02,200 GR | 23.95 €/KG,mercearia,Café Solúvel Gold,200 GR,KG,4.79,23.95,€,7412242,Continente,"Mercearia/Café, Chá e Chocolate Solúvel/Café Solúvel",,col
2252,17/05/2023 00:04:02,400 ML | 5.63 €/LT,mercearia,Leite de Coco,400 ML,LT,2.25,5.63,€,2223649,Koala,Mercearia/Açúcar e Sobremesas/Leite Condensado e Leite de Coco,,col
2253,17/05/2023 00:04:02,300 GR | 4.97 €/KG,mercearia,Gomas Colas Brilho sem Glúten,300 GR,KG,1.49,4.97,€,7327118,Continente Infantil,"Mercearia/Chocolate, Gomas e Rebuçados/Gomas, Pastilhas e Rebuçados",,col
2254,17/05/2023 00:04:02,80 GR | 38.63 €/KG,mercearia,Tablete de Chocolate 75% Cacau com Açúcar de Coco,80 GR,KG,3.09,38.63,€,5885081,Vivani,"Mercearia/Chocolate, Gomas e Rebuçados/Chocolates",,col
2255,17/05/2023 00:04:02,400 GR | 2.98 €/KG,mercearia,Flocos Aveia Grossos Integral,400 GR,KG,1.19,2.98,€,5245102,Cem Porcento,Mercearia/Cereais e Barras/Flocos e Papas de Aveia,,col
2256,17/05/2023 00:04:17,500 GR | 4.00 €/KG,mercearia,Massa Penne Integral,500 GR,KG,2.0,4.00,€,6119202,Buitoni,"Mercearia/Arroz, Massa e Farinha/Massa",,col
2257,17/05/2023 00:04:17,120 ML | 14.08 €/LT,mercearia,Molho Inglês,120 ML,LT,1.69,14.08,€,3896845,Savora,"Mercearia/Molhos, Temperos e Sal/Molhos",,col
2258,17/05/2023 00:04:17,200 GR | 14.45 €/KG,mercearia,Bombons de Chocolate com Menta sem Glúten,200 GR,KG,2.89,14.45,€,2005318,After Eight,"Mercearia/Chocolate, Gomas e Rebuçados/Bombons",,col
2259,17/05/2023 00:04:17,200 GR | 4.95 €/KG,mercearia,Açúcar Branco 50 Sticks,200 GR,KG,0.99,4.95,€,6837211,Continente,Mercearia/Açúcar e Sobremesas/Açúcar e Adoçante,,col
2260,17/05/2023 00:04:17,120 GR (PESO ESCORRIDO 85 GR) | 10.47 €/KG,mercearia,Sardinha em Óleo Vegetal,120 GR,KG,0.89,10.47,€,7368485,Continente,"Mercearia/Conservas/Sardinha, Cavala, Lulas",,col
2261,17/05/2023 00:04:17,20 UN | 0.10 €/UN,mercearia,Infusão Maçã e Canela Pyramid Saquetas,20 UN,UN,2.09,0.10,€,2802808,Lipton,"Mercearia/Café, Chá e Chocolate Solúvel/Chás e Infusões",,col
2262,17/05/2023 00:04:18,6 GR | 215.00 €/KG,mercearia,Salsa Folha em Saqueta,6 GR,KG,1.29,215.00,€,2003475,Margão,"Mercearia/Molhos, Temperos e Sal/Especiarias e Ervas Aromáticas",,col
2263,17/05/2023 00:04:18,10 UN | 0.35 €/UN,mercearia,Cápsulas de Café India,10 UN,UN,3.49,0.35,€,6856613,LOr,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2264,17/05/2023 00:04:18,120 GR (PESO ESCORRIDO 85 GR) | 10.47 €/KG,mercearia,Sardinha em Tomate,120 GR,KG,0.89,10.47,€,7368471,Continente,"Mercearia/Conservas/Sardinha, Cavala, Lulas",,col
2265,17/05/2023 00:04:18,400 GR | 7.48 €/KG,mercearia,Bolachas Digestivas Integral,400 GR,KG,2.99,7.48,€,4405438,McVities,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas Fibra e Sem Açúcar",,col
2266,17/05/2023 00:04:18,3 X 58 GR | 11.93 €/KG,mercearia,Snack de Chocolate com Biscoito e Caramelo,3 X,KG,1.79,11.93,€,2168282,Twix,"Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate",,col
2267,17/05/2023 00:04:18,250 GR | 13.16 €/KG,mercearia,Papa Infantil Farinha Láctea 8 Cereais 4 Frutas +6M,250 GR,KG,3.29,13.16,€,7501636,Nutribén,Mercearia/Alimentação Infantil/Papas Infantis,,col
2268,17/05/2023 00:04:18,50 GR | 35.00 €/KG,mercearia,Chá Cidreira Planta,50 GR,KG,1.75,35.00,€,4812548,Happyflora,"Mercearia/Café, Chá e Chocolate Solúvel/Chás e Infusões",,col
2269,17/05/2023 00:04:18,9 GR | 104.44 €/KG,mercearia,Gelatina 5 Folhas,9 GR,KG,0.94,104.44,€,4153763,Jerónimos,Mercearia/Açúcar e Sobremesas/Gelatinas e Pudins,,col
2270,17/05/2023 00:04:18,150 GR | 18.76 €/KG,mercearia,Bolachas de Fibra Integrais Diet Nature,150 GR,KG,3.19,18.76,€,2601429,Gullón,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas Fibra e Sem Açúcar",,col
2271,17/05/2023 00:04:18,75 CL | 8.28 €/LT,mercearia,Azeite Virgem Extra Seleção Azeitonas Maduras,75 CL,LT,6.21,8.28,€,3064565,Oliveira da Serra,"Mercearia/Azeite, Óleo e Vinagre/Azeite",,col
2272,17/05/2023 00:04:18,62 GR | 37.10 €/KG,mercearia,Pasta Carbonara Pot,62 GR,KG,2.3,37.10,€,6156780,Knorr,Mercearia/Sopas e Refeições/Refeições,,col
2273,17/05/2023 00:04:18,220 GR | 9.05 €/UN,mercearia,Café Moído Torrado Moagem Universal India Int 4,220 GR,UN,1.99,9.05,€,5915243,Delta,"Mercearia/Café, Chá e Chocolate Solúvel/Café Torrado",,col
2274,17/05/2023 00:04:18,120 GR (PESO ESCORRIDO 90 GR) | 12.11 €/KG,mercearia,Sardinha em Tomate Picante,120 GR,KG,1.09,12.11,€,3907033,Manná,"Mercearia/Conservas/Sardinha, Cavala, Lulas",,col
2275,17/05/2023 00:04:18,500 GR | 3.00 €/KG,mercearia,Massa Macarrão Grande Estriado,500 GR,KG,1.5,3.00,€,2003322,Milaneza,"Mercearia/Arroz, Massa e Farinha/Massa",,col
2276,17/05/2023 00:04:18,10 UN | 0.35 €/UN,mercearia,Cápsulas de Cevada Cereais Pure,10 UN,UN,3.49,0.35,€,5637232,Delta Q,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2277,17/05/2023 00:04:18,35 GR | 36.86 €/KG,mercearia,Barra Banana sem Glúten,35 GR,KG,1.29,36.86,€,7473442,Rude Health,Mercearia/Cereais e Barras/Barras de Cereais,,col
2278,17/05/2023 00:04:18,200 GR | 16.45 €/KG,mercearia,Tablete de Chocolate com Amêndoa 70% Cacau,200 GR,KG,3.29,16.45,€,6447135,Lacasa,"Mercearia/Chocolate, Gomas e Rebuçados/Chocolates",,col
2279,17/05/2023 00:04:18,500 GR (20 UN) | 7.08 €/KG,mercearia,Bolachas Cracker Integrais,500 GR,KG,3.54,7.08,€,2811336,Du Bois,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas e Biscoitos Salgados",,col
2280,17/05/2023 00:04:39,375 GR | 4.51 €/KG,mercearia,Cereais Pétalas de Chocolate,375 GR,KG,1.69,4.51,€,6615626,Continente,Mercearia/Cereais e Barras/Cereais Infantis e Juvenis,,col
2281,17/05/2023 00:04:39,154 GR | 11.62 €/KG,mercearia,Bolachas de Chocolate com Recheio Brownie,154 GR,KG,1.79,11.62,€,6290306,Oreo,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas com Cobertura e Recheio",,col
2282,17/05/2023 00:04:39,150 GR (6 UN) | 13.27 €/KG,mercearia,Barras de Cereais Nesquik,150 GR,KG,1.99,13.27,€,2572393,Nesquik,Mercearia/Cereais e Barras/Barras de Cereais,,col
2283,17/05/2023 00:04:39,275 ML | 5.05 €/LT,mercearia,Molho de Iogurte Top Down,275 ML,LT,1.39,5.05,€,6055320,Continente,"Mercearia/Molhos, Temperos e Sal/Molhos",,col
2284,17/05/2023 00:04:39,300 GR | 11.63 €/KG,mercearia,Bolachas Digestivas com Chocolate Preto,300 GR,KG,3.49,11.63,€,4405440,McVities,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas Fibra e Sem Açúcar",,col
2285,17/05/2023 00:04:39,3 X 45 GR | 13.26 €/KG,mercearia,Snack  de Chocolate com Caramelo,3 X,KG,1.79,13.26,€,5072256,Mars,"Mercearia/Chocolate, Gomas e Rebuçados/Snacks de Chocolate",,col
2286,17/05/2023 00:04:39,120 GR | 11.58 €/KG,mercearia,Bolachas Mini Shortcake,120 GR,KG,1.39,11.58,€,5474894,Nacional,"Mercearia/Bolachas, Biscoitos e Tostas/Maria, Torrada e Biscoitos",,col
2287,17/05/2023 00:04:39,10 UN | 0.39 €/UN,mercearia,Cápsulas de Café House Blend Int 8,10 UN,UN,3.89,0.39,€,6989540,Starbucks,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2288,17/05/2023 00:04:39,250 GR | 3.20 €/KG,mercearia,Massinha Bagos,250 GR,KG,0.8,3.20,€,2003327,Milaneza,"Mercearia/Arroz, Massa e Farinha/Massa",,col
2289,17/05/2023 00:04:39,36 UN | 20.53 €/KG,mercearia,Caldo de Galinha Cubos,36 UN,KG,7.39,20.53,€,7410206,Knorr,"Mercearia/Molhos, Temperos e Sal/Caldos",,col
2290,17/05/2023 00:04:39,10 UN | 0.46 €/UN,mercearia,Cápsulas de Café Double Int 13,10 UN,UN,4.59,0.46,€,5505679,Delta Q,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2291,17/05/2023 00:04:39,500 GR | 3.18 €/KG,mercearia,Bolachas com Recheio de Baunilha,500 GR,KG,1.59,3.18,€,5785793,Continente,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas com Cobertura e Recheio",,col
2292,17/05/2023 00:04:39,"2,5 KG | 3.09 €/KG",mercearia,Arroz Thai Perfumado,"2,5 KG",KG,7.72,3.09,€,3040640,Caçarola,"Mercearia/Arroz, Massa e Farinha/Arroz",,col
2293,17/05/2023 00:04:39,10 UN | 0.23 €/UN,mercearia,Cápsulas de Café Vietname Int 11,10 UN,UN,2.29,0.23,€,7214631,Continente,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2294,17/05/2023 00:04:39,10 UN | 0.23 €/UN,mercearia,Cappuccino Solúvel Intenso,10 UN,UN,2.29,0.23,€,5762886,Continente,"Mercearia/Café, Chá e Chocolate Solúvel/Café Solúvel",,col
2295,17/05/2023 00:04:39,220 GR | 11.77 €/KG,mercearia,Café Moído Torrado Moagem Universal Origins Vietnam Int 8,220 GR,KG,2.59,11.77,€,6148920,Delta,"Mercearia/Café, Chá e Chocolate Solúvel/Café Torrado",,col
2296,17/05/2023 00:04:39,250 GR | 8.76 €/KG,mercearia,Rebuçados de Mentol sem Glúten,250 GR,KG,2.19,8.76,€,4017382,Mouro,"Mercearia/Chocolate, Gomas e Rebuçados/Gomas, Pastilhas e Rebuçados",,col
2297,17/05/2023 00:04:39,1 KG | 1.99 €/KG,mercearia,Farinha de Espelta Integral,1 KG,KG,1.99,1.99,€,7382405,Continente Equilíbrio,"Mercearia/Arroz, Massa e Farinha/Farinha e Pão Ralado",,col
2298,17/05/2023 00:04:39,154 GR | 11.62 €/KG,mercearia,Bolachas de Chocolate com Recheio de Cheesecake de Morango,154 GR,KG,1.79,11.62,€,5888631,Oreo,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas com Cobertura e Recheio",,col
2299,17/05/2023 00:04:39,5 KG | 0.84 €/KG,mercearia,Farinha de Trigo T65 Pack Poupança,5 KG,KG,4.19,0.84,€,7557692,Continente,"Mercearia/Arroz, Massa e Farinha/Farinha e Pão Ralado",,col
2300,17/05/2023 00:04:39,4 X 95 GR | 7.61 €/KG,mercearia,Puré de Fruta Pera +4M,4 X,KG,2.89,7.61,€,7413147,Blédina,"Mercearia/Alimentação Infantil/Boiões, Saquetas e Puré de Fruta",,col
2301,17/05/2023 00:04:39,110 GR (5 UN) | 24.45 €/KG,mercearia,Barras de Chocolate e Caramelo Salgado com Cafeína,110 GR,KG,2.69,24.45,€,7629043,Croffee,Mercearia/Cereais e Barras/Barras de Cereais,,col
2302,17/05/2023 00:04:39,500 GR | 2.38 €/KG,mercearia,Feijão Manteiga,500 GR,KG,1.19,2.38,€,6654470,Continente,"Mercearia/Arroz, Massa e Farinha/Feijão, Grão de Bico e Lentilhas",,col
2303,17/05/2023 00:04:39,200 GR | 11.10 €/KG,mercearia,Refeição para Bebé Arroz de Tomate e Frango +6M,200 GR,KG,2.22,11.10,€,2603565,Blédina,Mercearia/Alimentação Infantil/Refeições,,col
2304,17/05/2023 00:04:58,375 GR | 6.64 €/KG,mercearia,Cereais Froot Loops,375 GR,KG,2.49,6.64,€,6683276,Kelloggs,Mercearia/Cereais e Barras/Cereais Infantis e Juvenis,,col
2305,17/05/2023 00:04:58,130 GR | 9.92 €/KG,mercearia,Tortitas de Milho Multicereais sem Glúten,130 GR,KG,1.29,9.92,€,6709787,Continente Equilíbrio,"Mercearia/Bolachas, Biscoitos e Tostas/Tortitas de Arroz e Milho",,col
2306,17/05/2023 00:04:58,20 UN | 0.07 €/UN,mercearia,Infusão Laranja e Toranja Pyramid Saquetas,20 UN,UN,1.49,0.07,€,7130068,Continente,"Mercearia/Café, Chá e Chocolate Solúvel/Chás e Infusões",,col
2307,17/05/2023 00:04:58,8 GR | 136.25 €/KG,mercearia,Orégãos Folha em Saqueta,8 GR,KG,1.09,136.25,€,2003405,Margão,"Mercearia/Molhos, Temperos e Sal/Especiarias e Ervas Aromáticas",,col
2308,17/05/2023 00:04:58,4 X 32 GR | 23.36 €/KG,mercearia,Rebuçados de Morango,4 X,KG,2.99,23.36,€,2348960,Halls,"Mercearia/Chocolate, Gomas e Rebuçados/Gomas, Pastilhas e Rebuçados",,col
2309,17/05/2023 00:04:58,12 UN | 8.25 €/KG,mercearia,Caldo para Arroz Cubos,12 UN,KG,0.99,8.25,€,7390491,Continente,"Mercearia/Molhos, Temperos e Sal/Caldos",,col
2310,17/05/2023 00:04:58,140 GR | 9.93 €/KG,mercearia,Salsichas Frankfurt Original,140 GR,KG,1.39,9.93,€,4360958,Campofrio,Charcutaria e Queijos/Charcutaria/Salsichas e Linguiças,,col
2311,17/05/2023 00:04:58,240 GR | 13.71 €/KG,mercearia,Doce de Pêssego,240 GR,KG,3.29,13.71,€,6813396,Prisca,"Mercearia/Compotas, Cremes e Mel/Doces e Compotas",,col
2312,17/05/2023 00:04:58,500 GR | 12.78 €/KG,mercearia,Mel Queiró Castanheiro,500 GR,KG,6.39,12.78,€,6786464,Serramel,"Mercearia/Compotas, Cremes e Mel/Mel",,col
2313,17/05/2023 00:04:58,10 UN | 0.42 €/UN,mercearia,Cápsulas de Café Qharisma Int 12,10 UN,UN,4.19,0.42,€,5865223,Delta Q,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2314,17/05/2023 00:04:58,300 GR (2 UN) | 7.30 €/KG,mercearia,Bolachas Rosquilhas Tradicionais,300 GR,KG,2.19,7.30,€,7578152,Cuétara,"Mercearia/Bolachas, Biscoitos e Tostas/Maria, Torrada e Biscoitos",,col
2315,17/05/2023 00:04:58,100 UN | 24.40 €/KG,mercearia,Adoçante 100 Sticks,100 UN,KG,2.44,24.40,€,2917206,Canderel,Mercearia/Açúcar e Sobremesas/Açúcar e Adoçante,,col
2316,17/05/2023 00:04:59,100 GR | 19.90 €/KG,mercearia,Café Solúvel Clássico,100 GR,KG,1.99,19.90,€,4871954,Continente,"Mercearia/Café, Chá e Chocolate Solúvel/Café Solúvel",,col
2317,17/05/2023 00:04:59,150 GR | 9.93 €/KG,mercearia,Massa Fusilli Parmesana,150 GR,KG,1.49,9.93,€,4374096,Continente,Mercearia/Sopas e Refeições/Refeições,,col
2318,17/05/2023 00:04:59,100 GR (6 UN) | 34.31 €/KG,mercearia,Barras de Cereais Chocolate Negro Sarialis sem Glúten,100 GR,KG,3.5,34.31,€,4363342,Bicentury,Mercearia/Cereais e Barras/Barras de Cereais,,col
2319,17/05/2023 00:04:59,350 GR | 8.54 €/KG,mercearia,Gomas Regaliz Pica,350 GR,KG,2.99,8.54,€,7659174,Vidal,"Mercearia/Chocolate, Gomas e Rebuçados/Gomas, Pastilhas e Rebuçados",,col
2320,17/05/2023 00:04:59,36 GR | 70.56 €/KG,mercearia,Caril,36 GR,KG,2.54,70.56,€,6645546,Margão,"Mercearia/Molhos, Temperos e Sal/Especiarias e Ervas Aromáticas",,col
2321,17/05/2023 00:04:59,480 GR | 9.56 €/KG,mercearia,Molho Barbecue Clássico Top Down,480 GR,KG,4.59,9.56,€,6161840,Heinz,"Mercearia/Molhos, Temperos e Sal/Molhos",,col
2322,17/05/2023 00:04:59,64 GR | 31.09 €/KG,mercearia,Creme de Abóbora com Noz-Moscada,64 GR,KG,1.99,31.09,€,6894134,Knorr,Mercearia/Sopas e Refeições/Sopas,,col
2323,17/05/2023 00:04:59,180 GR (PESO ESCORRIDO 180 GR) | 17.72 €/KG,mercearia,Patê de Atum Bocadelia,180 GR,KG,3.19,17.72,€,4233324,La Piara,Mercearia/Conservas/Atum,,col
2324,17/05/2023 00:04:59,10 UN | 0.28 €/UN,mercearia,Cápsulas de Café Colômbia Int 7,10 UN,UN,2.79,0.28,€,7408143,Continente,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2325,17/05/2023 00:04:59,16 UN | 0.41 €/UN,mercearia,Cápsulas de Café Lungo Int 6,16 UN,UN,6.49,0.41,€,6079541,Dolce Gusto,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2326,17/05/2023 00:04:59,340 GR | 5.26 €/KG,mercearia,Manteiga de Amendoim 100% Pedaços sem Glúten,340 GR,KG,1.79,5.26,€,7235849,Continente Equilíbrio,"Mercearia/Compotas, Cremes e Mel/Nutella e Cremes de Barrar",,col
2327,17/05/2023 00:04:59,96 GR (4 UN) | 23.85 €/KG,mercearia,Tortitas de Arroz Proteicas com Chocolate Preto,96 GR,KG,2.29,23.85,€,7720581,Prozis,"Mercearia/Bolachas, Biscoitos e Tostas/Tortitas de Arroz e Milho",,col
2328,17/05/2023 00:05:20,147 GR | 15.58 €/KG,mercearia,Bolachas Recheio de Laranja Cobertura Chocolate,147 GR,KG,2.29,15.58,€,6995362,Milka,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas com Cobertura e Recheio",,col
2329,17/05/2023 00:05:20,154 GR | 11.62 €/KG,mercearia,Bolachas de Chocolate com Recheio de Creme e Pepitas Coloridas Birthday Party,154 GR,KG,1.79,11.62,€,6515409,Oreo,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas com Cobertura e Recheio",,col
2330,17/05/2023 00:05:20,210 GR | 3.24 €/KG,mercearia,Polta Tomate,210 GR,KG,0.68,3.24,€,2003528,Compal,"Mercearia/Conservas/Tomate Polpa, Pelado e Seco",,col
2331,17/05/2023 00:05:20,150 GR | 15.27 €/KG,mercearia,Bolacha Coberta Chocolate com Recheio Laranja,150 GR,KG,2.29,15.27,€,7545442,Triunfo,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas com Cobertura e Recheio",,col
2332,17/05/2023 00:05:20,10 UN | 0.46 €/UN,mercearia,Cápsulas de Café Comendador Int 10,10 UN,UN,4.59,0.46,€,7405441,Delta Q,"Mercearia/Café, Chá e Chocolate Solúvel/Café em Cápsulas",,col
2333,17/05/2023 00:05:21,250 GR | 8.32 €/KG,mercearia,Farinha para Molhos Express sem Glúten,250 GR,KG,2.08,8.32,€,2000022,Maizena,"Mercearia/Arroz, Massa e Farinha/Farinha e Pão Ralado",,col
2334,17/05/2023 00:05:21,500 GR | 3.34 €/KG,mercearia,Massa Esparguete com Vegetais,500 GR,KG,1.67,3.34,€,2634420,Caçarola,"Mercearia/Arroz, Massa e Farinha/Massa",,col
2335,17/05/2023 00:05:21,75 GR | 11.87 €/KG,mercearia,Creme de Cogumelos,75 GR,KG,0.89,11.87,€,6910833,Continente,Mercearia/Sopas e Refeições/Sopas,,col
2336,17/05/2023 00:05:21,390 GR | 11.00 €/KG,mercearia,Bebida de Chocolate Solúvel sem Glúten,390 GR,KG,4.29,11.00,€,7553755,Nesquik,"Mercearia/Café, Chá e Chocolate Solúvel/Chocolate Solúvel",,col
2337,17/05/2023 00:05:21,70 GR | 27.00 €/KG,mercearia,Tortitas de Milho Mini Receita Mediterrânea sem Glúten,70 GR,KG,1.89,27.00,€,5037731,Bicentury,"Mercearia/Bolachas, Biscoitos e Tostas/Tortitas de Arroz e Milho",,col
2338,17/05/2023 00:05:21,500 ML | 2.06 €/LT,mercearia,Vinagre de Vinho Tinto,500 ML,LT,1.03,2.06,€,4036391,Cristal,"Mercearia/Azeite, Óleo e Vinagre/Vinagre",,col
2339,17/05/2023 00:05:21,31 GR | 67.42 €/KG,mercearia,Gelatina em Pó de Limão,31 GR,KG,2.09,67.42,€,5491726,Royal,Mercearia/Açúcar e Sobremesas/Gelatinas e Pudins,,col
2340,17/05/2023 00:05:21,110 GR | 18.09 €/KG,mercearia,Bolachas Cookies Mini Pepitas de Chocolate,110 GR,KG,1.99,18.09,€,7241948,Milka,"Mercearia/Bolachas, Biscoitos e Tostas/Bolachas de Chocolate",,col
2341,17/05/2023 00:05:21,125 ML | 18.32 €/LT,mercearia,Adoçante Líquido,125 ML,LT,2.29,18.32,€,4536951,Continente,Mercearia/Açúcar e Sobremesas/Açúcar e Adoçante,,col
2342,17/05/2023 00:05:21,397 GR | 5.77 €/KG,mercearia,Leite Condensado,397 GR,KG,2.29,5.77,€,2443821,Mimosa,Mercearia/Açúcar e Sobremesas/Leite Condensado e Leite de Coco,,col
2343,17/05/2023 00:05:21,250 GR | 1.99 €/UN,mercearia,Folhas de Lasanha Frescas,250 GR,UN,1.99,1.99,€,7551409,Casa Milo,"Mercearia/Arroz, Massa e Farinha/Massa",,col
