,Old_index,Name,Amount,List_Price,Price_per_unit_of_measure,Currency,Store,Standardized_Category,Abbr_Category,Cabaz_product
14939,15315, Pescada do Chile às Postas Congelada - Unidade 0.7 Kg ,0.7,6.12,8.74,€,pingo_doce,peixaria_talho,PETA,11
14941,15317, Pescada Média África do Sul  600/1200 Congelada - Unidade 0.75 Kg ,0.75,5.17,5.17,€,pingo_doce,peixaria_talho,PETA,11
14943,15319, Pescada Média da América do Sul Congelada 500/900 - Unidade 0.65 Kg ,0.65,4.7,4.7,€,pingo_doce,peixaria_talho,PETA,11
14945,15321, Cavala - Unidade 0.23 Kg ,0.23,3.76,3.76,€,pingo_doce,peixaria_talho,PETA,14
14947,15323, Pescada Pequena da América do Sul Congelada 500/900 - Unidade 0.4 Kg ,0.4,3.76,3.76,€,pingo_doce,peixaria_talho,PETA,11
14963,15339, Pescada Grande do Chile Congelada - Unidade 1.4 Kg ,1.4,7.44,7.44,€,pingo_doce,peixaria_talho,PETA,11
14972,15348, Filete de Pescada do Cabo Congelado - Embalagem 0.4 Kg ,0.4,2.72,6.8,€,pingo_doce,peixaria_talho,PETA,11
14978,15354, Pescada Grande da África do Sul Congelada - Unidade 1.5 Kg ,1.5,5.65,5.65,€,pingo_doce,peixaria_talho,PETA,11
15094,15490, Alheira com Queijo Terras do Demo ,0.2,2.89,14.45,€,pingo_doce,peixaria_talho,PETA,1
15121,15517, Fiambre de Peito de Frango Campofrio ,0.2,16.99,16.99,€,pingo_doce,peixaria_talho,PETA,10
15140,15536, Salsicha de Churrasco Frango Carne Sorraia ,4.0,4.49,1.12,€,pingo_doce,peixaria_talho,PETA,10
15153,15549, Fiambre Peito de Frango Primor ,0.2,11.69,11.69,€,pingo_doce,peixaria_talho,PETA,10
15203,15599, Fiambre de Peito de Frango Monells ,0.15,1.89,12.6,€,pingo_doce,peixaria_talho,PETA,10
15245,15642, Bolo de Arroz ,0.06,0.59,9.83,€,pingo_doce,padaria_pastelaria,PAPA,2
15250,15647, Bolo de Arroz sem Glúten Museu do Pão ,0.225,3.89,17.29,€,pingo_doce,padaria_pastelaria,PAPA,2
15253,15650, Merenda de Queijo Vaca que Ri ,1.0,0.99,0.99,€,pingo_doce,padaria_pastelaria,PAPA,1
15255,15652, Pastel de Feijão ,0.17,2.49,14.65,€,pingo_doce,padaria_pastelaria,PAPA,7
15262,15659, Copinhos de Feijão ,0.36,3.79,10.53,€,pingo_doce,padaria_pastelaria,PAPA,7
15265,15662, Mini Cenoura Pingo Doce ,0.3,1.79,5.97,€,pingo_doce,padaria_pastelaria,PAPA,20
15295,15695, Pão com Chouriço e Queijo ,0.135,1.08,8.0,€,pingo_doce,padaria_pastelaria,PAPA,1
15342,15743, Pão de Queijo ,0.02,0.16,8.0,€,pingo_doce,padaria_pastelaria,PAPA,1
15372,15773, Pão de Forma Cerealia 5 sementes ,0.435,2.44,5.61,€,pingo_doce,padaria_pastelaria,PAPA,4
15373,15774, Pão de Forma 14 Cereais e sementes Cerealia ,0.435,2.44,5.61,€,pingo_doce,padaria_pastelaria,PAPA,4
15375,15776, Pão de Forma Integral Cerealia Panrico ,0.385,2.44,6.34,€,pingo_doce,padaria_pastelaria,PAPA,4
15376,15777, Pão de Forma 100% Centeio Cerealia ,0.385,2.44,6.34,€,pingo_doce,padaria_pastelaria,PAPA,4
15379,15780, Bolo Rendondo de Cenoura com Chocolate ,0.5,3.99,7.98,€,pingo_doce,padaria_pastelaria,PAPA,20
15385,15786, Pão de Forma com Côdea Cerealia ,0.385,2.44,6.34,€,pingo_doce,padaria_pastelaria,PAPA,4
15391,15792, Pão de Leite Brioche ,0.06,0.42,7.0,€,pingo_doce,padaria_pastelaria,PAPA,0
15398,15799, Bolo de Feijão ,0.06,0.89,14.83,€,pingo_doce,padaria_pastelaria,PAPA,7
15440,15841, Wraps de Trigo Azeite 100% Mission ,0.37,2.24,6.05,€,pingo_doce,padaria_pastelaria,PAPA,22
15442,15843, Salsicha de Frango ,1.0,0.99,0.99,€,pingo_doce,frigorifico,FRIGO,10
15446,15847, Arroz de Pato ,0.35,11.99,11.99,€,pingo_doce,frigorifico,FRIGO,2
15447,15848, Arroz Branco Dose ,0.15,3.49,3.49,€,pingo_doce,frigorifico,FRIGO,2
15449,15850, Creme de Espinafres sem Batata ,1.0,3.29,3.29,€,pingo_doce,frigorifico,FRIGO,19
15451,15852, Sopa de Grão com Espinafres ,1.0,2.79,2.79,€,pingo_doce,frigorifico,FRIGO,19
15452,15853, Creme de Cenoura ,0.9,2.79,3.1,€,pingo_doce,frigorifico,FRIGO,20
15457,15858, Coxinha de Frango ,1.0,0.79,0.79,€,pingo_doce,frigorifico,FRIGO,10
15458,15859, Creme de Cenoura sem Adição de Sal ,0.9,2.79,3.1,€,pingo_doce,frigorifico,FRIGO,20
15461,15862, Arroz Doce ,1.0,1.15,1.15,€,pingo_doce,frigorifico,FRIGO,2
15468,15869, Arroz de Pato ,1.0,3.99,3.99,€,pingo_doce,frigorifico,FRIGO,2
15469,15870, Massa Carbonara ,0.3,3.49,11.63,€,pingo_doce,frigorifico,FRIGO,3
15473,15874, Arroz de Pato Familiar ,1.0,8.99,8.99,€,pingo_doce,frigorifico,FRIGO,2
15474,15875, Pasta de Frango ,0.3,2.89,9.63,€,pingo_doce,frigorifico,FRIGO,10
15475,15876, Pasta de Atum ,0.3,2.89,9.63,€,pingo_doce,frigorifico,FRIGO,12
15477,15878, Salada de Massa e Atum ,1.0,3.29,3.29,€,pingo_doce,frigorifico,FRIGO,3
15478,15879, Sandes de Atum Good4Me ,1.0,1.89,1.89,€,pingo_doce,frigorifico,FRIGO,12
15479,15880, Sandes de Frango Good4Me ,1.0,1.89,1.89,€,pingo_doce,frigorifico,FRIGO,10
15484,15885, Empada de Frango ,1.0,0.99,0.99,€,pingo_doce,frigorifico,FRIGO,10
15486,15887, Sopa de Feijão Verde ,0.9,2.79,3.1,€,pingo_doce,frigorifico,FRIGO,7
15487,15888, Canja com Frango do Campo ,0.9,4.49,4.99,€,pingo_doce,frigorifico,FRIGO,10
15489,15890, Salada Massa e Frango ,0.32,2.99,9.34,€,pingo_doce,frigorifico,FRIGO,3
15491,15892, Salada de Massa e Rúcula ,0.21,3.49,16.23,€,pingo_doce,frigorifico,FRIGO,3
15495,15896, Creme de Vegetais com Espinafres ,0.9,2.79,3.1,€,pingo_doce,frigorifico,FRIGO,16
15497,15898, Salada com Queijo e Frango Suprema Vitacress ,0.2,3.29,16.45,€,pingo_doce,frigorifico,FRIGO,1
15498,15899, Salada de Frango e Queijo Quinoa Real Vitacress ,0.215,3.49,16.23,€,pingo_doce,frigorifico,FRIGO,1
15501,15902, Wrap de Atum Wrap2go ,1.0,2.19,2.19,€,pingo_doce,frigorifico,FRIGO,12
15504,15905, Salada de Quinoa com Beterraba e Feijão Pingo Doce ,0.18,1.99,11.06,€,pingo_doce,frigorifico,FRIGO,7
15506,15907, Arroz Doce ,1.0,4.99,6.24,€,pingo_doce,frigorifico,FRIGO,2
15510,15911, Creme de Vegetais sem Batata e Sal ,1.0,3.29,3.29,€,pingo_doce,frigorifico,FRIGO,16
15512,15913, Leite Creme com Frutos Vermelhos ,0.13,1.15,8.85,€,pingo_doce,frigorifico,FRIGO,0
15513,15914, Sopa de Feijão Verde sem Adição de Sal ,0.9,2.79,3.1,€,pingo_doce,frigorifico,FRIGO,7
15518,15919, Salada de Couscous Frango e Frutos Secos ,0.25,3.79,15.16,€,pingo_doce,frigorifico,FRIGO,10
15519,15920, Salada de Batata Atum e Alparras ,0.25,3.79,15.16,€,pingo_doce,frigorifico,FRIGO,12
15520,15921, Perna de Frango Assado ,0.21,7.99,7.99,€,pingo_doce,frigorifico,FRIGO,10
15522,15923, Frango Assado ,1.0,7.49,7.49,€,pingo_doce,frigorifico,FRIGO,10
15526,15927, Sopa de Feijão com Bacon ,0.9,3.49,3.88,€,pingo_doce,frigorifico,FRIGO,7
15527,15928, Arroz de Pato Congelado Pingo Doce ,0.3,2.99,9.97,€,pingo_doce,frigorifico,FRIGO,2
15532,15934, Rissóis de Pescada Congelados Pingo Doce ,0.42,1.59,3.79,€,pingo_doce,congelados,CONGE,11
15534,15936, Mini Pizzas Queijo e Fiambre Congeladas Pingo Doce ,0.36,3.29,9.14,€,pingo_doce,congelados,CONGE,1
15541,15943, Arroz Primavera Congelado Gelcampo ,0.6,1.49,2.48,€,pingo_doce,congelados,CONGE,2
15542,15944, Feijão Verde Cortado Congelado Pingo Doce ,0.4,0.74,1.85,€,pingo_doce,congelados,CONGE,7
15544,15946, Veggie Rice de Couve-flor e Brócolos Pingo Doce ,0.45,1.99,4.42,€,pingo_doce,congelados,CONGE,17
15549,15951, Almôndegas de Ervilha 0% Carne Plant Based Pingo Doce ,0.2,3.49,17.45,€,pingo_doce,congelados,CONGE,9
15555,15958, Queijo Mozzarella Crocante Galbani ,0.15,3.49,23.27,€,pingo_doce,congelados,CONGE,1
15565,15969, Pizza La Mía Grande Quatro Queijos Dr. Oetker ,0.4,6.59,16.47,€,pingo_doce,congelados,CONGE,1
15570,15974, Gelado de Copo Mini Doce de Leite Häagen-Dazs ,0.095,2.75,28.95,€,pingo_doce,congelados,CONGE,0
15572,15976, Arroz de Peixe Congelado Pingo Doce ,0.35,3.19,9.11,€,pingo_doce,congelados,CONGE,2
15580,15984, Esparregado de Espinafres Congelado Pingo Doce ,0.35,1.39,3.97,€,pingo_doce,congelados,CONGE,19
15583,15987, Bifes de Atum Gelpeixe Congelados ,0.4,8.09,20.22,€,pingo_doce,congelados,CONGE,12
15587,15991, Hambúrguer de Feijão Vermelho e Millet 0% Carne Plant Based Pingo Doce ,0.2,4.49,22.45,€,pingo_doce,congelados,CONGE,7
15589,15993, Almôndegas com Molho de Tomate 0% Carne Plant Based Pingo Doce ,0.32,5.49,17.16,€,pingo_doce,congelados,CONGE,15
15593,15997, Coxinhas de 0% Carne Tipo Frango Vegan Pingo Doce ,9.0,4.19,0.47,€,pingo_doce,congelados,CONGE,10
15614,16018, Pastéis de Massa Tenra Pingo Doce ,0.35,3.69,10.54,€,pingo_doce,congelados,CONGE,3
15619,16023, Pizza Atum e Cebola Forno de Lenha Congelada Pingo Doce ,0.35,2.19,6.26,€,pingo_doce,congelados,CONGE,12
15621,16025, Pizza 4 Queijos Forno di Pietra Buitoni ,0.34,4.85,14.26,€,pingo_doce,congelados,CONGE,1
15622,16026, Pizza de Atum Forno di Pietra Buitoni ,0.345,4.85,14.06,€,pingo_doce,congelados,CONGE,12
15624,16028, Vegetais Grelhados Pingo Doce ,0.4,1.79,4.48,€,pingo_doce,congelados,CONGE,16
15631,16035, Macedónia de Vegetais Congelada Pingo Doce ,0.75,1.49,1.99,€,pingo_doce,congelados,CONGE,16
15638,16042, Pizza Fiambre e Queijo Forno di Pietra Buitoni ,0.35,4.85,13.86,€,pingo_doce,congelados,CONGE,1
15641,16045, Bifes de Atum Campos Congelados ,0.225,5.89,26.18,€,pingo_doce,congelados,CONGE,12
15647,16051, Gelado Majestic Doce de Leite Pingo Doce ,0.27,1.99,7.37,€,pingo_doce,congelados,CONGE,0
15652,16056, Mini Pizza de Atum Piccolinis Buitoni ,0.27,4.75,17.59,€,pingo_doce,congelados,CONGE,12
15654,16059, Mini Pizza de Tomate e Mozzarella Piccolinis Buitoni ,0.27,4.75,17.59,€,pingo_doce,congelados,CONGE,15
15656,16061, Mix de Vegetais a Vapor Congelados Pingo Doce ,0.2,0.99,4.95,€,pingo_doce,congelados,CONGE,16
15662,16070, Espinafres em Folha Congelados Pingo Doce ,0.4,0.6,1.5,€,pingo_doce,congelados,CONGE,19
15663,16071, Ervilhas Congeladas Pingo Doce ,0.4,0.83,2.07,€,pingo_doce,congelados,CONGE,9
15664,16072, Ervilhas Congeladas Pingo Doce ,1.0,1.31,1.31,€,pingo_doce,congelados,CONGE,9
15666,16074, Postas de Pescada para Cozer nº5 Pingo Doce ,0.6,4.0,6.67,€,pingo_doce,congelados,CONGE,11
15668,16076, Esparregado de Espinafres sem Glúten Congelado Pura Vida ,0.36,1.97,5.47,€,pingo_doce,congelados,CONGE,19
15671,16079, Alho Francês às Rodelas Congelado Pingo Doce ,0.75,0.93,1.24,€,pingo_doce,congelados,CONGE,21
15673,16081, Almôndegas com Molho de Tomate sem Glúten Pingo Doce ,0.42,3.48,82.86,€,pingo_doce,congelados,CONGE,15
15680,16088, Ervilhas e Cenouras Congeladas Pingo Doce ,0.4,0.74,1.85,€,pingo_doce,congelados,CONGE,9
15681,16089, Brócolos Congelados Pingo Doce ,0.4,0.74,1.85,€,pingo_doce,congelados,CONGE,17
15686,16094, Cenoura Baby Congelada Pingo Doce ,0.4,0.74,1.85,€,pingo_doce,congelados,CONGE,20
15699,16107, Folhado de Frango com Legumes Congelado Pingo Doce ,0.55,4.99,9.07,€,pingo_doce,congelados,CONGE,10
15707,16121, Nuggets de Frango Congelados Capitão Iglo ,0.208,2.99,14.38,€,pingo_doce,congelados,CONGE,10
15708,16122, Nuggets de Frango com Queijo Congelados Capitão Iglo ,0.208,2.99,14.38,€,pingo_doce,congelados,CONGE,1
15720,16135, Pizza The Good Baker de Brócolos e Cogumelos Vegetariana Dr. Oetker ,0.355,5.89,16.59,€,pingo_doce,congelados,CONGE,17
15721,16136, Brócolos Congelados Iglo ,0.533,3.76,7.05,€,pingo_doce,congelados,CONGE,17
15723,16138, Ervilhas Primavera Iglo ,0.8,5.65,7.06,€,pingo_doce,congelados,CONGE,9
15724,16139, Douradinhos de Pescada Forníssimo Iglo ,0.3,6.99,23.3,€,pingo_doce,congelados,CONGE,11
15728,16143, Pizza Ristorante Quatro Queijos Dr. Oetker ,0.34,5.09,14.97,€,pingo_doce,congelados,CONGE,1
15734,16150, Medalhões de Pescada do Cabo Pescanova Congelados ,1.0,12.25,12.25,€,pingo_doce,congelados,CONGE,11
15736,16152, Sardinha Pequena Mar Ibérica ,0.8,2.72,3.4,€,pingo_doce,congelados,CONGE,13
15737,16153, Ervilhas Congeladas Iglo ,0.7,2.82,4.03,€,pingo_doce,congelados,CONGE,9
15739,16155, Lombos de Pescada do Cabo Iglo ,1.0,9.95,9.95,€,pingo_doce,congelados,CONGE,11
15740,16156, Fishburguers de Pescada Pescanova ,0.3,2.44,8.13,€,pingo_doce,congelados,CONGE,11
15747,16163, Nuggets de Frango com Queijo Capitão Iglo ,50.0,12.99,0.26,€,pingo_doce,congelados,CONGE,1
15761,16180, Pizza Massa Fina Pepperoni Iglo ,0.332,3.49,10.51,€,pingo_doce,congelados,CONGE,3
15763,16182, Pizza Massa Fina Fiambre e Queijo Iglo ,0.351,3.49,9.94,€,pingo_doce,congelados,CONGE,1
15764,16184, Hambúrguer de Frango Big Burger Capitão Iglo ,0.227,3.49,15.37,€,pingo_doce,congelados,CONGE,10
15765,16185, Peskitos de Pescada Panada Pescanova ,1.0,7.89,7.89,€,pingo_doce,congelados,CONGE,11
15768,16188, Barrinhas de Pescada Pescanova ,1.2,7.89,6.58,€,pingo_doce,congelados,CONGE,11
15769,16189, Filetes de Pescada Panados Pescanova ,1.0,7.89,7.89,€,pingo_doce,congelados,CONGE,11
15772,16195, Nuggets de Pescada Pescanova ,1.0,7.89,7.89,€,pingo_doce,congelados,CONGE,11
15783,16215, Postas de Pescada do Cabo para Fritar Congelado - Embalagem 0.7 Kg ,0.7,4.23,6.04,€,pingo_doce,congelados,CONGE,11
15785,16227, Douradinhos de Frango Mega Pack Iglo ,1.07,12.99,12.08,€,pingo_doce,congelados,CONGE,10
15787,16230, Posta de Pescada do Cabo Nº3 Pescanova ,0.6,3.94,6.57,€,pingo_doce,congelados,CONGE,11
15788,16233, Ervilhas Primavera Congeladas Iglo ,0.5,2.82,5.64,€,pingo_doce,congelados,CONGE,9
15792,16239, Preparado para Arroz de Marisco sem Glúten Pescanova ,0.5,4.51,9.02,€,pingo_doce,congelados,CONGE,2
15793,16240, Lombos de Pescada do Cabo Pescanova ,0.36,5.17,14.36,€,pingo_doce,congelados,CONGE,11
15794,16241, Medalhões de Pescada do Cabo Pescanova Congelados ,0.4,5.17,12.93,€,pingo_doce,congelados,CONGE,11
15795,16242, Preparado de Arroz de Marisco com Refogado sem Glúten Mar Ibérica ,0.8,5.64,7.05,€,pingo_doce,congelados,CONGE,2
15797,16246, Medalhões de Pescada do Cabo Iglo ,0.5,4.66,9.32,€,pingo_doce,congelados,CONGE,11
15799,16250, Mistura de Vegetais para Saltear Congelada Pingo Doce ,0.4,1.19,2.97,€,pingo_doce,congelados,CONGE,16
15800,16255, Lasanha de Ricota e Espinafres Rana ,0.35,3.99,11.4,€,pingo_doce,congelados,CONGE,19
15821,16286, Hambúrgueres de Frango sem Glúten Congelados Capitão Iglo ,1.08,28.29,26.19,€,pingo_doce,congelados,CONGE,10
15822,16287, Moelas Frango Congeladas - Embalagem 1 Kg ,1.0,2.82,2.82,€,pingo_doce,congelados,CONGE,10
15831,16296, Pizza 3 Queijos Deep Pan Iglo ,0.421,6.49,15.42,€,pingo_doce,congelados,CONGE,1
15832,16297, Pescada Nº5 Pescanova ,0.8,14.14,17.68,€,pingo_doce,congelados,CONGE,11
15845,16311, Ervilhas Congeladas Iglo ,1.12,5.65,5.02,€,pingo_doce,congelados,CONGE,9
15846,16312, Panadinhos de Frango Congelados Capitão Iglo ,0.2,2.99,14.95,€,pingo_doce,congelados,CONGE,10
15849,16316, Mimos de Pescada do Cabo Pescanova ,1.0,9.42,9.42,€,pingo_doce,congelados,CONGE,11
15860,16327, Pizza Ristorante Espinafres Dr. Oetker ,0.39,5.09,13.05,€,pingo_doce,congelados,CONGE,19
15867,16334, Filete de Pescada do Cabo Pingo Doce ,0.4,3.76,9.4,€,pingo_doce,congelados,CONGE,11
15873,16347, Pizza Snacks 3 Queijos Take Away Iglo ,0.25,4.99,19.96,€,pingo_doce,congelados,CONGE,1
15877,16352, Falafel de Grão de Bico e Especiarias Green Cuisine Iglo ,0.45,6.69,14.87,€,pingo_doce,congelados,CONGE,8
15890,16368, Empadas de Frango Campogrill ,6.0,5.89,0.98,€,pingo_doce,congelados,CONGE,10
15894,16372, Lombo de Atum Descongelado - Unidade 0.4 Kg ,0.4,12.99,12.99,€,pingo_doce,congelados,CONGE,12
15896,16374, Mini Pizza Queijo e Fiambre Piccolinis Buitoni ,0.27,4.75,17.59,€,pingo_doce,congelados,CONGE,1
15903,16381, Nuggets de Frango Capitão Iglo - 50 un ,50.0,12.99,0.26,€,pingo_doce,congelados,CONGE,10
15929,16407, Sardinha Congelada a Granel - Unidade 0.2 Kg ,0.2,2.34,2.34,€,pingo_doce,congelados,CONGE,13
15939,16420, Nuggets de Frango Integrais Congelados Capitão Iglo ,0.208,2.99,14.38,€,pingo_doce,congelados,CONGE,10
15948,16441, Coxinhas de Frango para o Forno Pingo Doce ,0.36,3.29,9.14,€,pingo_doce,congelados,CONGE,10
15949,16442, Leite de Coco Ayam ,0.33,3.79,0.01,€,pingo_doce,congelados,CONGE,0
15953,16446, Café Espresso com Leite Doubleshot Starbucks ,0.2,1.99,9.95,€,pingo_doce,leite_ovos,LEOV,0
15954,16447, Leite de Cabra Meio Gordo Président ,1.0,2.55,2.55,€,pingo_doce,leite_ovos,LEOV,0
15956,16449, Leite Achocolatado Pingo Doce ,0.2,0.54,2.7,€,pingo_doce,leite_ovos,LEOV,0
15958,16451, Leite UHT Proteico de Chocolate YoPro ,0.25,1.49,5.96,€,pingo_doce,leite_ovos,LEOV,0
15959,16452, Leite UHT Proteico de Baunilha YoPro ,0.25,1.49,5.96,€,pingo_doce,leite_ovos,LEOV,0
15960,16453, Leite UHT Achocolatado Pingo Doce ,0.2,0.31,1.55,€,pingo_doce,leite_ovos,LEOV,0
15965,16458, Leite Achocolatado sem Lactose Pingo Doce ,0.2,0.46,2.3,€,pingo_doce,leite_ovos,LEOV,0
15969,16462, Leite Original Copo Cacaolat ,0.2,1.49,7.45,€,pingo_doce,leite_ovos,LEOV,0
15970,16463, Café com Leite Capuccino Kaiku ,0.23,1.59,6.91,€,pingo_doce,leite_ovos,LEOV,0
15971,16464, Café com Leite Light Kaiku ,0.23,1.59,6.91,€,pingo_doce,leite_ovos,LEOV,0
15973,16466, Leite com Chocolate Shake em Copo Milka ,0.2,2.35,11.75,€,pingo_doce,leite_ovos,LEOV,0
15989,16482, Natas 3 Queijos Parmalat ,0.2,1.39,6.95,€,pingo_doce,leite_ovos,LEOV,1
15994,16487, Leite Achocolatado Milka - Pack 3 ,0.6,2.69,4.48,€,pingo_doce,leite_ovos,LEOV,0
15995,16488, Leite UHT Meio Gordo Pingo Doce ,1.0,0.81,0.81,€,pingo_doce,leite_ovos,LEOV,0
15996,16489, Leite UHT Gordo Pingo Doce ,1.0,0.98,0.98,€,pingo_doce,leite_ovos,LEOV,0
15997,16490, Leite UHT Magro Pingo Doce ,1.0,0.81,0.81,€,pingo_doce,leite_ovos,LEOV,0
16001,16494, Leite UHT Meio Gordo Pingo Doce ,0.2,0.3,1.5,€,pingo_doce,leite_ovos,LEOV,0
16002,16495, Leite UHT Magro sem Lactose Pingo Doce ,0.2,0.41,2.05,€,pingo_doce,leite_ovos,LEOV,0
16003,16496, Leite UHT Magro sem Lactose Pingo Doce ,1.0,1.01,1.01,€,pingo_doce,leite_ovos,LEOV,0
16004,16497, Leite UHT Meio Gordo sem Lactose Pingo Doce ,1.0,1.01,1.01,€,pingo_doce,leite_ovos,LEOV,0
16005,16498, Leite Fresco Meio Gordo sem Lactose Pingo Doce ,1.0,1.03,1.03,€,pingo_doce,leite_ovos,LEOV,0
16006,16499, Leite UHT Meio Gordo sem Lactose Pingo Doce ,0.2,0.41,2.05,€,pingo_doce,leite_ovos,LEOV,0
16007,16500, Leite UHT Gordo Gresso ,1.0,1.07,1.07,€,pingo_doce,leite_ovos,LEOV,0
16009,16502, Leite Pasteurizado Fresco Meio Gordo Pingo Doce ,1.0,0.91,0.91,€,pingo_doce,leite_ovos,LEOV,0
16010,16503, Leite Pasteurizado Fresco Magro Pingo Doce ,1.0,0.91,0.91,€,pingo_doce,leite_ovos,LEOV,0
16011,16504, Leite UHT Magro Pingo Doce ,0.2,0.3,1.5,€,pingo_doce,leite_ovos,LEOV,0
16014,16507, Leite em Pó Gordo Nido Nestlé ,0.68,10.55,15.51,€,pingo_doce,leite_ovos,LEOV,0
16015,16508, Leite UHT Seleccionado Meio Gordo Pingo Doce ,1.0,0.91,0.91,€,pingo_doce,leite_ovos,LEOV,0
16016,16509, Leite UHT Seleccionado Magro Pingo Doce ,1.0,0.91,0.91,€,pingo_doce,leite_ovos,LEOV,0
16018,16511, Leite UHT Achocolatado Ucal - Pack 3 ,0.75,3.15,4.2,€,pingo_doce,leite_ovos,LEOV,0
16019,16512, Leite UHT Achocolatado Ucal ,1.0,3.06,3.06,€,pingo_doce,leite_ovos,LEOV,0
16021,16514, Leite UHT Meio Gordo Premium Ucal ,0.25,0.92,3.68,€,pingo_doce,leite_ovos,LEOV,0
16022,16515, Leite UHT de Pastagem Meio Gordo Ucal ,1.0,1.19,1.19,€,pingo_doce,leite_ovos,LEOV,0
16024,16517, Leite UHT Meio Gordo Mimosa - Pack 3 ,0.6,1.12,1.87,€,pingo_doce,leite_ovos,LEOV,0
16025,16518, Leite UHT Achocolatado sem Lactose Agros - Pack 4 ,0.8,2.34,2.93,€,pingo_doce,leite_ovos,LEOV,0
16027,16520, Leite UHT Meio Gordo Agros - Pack 3 ,0.6,1.12,1.87,€,pingo_doce,leite_ovos,LEOV,0
16028,16521, Leite UHT Magro Achocolatado Mimosa - Pack 4 ,0.8,2.19,2.74,€,pingo_doce,leite_ovos,LEOV,0
16029,16522, Leite UHT Magro Mimosa - Pack 3 ,0.6,1.12,1.87,€,pingo_doce,leite_ovos,LEOV,0
16032,16525, Leite UHT Achocolatado Agros ,1.0,1.89,1.89,€,pingo_doce,leite_ovos,LEOV,0
16033,16526, Leite UHT Meio Gordo sem Lactose Bem Especial Mimosa ,0.8,1.97,2.46,€,pingo_doce,leite_ovos,LEOV,0
16034,16527, Leite UHT Meio Gordo Especial Cálcio Mimosa - Pack 4 ,0.8,1.99,2.49,€,pingo_doce,leite_ovos,LEOV,0
16035,16528, Leite UHT Gordo Bem Essencial Mimosa ,1.0,1.12,1.12,€,pingo_doce,leite_ovos,LEOV,0
16036,16529, Leite UHT Achocolatado Agros - Pack 4 ,0.8,1.69,2.11,€,pingo_doce,leite_ovos,LEOV,0
16037,16530, Leite UHT Achocolatado Mimosa - Pack 4 ,0.8,1.69,2.11,€,pingo_doce,leite_ovos,LEOV,0
16040,16533, Leite UHT Meio Gordo sem Lactose Agros ,1.0,1.21,1.21,€,pingo_doce,leite_ovos,LEOV,0
16041,16534, Leite UHT Meio Gordo Achocolatado sem Lactose Bem Especial Mimosa ,0.2,0.59,2.95,€,pingo_doce,leite_ovos,LEOV,0
16042,16535, Leite UHT Magro sem Lactose Pura Vida ,1.0,1.49,1.49,€,pingo_doce,leite_ovos,LEOV,0
16043,16536, Leite UHT Meio Gordo 0% Lactose Ucal ,1.0,1.76,1.76,€,pingo_doce,leite_ovos,LEOV,0
16044,16537, Leite UHT Magro Gresso ,1.0,0.88,0.88,€,pingo_doce,leite_ovos,LEOV,0
16045,16538, Leite UHT Magro Matinal ,1.0,1.02,1.02,€,pingo_doce,leite_ovos,LEOV,0
16046,16539, Leite UHT Meio Gordo Matinal ,1.0,1.02,1.02,€,pingo_doce,leite_ovos,LEOV,0
16047,16540, Leite UHT Meio Gordo sem Lactose Bem Especial Mimosa ,1.0,1.27,1.27,€,pingo_doce,leite_ovos,LEOV,0
16048,16541, Leite UHT Magro 0% Lactose Ucal ,1.0,1.76,1.76,€,pingo_doce,leite_ovos,LEOV,0
16050,16543, Leite UHT Galão Ucal ,1.0,2.0,2.0,€,pingo_doce,leite_ovos,LEOV,0
16053,16546, Leite UHT Achocolatado Gresso  - Pack 4 ,0.8,1.59,7.95,€,pingo_doce,leite_ovos,LEOV,0
16055,16548, Leite UHT Magro sem Lactose Bem Especial Mimosa ,1.0,1.27,1.27,€,pingo_doce,leite_ovos,LEOV,0
16057,16550, Molho de Nata para Massas Mimosa ,0.2,1.19,5.95,€,pingo_doce,leite_ovos,LEOV,3
16058,16551, Leite UHT Meio Gordo Pastagem Nova Açores ,1.0,1.12,1.12,€,pingo_doce,leite_ovos,LEOV,0
16059,16552, Leite UHT Magro Pastagem Nova Açores ,1.0,1.12,1.12,€,pingo_doce,leite_ovos,LEOV,0
16060,16553, Leite UHT Meio Gordo sem Lactose Nova Açores ,1.0,1.45,1.45,€,pingo_doce,leite_ovos,LEOV,0
16061,16554, Leite de Pastagem UHT Inteiro Terra Nostra ,1.0,1.12,1.12,€,pingo_doce,leite_ovos,LEOV,0
16062,16555, Leite UHT Magro de Pastagem Biológico Milhafre dos Açores ,1.0,1.31,1.31,€,pingo_doce,leite_ovos,LEOV,0
16063,16556, Leite UHT com Morango Lanchinho Booom Bem Essencial Mimosa ,0.8,1.99,2.49,€,pingo_doce,leite_ovos,LEOV,0
16064,16557, Leite UHT Meio Gordo Gresso ,1.0,0.88,0.88,€,pingo_doce,leite_ovos,LEOV,0
16066,16559, Leite UHT Infantil sem Lactose Cuida Bem Mimosa - Pack 4 ,0.8,2.19,2.74,€,pingo_doce,leite_ovos,LEOV,0
16067,16560, Leite de Pastagem UHT Biológico Meio Gordo Terra Nostra ,1.0,1.4,1.4,€,pingo_doce,leite_ovos,LEOV,0
16068,16561, Leite UHT Magro Agros ,1.0,0.9,0.9,€,pingo_doce,leite_ovos,LEOV,0
