Name,Quantity,Price,Time scraped
 Salsichas de Aves Hot Dog Izidoro - 7 un ," 650 G  | 5,52 €/KG
"," 3,59 €  5,65 € ",2023-05-12 18:26:22
 Salsichas de Aves Izidoro - 8 un ," 650 G  | 5,52 €/KG
"," 3,59 €  5,55 € ",2023-05-12 18:26:22
 Café Cápsulas Qharacter 9 Delta Q ," 10 UN  | 0,31 €/UNIDADE
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Café Cápsulas Qonvictus 5 Delta Q ," 10 UN  | 0,31 €/UNIDADE
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Maionese Top Down Calvé ," 753 G  | 4,90 €/KG
"," 3,69 €  5,69 € ",2023-05-12 18:26:22
 Amêndoas em Pó Vahiné ," 125 G  | 26,72 €/KG
"," 3,34 €  4,49 € ",2023-05-12 18:26:22
 Amêndoas Laminadas Vahiné ," 125 G  | 25,52 €/KG
"," 3,19 €  4,29 € ",2023-05-12 18:26:22
 Tablete de Chocolate de Leite Max Milka ," 270 G  | 11,07 €/KG
"," 2,99 €  4,39 € ",2023-05-12 18:26:22
 Tablete de Chocolate Morango e Cheesecake Milka ," 300 G  | 9,97 €/KG
"," 2,99 €  4,39 € ",2023-05-12 18:26:22
 Café Solúvel Intenso Nescafé ," 100 G  | 35,60 €/KG
"," 3,56 €  4,99 € ",2023-05-12 18:26:22
 Café Cápsulas Mythiq 15 Delta Q ," 10 UN  | 0,31 €/UNIDADE
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Café Cápsulas Aqtivus 8 Delta Q ," 10 UN  | 0,31 €/UNIDADE
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Descafeinado Cápsulas Qalidus 10 Delta Q ," 10 UN  | 0,31 €/UNIDADE
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Café Cápsulas Epiq 14 Delta Q ," 10 UN  | 0,31 €/UNIDADE
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Descafeinado Cápsulas Deqafeinatus 7 Delta Q ," 10 UN  | 0,31 €/UNIDADE
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Vinagre Balsâmico de Modena Gallo ," 500 ML  | 5,98 €/LT
"," 2,99 €  3,99 € ",2023-05-12 18:26:22
 Café Cápsulas Qalidus 10 Delta Q ," 10 UN  | 0,31 €/UNIDADE
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Chá Verde Matcha Mirtilo Tetley ," 20 UN  | 0,14 €/UNIDADE
"," 2,79 €  3,79 € ",2023-05-12 18:26:22
 Adoçante em Pó Canderel ," 90 G  | 34,89 €/KG
"," 3,14 €  4,19 € ",2023-05-12 18:26:22
 Bolo Snack Donuts Classic - 6 un ," 6 UN  | 0,48 €/UNIDADE
"," 2,89 €  3,99 € ",2023-05-12 18:26:22
 Massa Penne Rigate Pingo Doce ," 500 G  | 2,14 €/KG
"," 1,07 € ",2023-05-12 18:26:22
 Batatas Fritas Gourmet Corte Fino Lay's ," 150 G  | 17,93 €/KG
"," 2,69 € ",2023-05-12 18:26:22
 Bolo Snack Clássico Donuts - 4 un ," 4 UN  | 0,75 €/UNIDADE
"," 2,99 € ",2023-05-12 18:26:22
 Batatas Fritas Onduladas Presunto Ruffles ," 150 G  | 13,27 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Chupa sem Açúcar Chupa Chups ," 1 UN  | 0,69 €/UNIDADE
"," 0,69 € ",2023-05-12 18:26:22
 Caju Tostado com Sal Seeberger ," 150 G  | 33,27 €/KG
"," 4,99 € ",2023-05-12 18:26:22
 Passa de Uva Pingo Doce ," 200 G  | 6,45 €/KG
"," 1,29 € ",2023-05-12 18:26:22
 Sozanador para Fatijas Old El Paso ," 30 G  | 46,33 €/KG
"," 1,39 € ",2023-05-12 18:26:22
 Mini Panquecas Pingo Doce ," 250 G  | 7,96 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Snack Fantasmas Cheetos ," 75 G  | 26,53 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Sazonador para Tacos Old El Paso ," 25 G  | 5,56 €/KG
"," 1,39 € ",2023-05-12 18:26:22
 Tortilhas Chips Chili Old El Passo ," 185 G  | 16,16 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Rebuçados Cítricos Halls ," 32.4 G  | 29,01 €/KG
"," 0,94 € ",2023-05-12 18:26:22
 Chupa-Chupa Chups ," 1 UN  | 0,45 €/UNIDADE
"," 0,45 € ",2023-05-12 18:26:22
 Cebola Caramelizada com Balsâmico e Vinho do Porto Casa da Prisca ," 125 G  | 21,92 €/KG
"," 2,74 € ",2023-05-12 18:26:22
 Bolachas Original Chips Ahoy ," 128 G  | 15,55 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Farinha Polvilho Doce Globo ," 500 G  | 4,78 €/KG
"," 2,39 € ",2023-05-12 18:26:22
 Gomas Sortidas Ácidas Sortidas Pingo Doce ," 300 G  | 5,30 €/KG
"," 1,59 € ",2023-05-12 18:26:22
 Vinagre de Maçã Oliveira da Serra ," 250 ML  | 7,96 €/LT
"," 1,99 € ",2023-05-12 18:26:22
 Mistura de Frutos Secos Natural Pingo Doce ," 200 G  | 13,20 €/KG
"," 2,64 € ",2023-05-12 18:26:22
 Bolachas Matinais com Pepitas de Chocolate Pingo Doce - 6 un ," 6X50 G  | 7,13 €/KG
"," 2,14 € ",2023-05-12 18:26:22
 Farinha de Amêndoa Pingo Doce ," 200 G  | 14,95 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Gomas Ursitos Morango Haribo ," 100 G  | 12,90 €/KG
"," 1,29 € ",2023-05-12 18:26:22
 Gomas Ácidas Haribo ," 100 G  | 12,90 €/KG
"," 1,29 € ",2023-05-12 18:26:22
 Gomas Laces 4x4 Vidal ," 85 G  | 17,11 €/KG
"," 1,54 € ",2023-05-12 18:26:22
 Bolsa Láctea de Fruta Banana e Morango Nestlé ," 110 G  | 10,64 €/KG
"," 1,17 € ",2023-05-12 18:26:22
 Batatas Fritas com Alecrim Pingo Doce ," 150 G  | 7,27 €/KG
"," 1,09 € ",2023-05-12 18:26:22
 Snack Doritos Tex Mex ," 260 G  | 13,04 €/KG
"," 3,39 € ",2023-05-12 18:26:22
 Noodles Sabor Beef Teriyaki Pingo Doce ," 65 G  | 1,83 €/KG
"," 1,19 € ",2023-05-12 18:26:22
 Noodles Sabor Chicken Thai Pingo Doce ," 65 G  | 1,83 €/KG
"," 1,19 € ",2023-05-12 18:26:22
 Cereais de Arroz Zero Nestlé Nestum ," 250 G  | 12,24 €/KG
"," 3,06 € ",2023-05-12 18:26:22
 Croissant Simples Aurora - 8 un ," 8X30 G  | 10,38 €/KG
"," 2,49 € ",2023-05-12 18:26:22
 Infusão Erva Mate Mandarina Príncipe Pingo Doce ," 20 UN  | 0,07 €/UNIDADE
"," 1,49 € ",2023-05-12 18:26:22
 Ketchup Top Down Paladin ," 250 G  | 6,76 €/KG
"," 1,69 € ",2023-05-12 18:26:22
 Café Cápsulas Intenso Nescafé Dolce Gusto ," 64 UN  | 0,30 €/UNIDADE
"," 18,99 € ",2023-05-12 18:26:22
 Café Cápsulas Ristretto 11 Nespresso L'Or ," 40 UN  | 0,35 €/UNIDADE
"," 13,99 € ",2023-05-12 18:26:22
 Doce de Abóbora sem Açúcar Pingo Doce ," 245 G  | 10,57 €/KG
"," 2,59 € ",2023-05-12 18:26:22
 Cereais Corn Flakes sem Glúten Nacional ," 375 G  | 7,01 €/KG
"," 2,63 € ",2023-05-12 18:26:22
 Snack de Leite Bollycao - 4 un ," 5 UN  | 0,55 €/UNIDADE
"," 2,18 €  2,99 € ",2023-05-12 18:26:22
 Kiwi Green Zespri - Embalagem 0.4 Kg ," 400 G  | 7,48 €/KG
"," 2,99 € ",2023-05-12 14:10:06
 Kiwi Biológico Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 5,98 €/KG
"," 2,99 € ",2023-05-12 14:10:06
 Feijão Verde Pingo Doce - Embalagem ," 500 G  | 4,98 €/KG
"," 2,49 € ",2023-05-12 14:10:06
 Feijão Filet - Embalagem 0.25 Kg ," 250 G  | 9,16 €/KG
"," 2,29 € ",2023-05-12 14:10:06
 Nabiças Molho Pingo Doce- Embalagem 0.5 Kg ," 500 G  | 3,98 €/KG
"," 1,99 € ",2023-05-12 14:10:06
 Feijão Verde Bio - Embalagem 0.3 Kg ," 300 G  | 12,30 €/KG
"," 3,69 € ",2023-05-12 14:10:06
 Beringela Bio Pingo Doce - Embalagem 0.3 Kg ," 300 G  | 5,97 €/KG
"," 1,79 € ",2023-05-12 14:10:06
 Salada Fresca Pingo Doce ," 150 G  | 9,93 €/KG
"," 1,49 € ",2023-05-12 14:10:06
 Salada Familiar Vitacress ," 300 G  | 8,63 €/KG
"," 2,59 € ",2023-05-12 14:10:06
 Beterraba Cozida Bio - Unidade 0.5 Kg ," 500 G  | 3,98 €/KG
"," 1,99 € ",2023-05-12 14:10:06
 Laranja Bio Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 4,32 €/KG
"," 2,16 € ",2023-05-12 14:10:06
 Grelos de Couve Molho Pingo Doce - Embalagem 0.7 Kg ," 700 G  | 3,09 €/KG
"," 2,16 € ",2023-05-12 14:10:06
 Grelos de Nabo ao Molho - Embalagem 0.7 Kg ," 700 G  | 3,09 €/KG
"," 2,16 € ",2023-05-12 14:10:06
 Espinafres Molho Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 4,50 €/KG
"," 2,25 € ",2023-05-12 14:10:06
 Ervilha Torta - Embalagem 0.25 Kg ," 250 G  | 11,28 €/KG
"," 2,82 € ",2023-05-12 14:10:06
 Cenoura Biológico Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 2,24 €/KG
"," 1,12 € ",2023-05-12 14:10:06
 Alho Francês Pingo Doce - Embalagem 0.4 Kg ," 400 G  | 4,68 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Grelos de Nabo Pingo Doce - Embalagem 0.2 Kg ," 200 G  | 9,35 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Maçã Gala das Serras - Embalagem 0.8 Kg ," 800 G  | 2,10 €/KG
"," 1,68 € ",2023-05-12 14:10:06
 Pimento Tricolor - Embalagem 0.5 Kg ," 500 G  | 5,38 €/KG
"," 2,69 € ",2023-05-12 14:10:06
 Salada Premium Pingo Doce - Embalagem 0.2 Kg ," 200 G  | 5,60 €/KG
"," 1,12 € ",2023-05-12 14:10:06
 Espinafre Pingo Doce - Embalagem 0.2 Kg ," 200 G  | 7,50 €/KG
"," 1,50 € ",2023-05-12 14:10:06
 Batata Conservação Branca Mini Vitacress ," 500 G  | 3,74 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Alface Iceberg - Embalagem 0.4 Kg ," 400 G  | 2,55 €/KG
"," 1,02 € ",2023-05-12 14:10:06
 Chalota Roxa - Embalagem 0.5 Kg ," 500 G  | 4,32 €/KG
"," 2,16 € ",2023-05-12 14:10:06
 Batata de Conservação Bio Pingo Doce ," 500 G  | 2,24 €/KG
"," 1,12 € ",2023-05-12 14:10:06
 Tomate Cherry Biológico Pingo Doce - Embalagem 0.25 Kg ," 250 G  | 7,48 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Maçã Gala Biológico Pingo Doce - Embalagem 0.6 Kg ," 600 G  | 3,12 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Cebola Roxa - Embalagem 0.5 Kg ," 500 G  | 3,36 €/KG
"," 1,68 € ",2023-05-12 14:10:06
 Laranja - Embalagem 3 Kg ," 3 KG  | 1,16 €/KG
"," 3,48 € ",2023-05-12 14:10:06
 Pronto a Saltear Tradicional Campotec ," 400 G  | 3,50 €/KG
"," 1,40 € ",2023-05-12 14:10:06
 Grelos de Couve Pingo Doce - Embalagem 0.2 Kg ," 200 G  | 9,35 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Manjericão Embalado ," 25 G  | 67,60 €/KG
"," 1,69 € ",2023-05-12 14:10:06
 Rabanete - Embalagem 0.125 Kg ," 125 G  | 9,52 €/KG
"," 1,19 € ",2023-05-12 14:10:06
 Abacate Rede - Embalagem 0.7 Kg ," 700 G  | 4,41 €/KG
"," 3,09 € ",2023-05-12 14:10:06
 Cogumelos Pleurothus Pingo Doce - Embalagem 0.2 Kg ," 200 G  | 9,45 €/KG
"," 1,89 € ",2023-05-12 14:10:06
 Abacate Hass - Embalagem 0.3 Kg ," 300 G  | 6,63 €/KG
"," 1,99 € ",2023-05-12 14:10:06
 Pepino Doce - Embalagem 0.20 Kg ," 200 G  | 5,95 €/KG
"," 1,19 € ",2023-05-12 14:10:06
 Salada Ibérica Vitacress ," 100 G  | 15,90 €/KG
"," 1,59 € ",2023-05-12 14:10:06
 Rúcula Selvagem Vitacress ," 100 G  | 15,90 €/KG
"," 1,59 € ",2023-05-12 14:10:06
 Maçã Golden Cal. 70/75 - Unidade 0.18 Kg ," 0,18 KG ~ 1 UN  | 1,68 €/KG
"," 1,68 €/Kg ",2023-05-12 14:10:06
 Laranja Cal. 3/4/5 - Unidade 0.26 Kg ," 0,26 KG ~ 1 UN  | 1,21 €/KG
"," 1,21 €/Kg ",2023-05-12 14:10:06
 Maçã Granny Smith - Unidade 0.2 Kg ," 0,2 KG ~ 1 UN  | 2,06 €/KG
"," 2,06 €/Kg ",2023-05-12 14:10:06
 Tomate Redondo - Unidade 0.2 Kg ," 0,2 KG ~ 1 UN  | 2,16 €/KG
"," 2,16 €/Kg ",2023-05-12 14:10:06
 Banana da Madeira - Embalagem 0.75 Kg ," 0,75 KG ~ 1 UN  | 2,82 €/KG
"," 2,82 €/Kg ",2023-05-12 14:10:06
 Maçã Golden Val Venosta - Unidade 0.21 Kg ," 0,21 KG ~ 1 UN  | 2,16 €/KG
"," 2,16 €/Kg ",2023-05-12 14:10:06
 Tomilho Embalado Pingo Doce ," 20 G  | 84,50 €/KG
"," 1,69 € ",2023-05-12 14:10:06
 Agrião Pingo Doce - Embalagem 0.2 Kg ," 200 G  | 7,95 €/KG
"," 1,59 € ",2023-05-12 14:10:06
 Hortelã Pingo Doce ," 40 G  | 24,75 €/KG
"," 0,99 € ",2023-05-12 14:10:06
 Salsa Aromáticas Vivas ," 40 G  | 24,75 €/KG
"," 0,99 € ",2023-05-12 14:10:06
 Coentros Pingo Doce ," 40 G  | 24,75 €/KG
"," 0,99 € ",2023-05-12 14:10:06
 Quiabos - Embalagem 0.2 Kg ," 200 G  | 17,45 €/KG
"," 3,49 € ",2023-05-12 14:10:06
 Nabiça Pingo Doce - Embalagem 0.2 Kg ," 200 G  | 7,95 €/KG
"," 1,59 € ",2023-05-12 14:10:06
 Mix de Cogumelos Exóticos - Embalagem 0.2 Kg ," 200 G  | 16,45 €/KG
"," 3,29 € ",2023-05-12 14:10:06
 Alho Seco Pingo Doce - Embalagem 0.25 Kg ," 250 G  | 5,96 €/KG
"," 1,49 € ",2023-05-12 14:10:06
 Mix de Cogumelos Castanhos - Embalagem 0.2 Kg ," 200 G  | 16,45 €/KG
"," 3,29 € ",2023-05-12 14:10:06
 Mix de Frutos do Bosque Beirabaga - Embalagem 0.17 Kg ," 170 G  | 22,29 €/KG
"," 3,79 € ",2023-05-12 14:10:06
 Limão Bio Pingo Doce - Embalagem 0.5Kg ," 500 G  | 3,38 €/KG
"," 1,69 € ",2023-05-12 14:10:06
 Abacaxi Honeyglow Delmonte - Unidade 2.05 Kg ," 2,05 KG ~ 1 UN  | 1,99 €/KG
"," 1,99 €/Kg ",2023-05-12 14:10:06
 Caldo Verde Pingo Doce ," EMB. 200 G  | 4,45 €/KG
"," 0,89 € ",2023-05-12 14:10:06
 Salada Mista Familiar ," 300 G  | 8,63 €/KG
"," 2,59 € ",2023-05-12 14:10:06
 Alho Seco Descascado Inteiro Darlic ," 130 G  | 11,46 €/KG
"," 1,49 € ",2023-05-12 14:10:06
 Milho Cozido Inteiro - Embalagem 0.45 Kg ," 450 G  | 4,42 €/KG
"," 1,99 € ",2023-05-12 14:10:06
 Kiwi Bio Zespri - Embalagem 0.5 Kg ," 500 G  | 6,98 €/KG
"," 3,49 € ",2023-05-12 14:10:06
 Beterraba Cozida Inteira - Embalagem 0.5 Kg ," 500 G  | 3,18 €/KG
"," 1,59 € ",2023-05-12 14:10:06
 Preparado de Sopa Portuguesa - Embalagem 0.4 Kg ," 400 G  | 3,62 €/KG
"," 1,45 € ",2023-05-12 14:10:06
 Preparado de Sopa Juliana - Embalagem 0.4 Kg ," 400 G  | 3,62 €/KG
"," 1,45 € ",2023-05-12 14:10:06
 Hortelã Pingo Doce - Embalagem 0.05 Kg ," 50 G  | 19,80 €/KG
"," 0,99 € ",2023-05-12 14:10:06
 Tomate Mini Alongado Pingo Doce - Embalagem 0.35 Kg ," 350 G  | 6,17 €/KG
"," 2,16 € ",2023-05-12 14:10:06
 Tomate Cherry Alongado Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 4,42 €/KG
"," 2,21 € ",2023-05-12 14:10:06
 Pêra Rocha do Oeste DOP - Embalagem 1.5 Kg ," 1.5 KG  | 1,50 €/KG
"," 2,25 € ",2023-05-12 14:10:06
 Batata de Conservação para Assar Premium - Embalagem 1 Kg ," 1 KG  | 1,68 €/KG
"," 1,68 € ",2023-05-12 14:10:06
 Batata de Conservação para Assar Pingo Doce - Embalagem 1 Kg ," 1 KG  | 1,21 €/KG
"," 1,21 € ",2023-05-12 14:10:06
 Maçã Kids - Embalagem 1 Kg ," 1 KG  | 1,47 €/UNIDADE
"," 1,47 € ",2023-05-12 14:10:06
 Tomate Redondo Bio - Embalagem 0.5 Kg ," 500 G  | 4,68 €/KG
"," 2,34 € ",2023-05-12 14:10:06
 Tomate de Rama Bio Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 5,64 €/KG
"," 2,82 € ",2023-05-12 14:10:06
 Curgete Bio Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 3,58 €/KG
"," 1,79 € ",2023-05-12 14:10:06
 Batata Doce Bio Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 2,80 €/KG
"," 1,40 € ",2023-05-12 14:10:06
 Espinafre Bio Molho - Embalagem 0.3 Kg ," 300 G  | 5,30 €/KG
"," 1,59 € ",2023-05-12 14:10:06
 Floretes de Brócolos - Embalagem 0.3 Kg ," 300 G  | 5,00 €/KG
"," 1,50 € ",2023-05-12 14:10:06
 Alface Lisa Pingo Doce - Embalagem 0.15 Kg ," 150 G  | 9,33 €/KG
"," 1,40 € ",2023-05-12 14:10:06
 Alface Roxa Embalada - Embalagem 0.15 Kg ," 150 G  | 9,33 €/KG
"," 1,40 € ",2023-05-12 14:10:06
 Alho Francês Pedaços - Embalagem 0.4 Kg ," 400 G  | 3,75 €/KG
"," 1,50 € ",2023-05-12 14:10:06
 Curgete Spaghetti Pingo Doce - Embalagem 0.3 Kg ," 300 G  | 6,23 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Tomate Monterosa - Unidade 0.2 Kg ," 0,2 KG ~ 1 UN  | 3,76 €/KG
"," 3,76 €/Kg ",2023-05-12 14:10:06
 Cebolinha - Embalagem 0.5 Kg ," 500 G  | 2,42 €/KG
"," 1,21 € ",2023-05-12 14:10:06
 Cebola Doce - Embalagem 1 Kg ," 1 KG  | 2,82 €/KG
"," 2,82 € ",2023-05-12 14:10:06
 Cebola Roxa Bacefrut - Embalagem 1 Kg ," 1 KG  | 2,16 €/KG
"," 2,16 € ",2023-05-12 14:10:06
 Cenoura Ripada - Embalagem 0.2 Kg ," 200 G  | 3,70 €/KG
"," 0,74 € ",2023-05-12 14:10:06
 Mix de Floretes - Embalagem 0.3 Kg ," 300 G  | 5,00 €/KG
"," 1,50 € ",2023-05-12 14:10:06
 Legumes para Saltear Primavera - Embalagem 0.25 Kg ," 250 G  | 5,60 €/KG
"," 1,40 € ",2023-05-12 14:10:06
 Batata de Conservação para Cozer Premium - Embalagem 3 Kg ," 3 KG  | 1,25 €/KG
"," 3,76 € ",2023-05-12 14:10:06
 Alho Francês Bio - Embalagem 0.4 Kg ," 400 G  | 5,15 €/KG
"," 2,06 € ",2023-05-12 14:10:06
 Maçã Golden das Serras - Embalagem 1.5 Kg ," 1.5 KG  | 1,25 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Tomate Mix Cherry Pingo Doce - Embalagem 0.35 Kg ," 350 G  | 5,34 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Tomate Cherry Pingo Doce - Embalagem 0.35 Kg ," 350 G  | 4,54 €/KG
"," 1,59 € ",2023-05-12 14:10:06
 Tomate Cherry Rama Extra Pingo Doce - Embalagem 0.35 Kg ," 350 G  | 6,17 €/KG
"," 2,16 € ",2023-05-12 14:10:06
 Batata Doce Vitacress ," 500 G  | 3,00 €/KG
"," 1,50 € ",2023-05-12 14:10:06
 Couve Branca - Unidade 1.2 Kg ," 1,2 KG ~ 1 UN  | 1,49 €/KG
"," 1,49 €/Kg ",2023-05-12 14:10:06
 Chuchu - Unidade 0.38 Kg ," 0,38 KG ~ 1 UN  | 2,79 €/KG
"," 2,79 €/Kg ",2023-05-12 14:10:06
 Maracujá Roxo - Unidade 0.07 Kg ," 0,07 KG ~ 1 UN  | 7,99 €/KG
"," 7,99 €/Kg ",2023-05-12 14:10:06
 Salsa Pingo Doce ," 50 G  | 19,80 €/KG
"," 0,99 € ",2023-05-12 14:10:06
 Coentros em Folha Pingo Doce ," 50 G  | 19,80 €/KG
"," 0,99 € ",2023-05-12 14:10:06
 Preparado de Sopa de Agrião Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 3,98 €/KG
"," 1,99 € ",2023-05-12 14:10:06
 Preparado de Sopa de Nabiça Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 3,98 €/KG
"," 1,99 € ",2023-05-12 14:10:06
 Rúcula Selvagem Pingo Doce ," EMB. 100 G  | 9,50 €/KG
"," 0,95 € ",2023-05-12 14:10:06
 Mini Pimento Doce Tricolor - Embalagem 0.2 Kg ," 200 G  | 7,95 €/KG
"," 1,59 € ",2023-05-12 14:10:06
 Pimento Padrão - Embalagem 0.25 Kg ," 250 G  | 7,96 €/KG
"," 1,99 € ",2023-05-12 14:10:06
 Pepino - Unidade 0.26 Kg ," 0,26 KG ~ 1 UN  | 1,99 €/KG
"," 1,99 €/Kg ",2023-05-12 14:10:06
 Feijão Verde - Unidade 0.25 Kg ," 0,25 KG ~ 1 UN  | 3,99 €/KG
"," 3,99 €/Kg ",2023-05-12 14:10:06
 Pimento Amarelo - Unidade 0.26 Kg ," 0,26 KG ~ 1 UN  | 4,99 €/KG
"," 4,99 €/Kg ",2023-05-12 14:10:06
 Pimento Verde - Unidade 0.32 Kg ," 0,32 KG ~ 1 UN  | 2,99 €/KG
"," 2,99 €/Kg ",2023-05-12 14:10:06
 Pimento Vermelho - Unidade 0.35 Kg ," 0,35 KG ~ 1 UN  | 3,29 €/KG
"," 3,29 €/Kg ",2023-05-12 14:10:06
 Framboesas - Embalagem 0.125 Kg ," 125 G  | 19,92 €/KG
"," 2,49 € ",2023-05-12 14:10:06
 Limão Cal. 3/4  - Unidade 0.165 Kg ," 0,17 KG ~ 1 UN  | 2,29 €/KG
"," 2,29 €/Kg ",2023-05-12 14:10:06
 Pimento Laranja - Unidade 0.27 Kg ," 0,27 KG ~ 1 UN  | 4,99 €/KG
"," 4,99 €/Kg ",2023-05-12 14:10:06
 Beterraba - Unidade 0.27 Kg ," 0,27 KG ~ 1 UN  | 1,69 €/KG
"," 1,69 €/Kg ",2023-05-12 14:10:06
 Limas - Unidade 0.08 Kg ," 0,08 KG ~ 1 UN  | 3,49 €/KG
"," 3,49 €/Kg ",2023-05-12 14:10:06
 Couve Coração de Boi Bio Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 4,98 €/KG
"," 2,49 € ",2023-05-12 14:10:06
 Batata Conservação para Cozer / Assar Pingo Doce - Embalagem 3 Kg ," 3 KG  | 1,13 €/KG
"," 3,38 € ",2023-05-12 14:10:06
 Batata Conservação para Fritar / Puré Pingo Doce - Embalagem 3 Kg ," 3 KG  | 1,13 €/KG
"," 3,38 € ",2023-05-12 14:10:06
 Maçã Fuji  - Unidade 0.18 Kg ," 0,18 KG ~ 1 UN  | 2,06 €/KG
"," 2,06 €/Kg ",2023-05-12 14:10:06
 Couve Portuguesa - Unidade 0.735 Kg ," 0,74 KG ~ 1 UN  | 1,40 €/KG
"," 1,40 €/Kg ",2023-05-12 14:10:06
 Maçã Pink Lady - Unidade 0.21 Kg ," 0,21 KG ~ 1 UN  | 2,82 €/KG
"," 2,82 €/Kg ",2023-05-12 14:10:06
 Couve-Flor - Unidade 1.25 Kg ," 1,25 KG ~ 1 UN  | 1,87 €/KG
"," 1,87 €/Kg ",2023-05-12 14:10:06
 Brócolos - Unidade 0.42 Kg ," 0,42 KG ~ 1 UN  | 1,87 €/KG
"," 1,87 €/Kg ",2023-05-12 14:10:06
 Tomate Coração de Boi - Unidade 0.27 Kg ," 0,27 KG ~ 1 UN  | 2,82 €/KG
"," 2,82 €/Kg ",2023-05-12 14:10:06
 Batata-Doce Baby - Embalagem 0.5 Kg ," 500 G  | 2,24 €/KG
"," 1,12 € ",2023-05-12 14:10:06
 Preparado de Sopa de Espinafre Pingo Doce - Embalagem 0.5 Kg ," 500 G  | 3,74 €/KG
"," 1,87 € ",2023-05-12 14:10:06
 Cenoura - Unidade 0.14 Kg ," 0,14 KG ~ 1 UN  | 1,21 €/KG
"," 1,21 €/Kg ",2023-05-12 14:10:06
 Espinafre Vitacress ," 300 G  | 7,80 €/KG
"," 2,34 € ",2023-05-12 14:10:06
 Alface Frisada Pingo Doce ," 125 G  | 8,16 €/KG
"," 1,02 € ",2023-05-12 14:10:06
 Salada Riva Vitacress ," 100 G  | 15,00 €/KG
"," 1,50 € ",2023-05-12 14:10:06
 Laranja do Algarve IGP - Embalagem - 1.5 Kg ," 1.5 KG  | 1,37 €/KG
"," 2,06 € ",2023-05-12 14:10:06
 Menta Vaso ," 200 G  | 8,45 €/KG
"," 1,69 € ",2023-05-12 14:10:06
 Manjericão em Vaso ," 200 G  | 8,45 €/KG
"," 1,69 € ",2023-05-12 14:10:06
 Coentros em Vaso ," 200 G  | 8,45 €/KG
"," 1,69 € ",2023-05-12 14:10:06
 Cogumelos Shitake Bio - Embalage 0.25 Kg ," 250 KG  | 13,96 €/KG
"," 3,49 € ",2023-05-12 14:10:06
 Malaguetas Mix - Embalagem 0.1 Kg ," 100 G  | 13,90 €/KG
"," 1,39 € ",2023-05-12 14:10:06
 Couve Chinesa - Embalagem 0.5 Kg ," 500 G  | 3,72 €/KG
"," 1,49 € ",2023-05-12 14:10:06
 Salsa Vaso ," 200 G  | 8,45 €/KG
"," 1,69 € ",2023-05-12 14:10:06
 Cebolinho Vaso ," 20 G  | 8,45 €/KG
"," 1,69 € ",2023-05-12 14:10:06
 Limão Igp - Embalagem 1 Kg ," 1 KG  | 2,19 €/KG
"," 2,19 € ",2023-05-12 14:10:06
 Agrião Pingo Doce - Embalagem 015 Kg ," 150 G  | 9,27 €/KG
"," 1,39 € ",2023-05-12 14:10:06
 Feijão Verde com Cenoura - Embalagem 0.4 Kg ," 400 G  | 6,23 €/KG
"," 2,49 € ",2023-05-12 14:10:06
 Mix Crocante Vitacress ," 250 G  | 7,96 €/KG
"," 1,99 € ",2023-05-12 14:10:06
 Salada Americana Vitacress ," 200 G  | 18,45 €/KG
"," 3,69 € ",2023-05-12 14:10:06
 Mirtilo - Embalagem 0.25 Kg ," 250 G  | 15,16 €/KG
"," 3,79 € ",2023-05-12 14:10:06
 Couva Roxa Ripada - Embalagem 0.2 Kg ," 200 G  | 4,95 €/KG
"," 0,99 € ",2023-05-12 14:10:06
