Name,Quantity,Price,Time scraped
 Bolachas Digestivas de Aveia McVitie's ," 300 G  | 6,63 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Polpa de Tomate Pingo Doce ," 500 G  | 1,98 €/KG
"," 0,99 € ",2023-05-12 18:26:22
 Cones de Milho Queijo e Bacon Pingo Doce ," 100 G  | 7,50 €/KG
"," 0,75 € ",2023-05-12 18:26:22
 Salsicha Hotdog Frasco Nobre - 8 un ," 8 UN  | 0,61 €/UNIDADE
"," 4,89 € ",2023-05-12 18:26:22
 Salsichas de Peru e Ervas Aromáticas Frasco Cuida-t+ Nobre - 4 un ," 4 UN  | 0,80 €/UNIDADE
"," 3,19 € ",2023-05-12 18:26:22
 Mostarda à l'Ancienne Maille ," 200 G  | 19,95 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Palmiers Finos e Crocantes Seleção Triunfo ," 100 G  | 16,90 €/KG
"," 1,69 € ",2023-05-12 18:26:22
 Bolachas Digestivas de Aveia e Chocolate McVitie's ," 300 G  | 6,97 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Cereais Aveia Original Nestlé Cheerios ," 300 G  | 13,30 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Molho para Salada de Mel e Mostarda Top Down Heinz ," 435 ML  | 11,47 €/LT
"," 4,99 € ",2023-05-12 18:26:22
 Salsichas de Aves Cocktail Frasco Nobre ," 190 G  | 15,74 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Salsicha de Aves Hotdog Frasco Nobre - 8 un ," 8 UN  | 0,61 €/UNIDADE
"," 4,89 € ",2023-05-12 18:26:22
 Café Cápsulas Forte Intensidade 12 L'Animo ," 20 UN  | 0,18 €/UNIDADE
"," 3,65 € ",2023-05-12 18:26:22
 Café Cápsulas Ristretto Intensidade 10 L'Animo ," 20 UN  | 0,18 €/UNIDADE
"," 3,65 € ",2023-05-12 18:26:22
 Caramelos de Fruta Pingo Doce ," 250 G  | 5,96 €/KG
"," 1,49 € ",2023-05-12 18:26:22
 Milho Doce Pingo Doce ," 340 G  | 3,24 €/KG
"," 1,15 € ",2023-05-12 18:26:22
 Tablete de Chocolate Branco Milka ," 100 G  | 17,40 €/KG
"," 1,74 € ",2023-05-12 18:26:22
 Salsicha Frankfurt Pingo Doce - 8 un ," 200 G  | 4,75 €/KG
"," 0,95 € ",2023-05-12 18:26:22
 Farinha com Cacau e Alfarroba Nestlé Pensal ," 250 G  | 11,56 €/KG
"," 2,89 € ",2023-05-12 18:26:22
 Pastilhas de Chocolate para Culinária Pantagruel ," 200 G  | 14,70 €/KG
"," 2,94 € ",2023-05-12 18:26:22
 Cereais Extra Frutas Kellogg's ," 375 G  | 11,71 €/KG
"," 4,39 € ",2023-05-12 18:26:22
 Leite de Coco Condensado Koala ," 320 G  | 9,19 €/KG
"," 2,94 € ",2023-05-12 18:26:22
 Manga Fatiada em Calda Koala ," 425 G  | 5,86 €/KG
"," 2,49 € ",2023-05-12 18:26:22
 Pastilha Elástica Senses Watermelon Sunrise Trident ," 3X23 G  | 40,43 €/KG
"," 2,79 € ",2023-05-12 18:26:22
 Pastilha Elástica Senses Rainforest Mint Trident ," 3X23 G  | 40,43 €/KG
"," 2,79 € ",2023-05-12 18:26:22
 Pastilha Elástica Trident Senses Berry Party ," 3X23 G  | 40,43 €/KG
"," 2,79 € ",2023-05-12 18:26:22
 Tablete de Chocolate de Leite com Avelãs Milka ," 100 G  | 17,40 €/KG
"," 1,74 € ",2023-05-12 18:26:22
 Chocolate de Culinária Pepitas 70% Pantagruel ," 200 G  | 17,25 €/KG
"," 3,45 € ",2023-05-12 18:26:22
 Polpa de Ananás Koala ," 565 G  | 5,29 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Palitos com Chocolate Dip Dip Bollycao ," 1 UN  | 1,69 €/UNIDADE
"," 1,69 € ",2023-05-12 18:26:22
 Marmelada para Fatiar Casa da Prisca ," 0,2 KG ~ 1 UN  | 10,79 €/KG
"," 10,79 €/Kg ",2023-05-12 18:26:22
 Pepitas de 100% Chocolate Pantagruel ," 200 G  | 20,45 €/KG
"," 4,09 € ",2023-05-12 18:26:22
 Molho Picante Chipotle Tabasco ," 60 ML  | 53,17 €/LT
"," 3,19 € ",2023-05-12 18:26:22
 Pimentão Doce Moído Pingo Doce ," 45 G  | 13,11 €/KG
"," 0,59 € ",2023-05-12 18:26:22
 Polpa de Tomate Manjericão e Orégãos Pingo Doce ," 500 G  | 2,58 €/KG
"," 1,29 € ",2023-05-12 18:26:22
 Polpa de Tomate Cebola e Alho Pingo Doce ," 500 ML  | 2,58 €/LT
"," 1,29 € ",2023-05-12 18:26:22
 Snack Crocante Amendoins Pistachios Pingo Doce ," 90 G  | 17,67 €/KG
"," 1,59 € ",2023-05-12 18:26:22
 Snack Crocante Amendoins Amêndoas Cajús Pingo Doce ," 90 G  | 17,67 €/KG
"," 1,59 € ",2023-05-12 18:26:22
 Bolsa de Fruta Maçã e Banana Hero Baby ," 100 G  | 9,90 €/KG
"," 0,99 € ",2023-05-12 18:26:22
 Maionese Light Top Down Pingo Doce ," 470 G  | 3,17 €/KG
"," 1,49 € ",2023-05-12 18:26:22
 Barras de Cereais Extra Amêndoas e Chocolate Kellogg's ," 4X32 G  | 31,17 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Barras de Cereais Extra Mel Kellogg's ," 4X32G  | 31,17 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Barras de Frutos Secos Amendoim Amêndoas Avelãs e Mel Pingo Doce ," 3X35 G  | 17,05 €/KG
"," 1,79 € ",2023-05-12 18:26:22
 Barras de Frutos Secos Amendoins Arandos Cajús e Amêndoas Pingo Doce ," 3X35 G  | 17,05 €/KG
"," 1,79 € ",2023-05-12 18:26:22
 Barras de Frutos Secos Amendoins Amêndoa Chocolate e Pistacho Pingo Doce ," 3X35 G  | 17,05 €/KG
"," 1,79 € ",2023-05-12 18:26:22
 Extra Fofos ," 300 G  | 3,30 €/KG
"," 0,99 € ",2023-05-12 18:26:22
 Cogumelos Laminados Compal da Horta ," 290 G  | 5,14 €/KG
"," 1,49 € ",2023-05-12 18:26:22
 Cocktail de Frutos Secos com Mel Eagle ," 75 G  | 26,53 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Barras de Cereais Corn Flakes Nacional ," 126 G  | 17,86 €/KG
"," 2,25 € ",2023-05-12 18:26:22
 Granulado Colorido Cimarrom ," 150 G  | 14,60 €/KG
"," 2,19 € ",2023-05-12 18:26:22
 Chocolate de Leite Pops Kitkat ," 110 G  | 27,18 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Barras de Cereais Frutos Secos e Caramelo Salgado Extra Kelloggs ," 4X32 G  | 33,25 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Cereais Extra Chocolate Leite Kelloggs ," 375 G  | 11,71 €/KG
"," 4,39 € ",2023-05-12 18:26:22
 Ervas de Provence Bio Margão ," 16 G  | 143,13 €/KG
"," 2,29 € ",2023-05-12 18:26:22
 Café Cápsulas Aromático Intensidade 12 Delta Q Chave D'Ouro ," 10 UN  | 0,19 €/UNIDADE
"," 1,89 € ",2023-05-12 18:26:22
 Café Cápsulas Prestígio Intensidade 9 Delta Q Chave D'Ouro ," 10 UN  | 0,19 €/UNIDADE
"," 1,89 € ",2023-05-12 18:26:22
 Pepitas de Chocolate Negro Bio Vahiné ," 100 G  | 55,90 €/KG
"," 5,59 € ",2023-05-12 18:26:22
 Coco Ralado Bio Vahiné ," 115 G  | 46,87 €/KG
"," 5,39 € ",2023-05-12 18:26:22
 Fermento de Padeiro Bio Vahiné ," 4X4.5 G  | 177,22 €/KG
"," 3,19 € ",2023-05-12 18:26:22
 Fermento em Pó Bio Vahiné ," 5X7 G  | 111,14 €/KG
"," 3,89 € ",2023-05-12 18:26:22
 Folhas de Gelatina Bio Vahiné ," 6 UN  | 0,27 €/UNIDADE
"," 2,69 € ",2023-05-12 18:26:22
 Curcuma Bio Margão ," 42 G  | 85,48 €/KG
"," 3,59 € ",2023-05-12 18:26:22
 Amêndoas Laminadas Bio Vahiné ," 100 G  | 65,90 €/KG
"," 6,59 € ",2023-05-12 18:26:22
 Agar-Agar Bio Vahiné ," 8 G  | 561,25 €/KG
"," 4,49 € ",2023-05-12 18:26:22
 Café Cápsulas Kenya 09 Nespresso L'Animo ," 10 UN  | 0,23 €/UNIDADE
"," 2,29 € ",2023-05-12 18:26:22
 Café Cápsulas Intenso e Vivo 11 Nespresso L'Animo ," 10 UN  | 0,20 €/UNIDADE
"," 1,99 € ",2023-05-12 18:26:22
 Descafeinado Cápsulas Denso e Vibrante 08 Nespresso L'Animo ," 10 UN  | 0,20 €/UNIDADE
"," 1,99 € ",2023-05-12 18:26:22
 Café Cápsulas Exótico e Surpreendente Colômbia 08 Nespresso L'Animo ," 10 UN  | 0,23 €/UNIDADE
"," 2,29 € ",2023-05-12 18:26:22
 Chocolate de Leite Mini Kitkat ," 200 G  | 11,95 €/KG
"," 2,39 € ",2023-05-12 18:26:22
 Salicórnia Mix para Massas Qampo ," 50 G  | 81,80 €/KG
"," 4,09 €  5,49 € ",2023-05-12 18:26:22
 Salicórnia 100% Qampo ," 45 G  | 116,44 €/KG
"," 5,24 €  6,99 € ",2023-05-12 18:26:22
 Açúcar Baunilhado Bio Vahiné ," 7X5 G  | 159,71 €/KG
"," 5,59 € ",2023-05-12 18:26:22
 Caldo de Carne Pingo Doce - 24 un ," 24 UN  | 0,05 €/UNIDADE
"," 1,29 € ",2023-05-12 18:26:22
 Caldo de Galinha Pingo Doce - 24 un ," 24 UN  | 0,05 €/UNIDADE
"," 1,29 € ",2023-05-12 18:26:22
 Ervilhas e Cenouras Bonduelle ," 3X200 G  | 6,48 €/KG
"," 3,89 € ",2023-05-12 18:26:22
 Chá Verde Twinings ," 25 UN  | 0,15 €/UNIDADE
"," 3,79 € ",2023-05-12 18:26:22
 Vinagre Vinho Branco Peninsular ," 250 ML  | 2,64 €/LT
"," 0,66 € ",2023-05-12 18:26:22
 Bolachas de Manteiga Belga Pingo Doce ," 250 G  | 7,40 €/KG
"," 1,85 € ",2023-05-12 18:26:22
 Tablete de Chocolate de Leite Chocobol Milka ," 300 G  | 14,63 €/KG
"," 4,39 € ",2023-05-12 18:26:22
 Cereais Chocorice Pingo Doce ," 375 G  | 4,77 €/KG
"," 1,79 € ",2023-05-12 18:26:22
 Legumes Primavera Bonduelle ," 3X200 G  | 6,40 €/KG
"," 3,84 € ",2023-05-12 18:26:22
 Bolachas Digestive com Cobertura de Chocolate Pingo Doce ," 300 G  | 4,63 €/KG
"," 1,39 € ",2023-05-12 18:26:22
 Snack Chocolate Mini Bueno Kinder ," 18 UN  | 0,14 €/UNIDADE
"," 2,49 € ",2023-05-12 18:26:22
 Mistura Solúvel Chicória e Café Delta ," 250 G  | 30,76 €/KG
"," 7,69 € ",2023-05-12 18:26:22
 Ovo Joy Kinder ," 60 G  | 64,83 €/KG
"," 3,89 € ",2023-05-12 18:26:22
 Salsicha Mini Cocktail de Aves Lata Nobre ," 180 G  | 12,17 €/KG
"," 2,19 € ",2023-05-12 18:26:22
 Favas de Soja Edamane Bonduelle ," 2X80 G  | 17,13 €/KG
"," 2,74 € ",2023-05-12 18:26:22
 Milho Doce Bonduelle ," 3X75 G  | 12,18 €/KG
"," 2,74 € ",2023-05-12 18:26:22
 Ervilhas Bonduelle - Pack 3 ," 3X75 G  | 12,18 €/KG
"," 2,74 € ",2023-05-12 18:26:22
 Barras de Chocolate Mini Kinder ," 20 UN  | 0,12 €/UNIDADE
"," 2,49 € ",2023-05-12 18:26:22
 Salsicha de Peru Lata Cuida-t+ Nobre - 8 un ," 350 G  | 6,26 €/KG
"," 2,19 € ",2023-05-12 18:26:22
 Salsichas de Frango Cuida-t+ Nobre - 8 un ," 8 UN  | 0,27 €/UNIDADE
"," 2,19 € ",2023-05-12 18:26:22
 Tempero Líquido 100% Vegetal Maggi ," 101 ML  | 29,60 €/LT
"," 2,99 € ",2023-05-12 18:26:22
 Hambúrguer de Atum Bom Petisco ," 2X75 G  | 27,27 €/KG
"," 4,09 € ",2023-05-12 18:26:22
 Tablete de Chocolate Caramelo e Avelãs Xtreme Extrafino Nestlé ," 87 G  | 18,28 €/
"," 1,59 € ",2023-05-12 18:26:22
 Café Cápsulas Colômbia Intensidade 8 L'Animo ," 20 UN  | 0,19 €/UNIDADE
"," 3,75 € ",2023-05-12 18:26:22
 Bolachas Sprits Pingo Doce ," 400 G  | 4,73 €/KG
"," 1,89 € ",2023-05-12 18:26:22
 Atum em Tomate Bio Bom Petisco ," 120 G  | 17,42 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Ervilhas sem Açúcar Bonduelle - Pack 3 ," 3X200 G  | 6,65 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Chá Verde com Gengibre Twinnings ," 25 UN  | 0,16 €/UNIDADE
"," 3,99 € ",2023-05-12 18:26:22
 Salsichas de Peru e Ervas Aromáticas Lata Cuida-t+ Nobre - 8 un ," 8 UN  | 0,30 €/UNIDADE
"," 2,39 € ",2023-05-12 18:26:22
" Bolsa de Fruta Manga, Pêra e Aveia Smoothie Corny "," 120 G  | 14,08 €/KG
"," 1,69 € ",2023-05-12 18:26:22
 Cereais de Mel Crunchy Nestlé Nat ," 300 G  | 11,97 €/KG
"," 3,59 € ",2023-05-12 18:26:22
 Achocolatado em Pó Intenso Suchard Express ," 500 G  | 13,18 €/KG
"," 6,59 € ",2023-05-12 18:26:22
 Sortido de Bolachas Dulcissi ," 400 G  | 5,73 €/KG
"," 2,29 € ",2023-05-12 18:26:22
 Leite Condensado Cozido Pingo Doce ," 385 G  | 4,65 €/KG
"," 1,79 € ",2023-05-12 18:26:22
 Coentros em Folha Pingo Doce ," 7 G  | 98,57 €/KG
"," 0,69 € ",2023-05-12 18:26:22
 Azeitonas Verdes com Pimento Pingo Doce ," 200 G  | 5,45 €/KG
"," 1,09 € ",2023-05-12 18:26:22
 Cereais Farelo de Trigo Pingo Doce ," 500 G  | 3,98 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Barritas de Chocolate de Leite ChocoKid Pingo Doce ," 200 G  | 9,45 €/KG
"," 1,89 € ",2023-05-12 18:26:22
 Cominhos Moídos Pingo Doce ," 45 G  | 19,78 €/KG
"," 0,89 € ",2023-05-12 18:26:22
 Salsa em Folha Pingo Doce ," 8 G  | 48,75 €/KG
"," 0,39 € ",2023-05-12 18:26:22
 Bolsa de Fruta Manga com Iogurte Pingo Doce ," 90 G  | 8,78 €/KG
"," 0,79 € ",2023-05-12 18:26:22
 Barras de Chocolate Kinder ," 100 G  | 18,90 €/KG
"," 1,89 € ",2023-05-12 18:26:22
 Lentilhas Cozidas Pingo Doce ," 540 G  | 1,65 €/KG
"," 0,89 € ",2023-05-12 18:26:22
 Pastilha Elástica Senses Melão Trident ," 23 G  | 43,04 €/KG
"," 0,99 € ",2023-05-12 18:26:22
 Café Cápsulas Forte e Aromático 12 Nespresso L'Animo ," 10 UN  | 0,20 €/UNIDADE
"," 1,99 € ",2023-05-12 18:26:22
 Café Cápsulas Ristretto 10 Nespresso L'Animo ," 10 UN  | 0,20 €/UNIDADE
"," 1,99 € ",2023-05-12 18:26:22
 Chupa Flavour Playlist XXL Chupa Chups ," 29 G  | 22,07 €/KG
"," 0,64 € ",2023-05-12 18:26:22
 Mostarda Dijon Original Maille ," 215 G  | 18,56 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Barras de Chocolate Maxi Kinder ," 126 G  | 18,97 €/KG
"," 2,39 € ",2023-05-12 18:26:22
 Gelatina Light Ananás Royal ," 31 G  | 67,42 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Bolachas Cracker Table Water Carr's ," 125 G  | 0,02 €/KG
"," 2,79 € ",2023-05-12 18:26:22
 Molho Mostarda com Mel Paladin ," 250 ML  | 10,56 €/LT
"," 2,64 € ",2023-05-12 18:26:22
 Açúcar Branco Fino para Pastelaria Sidul ," 1 KG  | 1,79 €/KG
"," 1,79 € ",2023-05-12 18:26:22
 Chocolate para Culinária 70% de Cacau Pantagruel ," 200 G  | 14,20 €/KG
"," 2,84 € ",2023-05-12 18:26:22
 Cereais de Mel Nestlé Nestlé Nestum ," 300 G  | 9,97 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Bolachas de Água e Sal Gullón ," 200 G  | 3,95 €/KG
"," 0,79 € ",2023-05-12 18:26:22
 Molho de Orégãos e Azeitonas Paladin ," 250 ML  | 9,52 €/LT
"," 2,38 € ",2023-05-12 18:26:22
 Gelatina Light Mirtilo Royal ," 31 G  | 67,42 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Açúcar Mascavado Sidul ," 500 G  | 3,58 €/KG
"," 1,79 € ",2023-05-12 18:26:22
 Molho Pitta Paladin ," 250 ML  | 9,52 €/LT
"," 2,38 € ",2023-05-12 18:26:22
 Creme de Chocolate e Avelã Major Cream ," 750 G  | 4,39 €/KG
"," 3,29 € ",2023-05-12 18:26:22
 Molho de Soja Kikkoman ," 150 ML  | 29,93 €/LT
"," 4,49 € ",2023-05-12 18:26:22
 Macadâmias Pingo Doce ," 125 G  | 27,92 €/KG
"," 3,49 € ",2023-05-12 18:26:22
 Louro em Folha Pingo Doce ," 7 G  | 70,00 €/KG
"," 0,49 € ",2023-05-12 18:26:22
 Batatas Fritas Ketchup Pingo Doce ," 170 G  | 7,29 €/KG
"," 1,24 € ",2023-05-12 18:26:22
 Iogurte Saqueta de Banana Pingo Doce ," 90 G  | 8,78 €/KG
"," 0,79 € ",2023-05-12 18:26:22
 Bolsa de Iogurte com Morango Banana Pingo Doce ," 90 G  | 8,78 €/KG
"," 0,79 € ",2023-05-12 18:26:22
 Pimenta 5 Bagas com Moinho Pingo Doce ," 35 G  | 45,43 €/KG
"," 1,59 € ",2023-05-12 18:26:22
 Creme Nutella ," 200 G  | 12,45 €/KG
"," 2,49 € ",2023-05-12 18:26:22
 Molho de Alho Pingo Doce ," 250 ML  | 5,16 €/LT
"," 1,29 € ",2023-05-12 18:26:22
 Cereais de Avelã Cacau e Baunilha Cerellin Simplu ," 300 G  | 29,83 €/KG
"," 8,95 € ",2023-05-12 18:26:22
 Cereais de Caramelo Noz Pecan e Maçã Cerellin Simplu ," 300 G  | 29,83 €/KG
"," 8,95 € ",2023-05-12 18:26:22
 Cereais de Framboesa Pistachio e Chocolate Branco Cerellin Simplu ," 300 G  | 29,83 €/KG
"," 8,95 € ",2023-05-12 18:26:22
 Biscoitos de Cacau e Limão A Fornada Dulcissi ," 400 G  | 4,98 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Gelatina Light Morango Royal ," 31 G  | 67,42 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Bolachas Crackers Melts Cheese Carr's ," 150 G  | 19,27 €/KG
"," 2,89 € ",2023-05-12 18:26:22
 Gelatina Light Frutos Tropicais Royal ," 31 G  | 67,42 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Molho Vinagrete Paladin ," 250 ML  | 8,28 €/LT
"," 2,07 € ",2023-05-12 18:26:22
 Molho Agridoce Paladin ," 250 ML  | 9,80 €/LT
"," 2,45 € ",2023-05-12 18:26:22
 Molho de Alho Frito Paladin ," 250 ML  | 9,52 €/LT
"," 2,38 € ",2023-05-12 18:26:22
 Molho de Iogurte e Hortelã Paladin ," 250 ML  | 9,52 €/LT
"," 2,38 € ",2023-05-12 18:26:22
 Açúcar Moreno Intenso Sidul ," 500 G  | 3,38 €/KG
"," 1,69 € ",2023-05-12 18:26:22
 Gelatina Light Melancia Royal ," 31 G  | 67,42 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Gelatina Light Limão Royal ," 31 G  | 67,42 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Bolsa de Fruta Maçã Gogo Squeez ," 90 G  | 11,56 €/KG
"," 1,04 € ",2023-05-12 18:26:22
 Bolsa de Fruta Maçã e Banana Gogo Squeez ," 90 G  | 11,56 €/KG
"," 1,04 € ",2023-05-12 18:26:22
 Bolsa de Fruta Maçã Morango Gogo Squeez ," 90 G  | 11,56 €/KG
"," 1,04 € ",2023-05-12 18:26:22
 Tempero Segredos Alho e Salsa Margão ," 43 G  | 67,21 €/KG
"," 2,89 € ",2023-05-12 18:26:22
 Gelatina Frutos do Bosque Royal ," 31 G  | 67,42 €/KG
"," 2,09 € ",2023-05-12 18:26:22
 Bolsa de Fruta Maçã e Pêssego Gogo Squeez ," 90 G  | 11,56 €/KG
"," 1,04 € ",2023-05-12 18:26:22
 Açúcar Amarelo Pingo Doce ," 1 KG  | 1,59 €/KG
"," 1,59 € ",2023-05-12 18:26:22
 Açúcar Branco Granulado Sidul ," 1 KG  | 1,69 €/KG
"," 1,69 € ",2023-05-12 18:26:22
 Tablete de Chocolate para Culinária 85% Cacau Pantagruel ," 200 G  | 14,95 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Barras de Cereais com Bolas de Chocolate Pingo Doce ," 6X25  | 11,27 €/KG
"," 1,69 € ",2023-05-12 18:26:22
 Barras de Cereais Gold & Crash Pingo Doce ," 6X25 G  | 11,27 €/KG
"," 1,69 € ",2023-05-12 18:26:22
 Sardinhas em Caldeirada Vasco da Gama ," 120 G  | 9,50 €/KG
"," 1,14 € ",2023-05-12 18:26:22
 Sardinha em Escabeche Vasco da Gama ," 120 G  | 9,50 €/KG
"," 1,14 € ",2023-05-12 18:26:22
 Sardinha em Óleo Bom Petisco ," 120 G  | 11,83 €/KG
"," 1,42 € ",2023-05-12 18:26:22
 Sardinha em Azeite Bom Petisco ," 120 G  | 12,67 €/KG
"," 1,52 € ",2023-05-12 18:26:22
 Sardinha em Tomate Picante Bom Petisco ," 120 G  | 11,83 €/KG
"," 1,42 € ",2023-05-12 18:26:22
 Sardinha em Tomate Bom Petisco ," 120 G  | 11,83 €/KG
"," 1,42 € ",2023-05-12 18:26:22
 Sardinha em Óleo Picante Bom Petisco ," 120 G  | 11,83 €/KG
"," 1,42 € ",2023-05-12 18:26:22
 Granola Delícia de Caramelo Pingo Doce ," 500 G  | 5,38 €/KG
"," 2,69 € ",2023-05-12 18:26:22
 Palitos de Champanhe Pingo Doce ," 400 G  | 4,98 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Goiabada Predilecta ," 500 G  | 5,98 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Sardinha sem Espinha e sem Pele Bom Petisco ," 120 G  | 23,33 €/KG
"," 2,80 € ",2023-05-12 18:26:22
 Chocolate de Leite para Culinária Pantagruel ," 200 G  | 13,95 €/KG
"," 2,79 € ",2023-05-12 18:26:22
 Chocolate para Culinária Pantagruel ," 200 G  | 8,95 €/KG
"," 1,79 € ",2023-05-12 18:26:22
 Miolo de Pinhão Pingo Doce ," 100 G  | 99,90 €/KG
"," 9,99 € ",2023-05-12 18:26:22
 Caju Frito com Piri-piri Pingo Doce ," 200 G  | 15,95 €/KG
"," 3,19 € ",2023-05-12 18:26:22
 Levedura Fresca Original ," 2X25 G  | 13,00 €/KG
"," 0,65 € ",2023-05-12 18:26:22
 Pistachios Torrados com Sal Eagle ," 75 G  | 34,53 €/KG
"," 2,59 € ",2023-05-12 18:26:22
 Miolo de Amêndoa Torrada sem Pele Pingo Doce ," 50 G  | 19,80 €/KG
"," 0,99 € ",2023-05-12 18:26:22
 Amendoim com Casca Torrado Pingo Doce ," 500 G  | 3,98 €/KG
"," 1,99 € ",2023-05-12 18:26:22
 Miolo de Castanha do Brasil Pingo Doce ," 200 G  | 14,95 €/KG
"," 2,99 € ",2023-05-12 18:26:22
 Miolo de Amendoim com Mel e Sal Pingo Doce ," 200 G  | 6,75 €/KG
"," 1,35 € ",2023-05-12 18:26:22
 Mix Caju Avelã Amendoim Torrados Pingo Doce ," 50 G  | 19,80 €/KG
"," 0,99 € ",2023-05-12 18:26:22
 Mix Caju Natural & Arandos Pingo Doce ," 50 G  | 19,80 €/KG
"," 0,99 € ",2023-05-12 18:26:22
 Alperce Seco sem Caroço Pingo Doce ," 150 G  | 8,60 €/KG
"," 1,29 € ",2023-05-12 18:26:22
 Bolachas de Milho Gran Pavesi ," 150 G  | 23,27 €/KG
"," 3,49 € ",2023-05-12 18:26:22
 Bolsa de Fruta Maçã e Pêra Gogo Squeez ," 90 G  | 11,56 €/KG
"," 1,04 € ",2023-05-12 18:26:22
 Bolsa de Fruta Maçã e Manga Gogo Squeez ," 90 G  | 11,56 €/KG
"," 1,04 € ",2023-05-12 18:26:22
 Tablete Chocolate Dairy Milk Wholenut Cadbury ," 180 G  | 22,17 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Tablete Chocolate Dairy Milk Fruit & Nut Cadbury ," 180 G  | 22,17 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Tablete Chocolate Dairy Milk Cadbury ," 180 G  | 22,17 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Bolachas com Recheio de Caramelo Twix ," 144 G  | 27,01 €/KG
"," 3,89 € ",2023-05-12 18:26:22
 Tablete de Chocolate Crunchie Bits Cadbury ," 180 G  | 22,17 €/KG
"," 3,99 € ",2023-05-12 18:26:22
 Cogumelos Laminados Pingo Doce ," 355 G  | 3,35 €/KG
"," 1,19 € ",2023-05-12 18:26:22
 Bolachas Cookies & Cream Pingo Doce - 5 un ," 5X44 G  | 5,86 €/KG
"," 1,29 € ",2023-05-12 18:26:22
 Tablete de Chocolate Confetti Milka ," 100 G  | 17,40 €/KG
"," 1,74 € ",2023-05-12 18:26:22
 Coco Desidratado Laminado Frutop ," 150 G  | 12,60 €/KG
"," 1,89 € ",2023-05-12 18:26:22
 Molho de Soja Kikkoman ," 150 ML  | 21,27 €/LT
"," 3,19 € ",2023-05-12 18:26:22
 Tablete de Chocolate para Culinária com Adoçante Stevia Pantagruel ," 200 G  | 15,45 €/KG
"," 3,09 € ",2023-05-12 18:26:22
 Sardinha em Óleo Vasco da Gama ," 120 G  | 9,50 €/KG
"," 1,14 € ",2023-05-12 18:26:22
 Sardinha em Óleo Picante Vasco da Gama ," 120 G  | 9,50 €/KG
"," 1,14 € ",2023-05-12 18:26:22
 Sardinha em Tomate Vasco da Gama ," 120 G  | 9,50 €/KG
"," 1,14 € ",2023-05-12 18:26:22
 Sardinha em Tomate Picante Vasco da Gama ," 120 G  | 9,50 €/KG
"," 1,14 € ",2023-05-12 18:26:22
 Molho de Soja Menos Sal Kikkoman ," 150 ML  | 29,93 €/LT
"," 4,49 € ",2023-05-12 18:26:22
 Molho de Coentros e Alho Paladin ," 250 ML  | 9,52 €/LT
"," 2,38 € ",2023-05-12 18:26:22
 Molho de Iogurte Paladin ," 250 ML  | 9,52 €/LT
"," 2,38 € ",2023-05-12 18:26:22
 Molho Mil Ilhas Paladin ," 250 ML  | 9,52 €/LT
"," 2,38 € ",2023-05-12 18:26:22
 Molho Teriyaki Kikkoman ," 250 ML  | 20,36 €/LT
"," 5,09 € ",2023-05-12 18:26:22
 Alho Moído Bio Margão ," 52 G  | 74,81 €/KG
"," 3,89 € ",2023-05-12 18:26:22
 Pimenta Preta Moída Bio Margão ," 43 G  | 85,81 €/KG
"," 3,69 € ",2023-05-12 18:26:22
 Pistachios Torrados e Salgados Pingo Doce ," 150 G  | 14,93 €/KG
"," 2,24 € ",2023-05-12 18:26:22
 Cereais Linha Pingo Doce ," 500 G  | 4,30 €/KG
"," 2,15 € ",2023-05-12 18:26:22
 Milho Frito com Sal Pingo Doce ," 150 G  | 5,93 €/KG
"," 0,89 € ",2023-05-12 18:26:22
 Bebida com Cereais e Café Pingo Doce ," 200 G  | 11,45 €/KG
"," 2,29 € ",2023-05-12 18:26:22
