,Time scraped,Category,Name,Amount,Units,List_Price,Price_per_unit_of_measure,Currency
1712,2023-05-12 18:26:22,mercearia, Rebuçados Penha Recheio de Mel ,0.25,KG,2.99,11.96,€
1713,2023-05-12 18:26:22,mercearia, Café Cápsulas Intenso 10 Buondi ,30.0,UN,11.49,0.38,€
1714,2023-05-12 18:26:22,mercearia, Maçã Desidratada em Pó Pingo Doce ,0.17,KG,2.99,17.59,€
1715,2023-05-12 18:26:22,mercearia, Noz Moscada com Moinho Margão ,0.03,KG,4.49,149.67,€
1716,2023-05-12 18:26:22,mercearia, Rebuçados de Mentol Mouro ,0.25,KG,2.19,8.76,€
1717,2023-05-12 18:26:22,mercearia, Infusão Camomila Lipton ,10.0,UN,1.14,0.11,€
1718,2023-05-12 18:26:22,mercearia, Descafeinado Solúvel Pingo Doce ,0.1,KG,1.99,19.9,€
1719,2023-05-12 18:26:22,mercearia, Café Solúvel Pingo Doce ,0.1,KG,1.99,19.9,€
1720,2023-05-12 18:26:22,mercearia, Caramelos de Fruta Penha ,0.1,KG,1.5,15.0,€
1721,2023-05-12 18:26:22,mercearia, Fermento Royal ,0.113,KG,1.89,16.73,€
1722,2023-05-12 18:26:22,mercearia, Fermento Royal ,0.226,KG,3.59,15.88,€
1723,2023-05-12 18:26:22,mercearia, Farinha sem Fermento Tipo 65 Espiga ,1.0,KG,1.89,1.89,€
1724,2023-05-12 18:26:22,mercearia, Sopa de Espargos Knorr ,0.07,KG,2.29,32.71,€
1725,2023-05-12 18:26:22,mercearia, Chocolate Leite Toblerone ,0.1,KG,2.99,29.9,€
1726,2023-05-12 18:26:22,mercearia, Chocolate Branco Toblerone ,0.1,KG,2.99,29.9,€
1727,2023-05-12 18:26:22,mercearia, Snack de Chocolate Leite Toblerone ,0.2,KG,4.99,24.95,€
1728,2023-05-12 18:26:22,mercearia, Amendoim Torrado com Casca Frutorra ,1.0,KG,3.99,3.99,€
1729,2023-05-12 18:26:22,mercearia, Amêndoa com Pele Torrada Frutorra ,0.15,KG,2.99,19.93,€
1730,2023-05-12 18:26:22,mercearia, Café Torrado Moído Moagem Universal Tradição Sical ,0.25,KG,3.99,15.96,€
1731,2023-05-12 18:26:22,mercearia, Vinagre de Vinho Branco Paladin ,0.5,L,1.47,2.94,€
1732,2023-05-12 18:26:22,mercearia, Vinagre de Sidra Paladin ,0.5,L,1.43,2.86,€
1733,2023-05-12 18:26:22,mercearia, Amendoim com Mel Eagle ,0.25,KG,4.19,16.76,€
1734,2023-05-12 18:26:22,mercearia, Pasta Big Pot Carbonara Knorr ,0.092,KG,2.94,31.96,€
1735,2023-05-12 18:26:22,mercearia, Pasta Pot Big Bolonhesa Knorr ,0.088,KG,2.94,33.41,€
1736,2023-05-12 18:26:22,mercearia, Cereais de Chocolate Nestlé Nestum ,0.25,KG,2.89,11.56,€
1737,2023-05-12 18:26:22,mercearia, Galão Cápsulas Pingo Doce ,10.0,UN,2.69,0.27,€
1738,2023-05-12 18:26:22,mercearia, Cereais de Bolacha Maria Nestlé Nestum ,0.25,KG,2.89,11.56,€
1739,2023-05-12 18:26:22,mercearia, Rebuçados Mentol Nazaré ,0.25,KG,1.99,7.96,€
1740,2023-05-12 18:26:22,mercearia, Noodles Atração de Queijo Knorr ,0.061,KG,1.54,25.25,€
1741,2023-05-12 18:26:22,mercearia, Noodles Tentação de Galinha Knorr ,0.061,KG,1.54,25.25,€
1742,2023-05-12 18:26:22,mercearia, Chocolate Beijos de Morango Samba ,0.1,KG,1.14,11.4,€
1743,2023-05-12 18:26:22,mercearia, Pastilha Elástica White Spearmint Trident ,0.058,KG,2.79,48.1,€
1744,2023-05-12 18:26:22,mercearia, Chupa-Chups Mini ,35.0,UN,4.69,0.13,€
1745,2023-05-12 18:26:22,mercearia, Caramelos de Fruta Penha ,0.5,KG,5.8,11.6,€
1746,2023-05-12 18:26:22,mercearia, Snack Mini Rolls com Cacau Balconi - 6 un ,0.18,KG,1.49,8.28,€
1747,2023-05-12 18:26:22,mercearia, Cereais Cruesli 4 Nuts Quaker ,0.375,KG,4.99,13.31,€
1748,2023-05-12 18:26:22,mercearia, Cereais Cruesli Chocolate Quaker ,0.375,KG,4.99,13.31,€
1749,2023-05-12 18:26:22,mercearia, Creme à Base de Vinagre Balsâmico Paladin ,0.25,L,2.09,8.36,€
1750,2023-05-12 18:26:22,mercearia, Batatas Fritas Onduladas Originais Ruffles ,0.265,KG,2.99,11.28,€
1751,2023-05-12 18:26:22,mercearia, Rebuçados de Mentol e Eucalipto S. Xavier ,0.1,KG,1.09,10.9,€
1752,2023-05-12 18:26:22,mercearia, Tomate Passata Rústica Cirio ,0.68,KG,2.79,4.1,€
1753,2023-05-12 18:26:22,mercearia, Pastilha Elástica Fruit Morango Trident ,0.058,KG,2.79,48.1,€
1754,2023-05-12 18:26:22,mercearia, Pastilha Elástica Fresh Spearmint Trident ,0.058,KG,2.79,48.1,€
1755,2023-05-12 18:26:22,mercearia, Creme de Marisco Receita Económica Knorr ,0.06,KG,1.59,26.5,€
1756,2023-05-12 18:26:22,mercearia, Gomas Favoritos Classic Haribo ,0.09,KG,1.29,14.33,€
1757,2023-05-12 18:26:22,mercearia, Sultana Orange Frutorra ,0.25,KG,1.49,5.96,€
1758,2023-05-12 18:26:22,mercearia, Sopa Rabo de Boi Receita Económica Knorr ,0.06,KG,1.59,26.5,€
1759,2023-05-12 18:26:22,mercearia, Tablete de Chocolate 70% Caramelo e Sal Passion Lindor Lindt ,0.1,KG,3.69,36.9,€
1760,2023-05-12 18:26:22,mercearia, Tablete de Chocolate 70% e Framboesa Passion Lindor Lindt ,0.1,KG,3.69,36.9,€
1761,2023-05-12 18:26:22,mercearia, Farinha de Centeio Espiga ,0.5,KG,1.59,3.18,€
1762,2023-05-12 18:26:22,mercearia, Rebuçados de Café Nazaré ,0.25,KG,2.09,8.36,€
1763,2023-05-12 18:26:22,mercearia, Pastilha Elástica Fruit Frutos Silvestres Trident ,0.058,KG,2.79,48.1,€
1764,2023-05-12 18:26:22,mercearia, Molho de Alho Heinz ,0.22,L,2.99,13.59,€
1765,2023-05-12 18:26:22,mercearia, Folhas de Gelatina Jerónimos ,0.009,KG,0.94,104.44,€
1766,2023-05-12 18:26:22,mercearia, Molho de Caril e Manga Heinz ,0.22,L,2.99,13.59,€
1767,2023-05-12 18:26:22,mercearia, Molho de Churrasco Heinz ,0.22,L,2.99,13.59,€
1768,2023-05-12 18:26:22,mercearia, Molho Coktail Heinz ,0.22,L,2.99,13.59,€
1769,2023-05-12 18:26:22,mercearia, Sardinha Filete em Azeite Ramirez ,0.1,KG,2.09,20.9,€
1770,2023-05-12 18:26:22,mercearia, Sardinha Filete sem Espinha em Molho Rico Tomate Ramirez ,0.1,KG,1.99,19.9,€
1771,2023-05-12 18:26:22,mercearia, Caramelos de Leite Penha ,0.25,KG,2.99,11.96,€
1772,2023-05-12 18:26:22,mercearia, Snack de Chocolate Leite Toblerone ,0.36,KG,7.99,22.19,€
1773,2023-05-12 18:26:22,mercearia, Café Grão Lote Gold Supreme ,1.0,KG,8.39,8.39,€
1774,2023-05-12 18:26:22,mercearia, Schoko-Bons Kinder ,0.046,KG,1.19,25.87,€
1775,2023-05-12 18:26:22,mercearia, Café Cápsulas Ristretto Ardenza 11 Nescafé Dolce Gusto ,30.0,UN,11.49,0.38,€
1776,2023-05-12 18:26:22,mercearia, Vinagre de Arroz Paladin ,0.2,L,1.49,7.45,€
1777,2023-05-12 18:26:22,mercearia, Chocolate de Leite e Caramelo Chunky Kitkat ,0.0435,KG,1.1,32.35,€
1778,2023-05-12 18:26:22,mercearia, Tablete de Chocolate e Cookie M&M's ,0.165,KG,3.39,20.55,€
1779,2023-05-12 18:26:22,mercearia, Chupa Strawberry Love Chupa Chups ,0.12,KG,3.49,29.08,€
1780,2023-05-12 18:26:22,mercearia, Bolachas com Pepitas de Chocolate Milka ,0.135,KG,2.29,16.96,€
1781,2023-05-12 18:26:22,mercearia, Mix Frutos Secos com Chocolate Seeberger ,0.15,KG,4.29,28.6,€
1782,2023-05-12 18:26:22,mercearia, Barras de Cereais Corn Flakes Nestlé Go Free ,0.088,KG,1.87,21.25,€
1783,2023-05-12 18:26:22,mercearia, Ameixa Seca Seeberger ,0.2,KG,4.69,23.45,€
1784,2023-05-12 18:26:22,mercearia, Nozes de Macadâmia Seeberger ,0.125,KG,6.59,0.05,€
1785,2023-05-12 18:26:22,mercearia, Sultana Preta Seeberger ,0.2,KG,2.24,11.2,€
1786,2023-05-12 18:26:22,mercearia, Estragão Embalado ,0.02,KG,1.49,74.5,€
1787,2023-05-12 18:26:22,mercearia, Alecrim Embalado ,0.04,KG,1.49,37.25,€
1788,2023-05-12 18:26:22,mercearia, Café Moido Torrado Manizales Sical ,0.22,KG,4.49,20.41,€
1789,2023-05-12 18:26:22,mercearia, Noodles Teriyaki Maggi ,0.13,KG,2.29,17.62,€
1790,2023-05-12 18:26:22,mercearia, Noodles India Maggi ,0.118,KG,2.29,19.41,€
1791,2023-05-12 18:26:22,mercearia, Bombons Raffaello ,3.0,UN,1.39,0.46,€
1792,2023-05-12 18:26:22,mercearia, Banana às Rodelas Seeberger ,0.15,KG,2.24,14.93,€
1793,2023-05-12 18:26:22,mercearia, Fava Frita com Sal Frutorra ,0.15,KG,1.14,7.6,€
1794,2023-05-12 18:26:22,mercearia, Castanha do Maranhão Frutorra ,0.05,KG,0.99,19.8,€
1795,2023-05-12 18:26:22,mercearia, Miolo de Noz Frutorra ,0.035,KG,0.99,28.29,€
1796,2023-05-12 18:26:22,mercearia, Mistura de Frutos Secos Natural Frutorra ,0.045,KG,0.99,22.0,€
1797,2023-05-12 18:26:22,mercearia, Molho para Bolonhesa Pingo Doce ,0.34,KG,1.39,4.09,€
1798,2023-05-12 18:26:22,mercearia, Chocolate com Caramelo e Nougat Pingo Doce ,0.35,KG,1.89,5.4,€
1799,2023-05-12 18:26:22,mercearia, Doce de Frutos Silvestres Pingo Doce ,0.355,KG,1.69,4.76,€
1800,2023-05-12 18:26:22,mercearia, Chocolate Chocopintas Pingo Doce ,0.2,KG,1.59,7.95,€
1801,2023-05-12 18:26:22,mercearia, Rebuçados de Ice Tea + Teine Halls ,0.032,KG,0.94,29.37,€
1802,2023-05-12 18:26:22,mercearia, Doce de Cereja Pingo Doce ,0.355,KG,1.69,4.76,€
1803,2023-05-12 18:26:22,mercearia, Noz Moscada Moída Pingo Doce ,0.045,KG,1.15,25.56,€
1804,2023-05-12 18:26:22,mercearia, Caril Pingo Doce ,0.046,KG,0.69,15.0,€
1805,2023-05-12 18:26:22,mercearia, Grão Compal da Horta ,0.845,KG,1.99,2.36,€
1806,2023-05-12 18:26:22,mercearia, Feijão Preto Compal da Horta ,0.845,KG,1.99,2.36,€
1807,2023-05-12 18:26:22,mercearia, Feijão Branco Compal da Horta ,0.845,KG,1.99,2.36,€
1808,2023-05-12 18:26:22,mercearia, Feijão Encarnado Compal da Horta ,0.845,KG,1.99,2.36,€
1809,2023-05-12 18:26:22,mercearia, Feijão Manteiga Compal da Horta ,0.845,KG,1.99,2.36,€
1810,2023-05-12 18:26:22,mercearia, Feijão Frade Compal da Horta ,0.845,KG,1.99,2.36,€
1811,2023-05-12 18:26:22,mercearia, Cereais de Chocolate Nestlé Nesquik ,0.625,KG,4.99,7.98,€
1812,2023-05-12 18:26:22,mercearia, Aperitivo Nachips Old El Passo ,0.185,KG,2.99,16.16,€
1813,2023-05-12 18:26:22,mercearia, Tortilha Chips Fajita Old El Paso ,0.185,KG,2.94,15.89,€
1814,2023-05-12 18:26:22,mercearia, Snack Mix de Maçã Doce Crocante Fruut ,0.1,KG,2.29,22.9,€
1815,2023-05-12 18:26:22,mercearia, Massa Cotovelos Nacional ,0.5,KG,1.5,3.0,€
1816,2023-05-12 18:26:22,mercearia, Snack de Fruta Coco Fruut ,0.02,KG,0.99,49.5,€
1817,2023-05-12 18:26:22,mercearia, Bolachas de Chocolate Princesa Vieira de Castro ,0.2,KG,2.59,12.95,€
1818,2023-05-12 18:26:22,mercearia, Pastilhas Elásticas Melões Vidal ,0.09,KG,1.39,15.44,€
1819,2023-05-12 18:26:22,mercearia, Milho Doce Jerónimos ,0.34,KG,1.69,4.97,€
1820,2023-05-12 18:26:22,mercearia, Granola Suprema 5 sementes Cem Porcento ,0.5,KG,4.49,8.98,€
1821,2023-05-12 18:26:22,mercearia, Gomas Amoras Vidal ,0.09,KG,1.39,1.54,€
1822,2023-05-12 18:26:22,mercearia, Gomas Unicórnios Vidal ,0.09,KG,1.39,1.54,€
1823,2023-05-12 18:26:22,mercearia, Gomas Mega Sweet Mix Vidal ,0.09,KG,1.39,1.54,€
1824,2023-05-12 18:26:22,mercearia, Gomas Talhadas Melancia Vidal ,0.09,KG,1.39,1.54,€
1825,2023-05-12 18:26:22,mercearia, Farinha de Amêndoa Salutem ,0.2,KG,3.99,19.95,€
1826,2023-05-12 18:26:22,mercearia, Massa Macarrão Bio Nacional ,0.5,KG,1.78,3.56,€
1827,2023-05-12 18:26:22,mercearia, Argolinhas Integrais de Laranja e Gengibre Pingo Doce ,0.1,KG,1.19,11.9,€
1828,2023-05-12 18:26:22,mercearia, Farofa Pronta Sabor Picanha Ferbar ,0.25,KG,2.49,9.96,€
1829,2023-05-12 18:26:22,mercearia, Farofa pronta Sabor Bacon Ferbar ,0.25,KG,2.49,9.96,€
1830,2023-05-12 18:26:22,mercearia, Ketchup à Portuguesa Top Down Paladin ,0.25,KG,1.59,6.36,€
1831,2023-05-12 18:26:22,mercearia, Doce de Abóbora e Noz Casa de Mateus ,0.345,KG,3.99,11.57,€
1832,2023-05-12 18:26:22,mercearia, Tablete de Chocolate 85% Cacau Regina ,0.1,KG,2.14,21.4,€
1833,2023-05-12 18:26:22,mercearia, Tablete de Chocolate 100% Cacau Regina ,0.1,KG,2.24,22.4,€
1834,2023-05-12 18:26:22,mercearia, Atum Posta ao Natural Pingo Doce ,0.385,KG,2.59,6.73,€
1835,2023-05-12 18:26:22,mercearia, Madalenas de Chocolate sem Glúten Pingo Doce ,0.18,KG,1.87,10.39,€
1836,2023-05-12 18:26:22,mercearia, Madalenas Clássicas sem Glúten Pingo Doce ,0.16,KG,1.78,11.13,€
1837,2023-05-12 18:26:22,mercearia, Maionese de Alho Top Down Calvé ,0.25,KG,2.79,11.16,€
1838,2023-05-12 18:26:22,mercearia, Mostarda Top Down Calvé ,0.257,KG,2.59,10.08,€
1839,2023-05-12 18:26:22,mercearia, Massa Fusilli Nº48 sem Glúten Rummo ,0.4,KG,2.91,7.28,€
1840,2023-05-12 18:26:22,mercearia, Tablete de Chocolate Negro e Café sem Açúcar Pingo Doce ,0.1,KG,1.69,16.9,€
1841,2023-05-12 18:26:22,mercearia, Bolo Snack Choco Brownie Milka - 6 un ,0.15,KG,2.65,17.67,€
1842,2023-05-12 18:26:22,mercearia, Chá Preto English Breakfast Lipton ,20.0,UN,2.54,0.13,€
1843,2023-05-12 18:26:22,mercearia, Maionese com Azeite Vianeza ,0.45,L,4.99,11.09,€
1844,2023-05-12 18:26:22,mercearia, Chá Preto Descafeinado Yellow Label Lipton ,20.0,UN,2.19,0.11,€
1845,2023-05-12 18:26:22,mercearia, Massa Macarrão Riscado Nacional ,0.5,KG,1.5,3.0,€
1846,2023-05-12 18:26:22,mercearia, Massa Macarronete Nacional ,0.5,KG,1.5,3.0,€
1847,2023-05-12 18:26:22,mercearia, Mostarda Original Top Down Savora ,0.23,KG,2.09,9.09,€
1848,2023-05-12 18:26:22,mercearia, Manteiga de Amendoim Calvé ,1.0,KG,8.49,8.49,€
1849,2023-05-12 18:26:22,mercearia, Bolachas com Recheio Golden Mini Oreo - 4 un ,0.16,KG,2.29,14.31,€
1850,2023-05-12 18:26:22,mercearia, Atum Posta em Azeite Dorita ,0.11,KG,0.93,8.45,€
1851,2023-05-12 18:26:22,mercearia, Infusão de Alcachofra e Dente de Leão Cem Porcento ,10.0,UN,0.89,0.09,€
1852,2023-05-12 18:26:22,mercearia, Batatas Fritas Palha Pála-Pála ,0.4,KG,3.29,8.23,€
1853,2023-05-12 18:26:22,mercearia, Chocolate Branco Twix ,0.046,KG,1.15,25.0,€
1854,2023-05-12 18:26:22,mercearia, Chocolate Branco Chunky Kitkat ,0.16,KG,3.89,24.31,€
1855,2023-05-12 18:26:22,mercearia, Farinha Trigo e Alfarroba Nacional ,1.0,KG,2.45,2.45,€
1856,2023-05-12 18:26:22,mercearia, Gomas Dulcitar Morango Vidal ,0.09,KG,1.39,1.54,€
1857,2023-05-12 18:26:22,mercearia, Açúcar de Coco Bio Cem Porcento ,0.25,KG,3.49,13.96,€
1858,2023-05-12 18:26:22,mercearia, Café Cápsulas Lungo Nespresso Illy ,10.0,UN,5.19,0.52,€
1859,2023-05-12 18:26:22,mercearia, Tapioca Massa Pronta Vegan Ferbar ,0.4,KG,4.25,10.63,€
1860,2023-05-12 18:26:22,mercearia, Tapioca Granulada Vegan Ferbar ,0.2,KG,1.49,7.45,€
1861,2023-05-12 18:26:22,mercearia, Café Cápsulas Clássico Nespresso Illy ,10.0,UN,5.19,0.52,€
1862,2023-05-12 18:26:22,mercearia, Café Cápsulas Forte Nespresso Illy ,10.0,UN,5.19,0.52,€
1863,2023-05-12 18:26:22,mercearia, Café Cápsulas Intenso Nespresso Illy ,10.0,UN,5.19,0.52,€
1864,2023-05-12 18:26:22,mercearia, Tablete de Chocolate Branco Original Lindt ,0.1,KG,2.99,29.9,€
1865,2023-05-12 18:26:22,mercearia, Doce de Pêssego Casa Mateus ,0.33,KG,3.99,12.09,€
1866,2023-05-12 18:26:22,mercearia, Café Cápsulas Expresso Intenso 7 Nescafé Dolce Gusto ,48.0,UN,15.99,0.33,€
1867,2023-05-12 18:26:22,mercearia, Tortilhas Chips de Queijo Old El Passo ,0.185,KG,2.99,16.16,€
1868,2023-05-12 18:26:22,mercearia, Manteiga de Amendoim Cremosa Go Active Pingo Doce ,0.75,KG,3.24,4.32,€
1869,2023-05-12 18:26:22,mercearia, Maionese Light Top Down Vianeza ,0.4,L,3.29,8.23,€
1870,2023-05-12 18:26:22,mercearia, Molho de Tomate Salsa e Alho Guloso ,0.35,KG,4.75,13.57,€
1871,2023-05-12 18:26:22,mercearia, Molho Bolonhesa Guloso ,0.35,KG,4.95,14.14,€
1872,2023-05-12 18:26:22,mercearia, Molho de Tomate e Manjericão Guloso ,0.35,KG,4.75,13.57,€
1873,2023-05-12 18:26:22,mercearia, Bolachas Crocantes de Fruta e Fibras Vitalday Gullón ,0.3,KG,2.59,8.63,€
1874,2023-05-12 18:26:22,mercearia, Chocolate Chunky com Caramelo Kit Kat ,0.174,KG,3.89,22.36,€
1875,2023-05-12 18:26:22,mercearia, Gomas Garrafas Cola Vidal ,0.09,KG,1.39,1.54,€
1876,2023-05-12 18:26:22,mercearia, Gomas Rainbow Belts Vidal ,0.09,KG,1.39,1.54,€
1877,2023-05-12 18:26:22,mercearia, Gomas Soft Fruit Vidal ,0.08,KG,1.39,1.74,€
1878,2023-05-12 18:26:22,mercearia, Batata Doce Frita Camponesa Maria Batata ,0.1,KG,2.19,21.9,€
1879,2023-05-12 18:26:22,mercearia, Café Cápsulas Barista 13 Nespresso L'Or ,20.0,UN,8.49,0.42,€
1880,2023-05-12 18:26:22,mercearia, Farinha Centeio Integral Nacional ,0.9,KG,1.59,1.77,€
1881,2023-05-12 18:26:22,mercearia, Cereais Chocomax Nacional ,1.0,KG,4.99,4.99,€
1882,2023-05-12 18:26:22,mercearia, Massa Esparguete Alentejo Nacional ,0.5,KG,1.27,2.54,€
1883,2023-05-12 18:26:22,mercearia, Snack de Maçã Amêndoa e Coco Fruut ,0.03,KG,1.14,38.0,€
1884,2023-05-12 18:26:22,mercearia, Granola de Mel e Aveia Integral Nacional ,0.3,KG,3.69,12.3,€
1885,2023-05-12 18:26:22,mercearia, Granola de Cacau e Aveia Integral Nacional ,0.3,KG,3.69,12.3,€
1886,2023-05-12 18:26:22,mercearia, Creme de Cogumelos Receita Económica Knorr ,0.062,KG,1.59,25.65,€
1887,2023-05-12 18:26:22,mercearia, Sopa de Tomate Toscana Knorr ,0.058,KG,2.84,48.97,€
1888,2023-05-12 18:26:22,mercearia, Massa Penne Rigate Nº66 sem Glúten Rummo ,0.4,KG,2.91,7.28,€
1889,2023-05-12 18:26:22,mercearia, Esparguete sem Glúten Rummo ,0.4,KG,2.91,7.28,€
1890,2023-05-12 18:26:22,mercearia, Bola com Recheio Manteiga de Caju e Curcuma Incríbel ,0.03,KG,1.79,59.67,€
1891,2023-05-12 18:26:22,mercearia, Bola com Recheio Manteiga de Amendoim e Cacau Incríbel ,0.03,KG,1.79,59.67,€
1892,2023-05-12 18:26:22,mercearia, Tablete de Chocolate de Leite com Sabor a Ananás Regina ,0.2,KG,2.39,11.95,€
1893,2023-05-12 18:26:22,mercearia, Bolachas Wafer Cacau Loacker ,0.175,KG,2.39,13.66,€
1894,2023-05-12 18:26:22,mercearia, Bolachas Wafer Avelã Loacker ,0.175,KG,2.39,13.66,€
1895,2023-05-12 18:26:22,mercearia, Salsicha Alemã Pingo Doce - 8 un ,1.03,KG,5.29,5.14,€
1896,2023-05-12 18:26:22,mercearia, Tablete de Chocolate de Leite e Avelãs Gold Lindt ,0.3,KG,8.99,29.97,€
1897,2023-05-12 18:26:22,mercearia, Chá Earl Grey Twinings ,25.0,UN,3.49,0.14,€
1898,2023-05-12 18:26:22,mercearia, Massa Instantânea Sabor a Cogumelos Koka ,0.085,KG,0.83,9.76,€
1899,2023-05-12 18:26:22,mercearia, Massa Instantânea Sabor a Galinha Koka ,0.085,KG,0.83,9.76,€
1900,2023-05-12 18:26:22,mercearia, Massa Instantânea Sabor a Camarão Koka ,0.085,KG,0.83,9.76,€
1901,2023-05-12 18:26:22,mercearia, Massa Instantânea Sabor a Legumes Koka ,0.085,KG,0.83,9.76,€
1902,2023-05-12 18:26:22,mercearia, Barras de Cereais de Chocolate Negro + Linha Nacional ,0.138,KG,2.25,16.3,€
1903,2023-05-12 18:26:22,mercearia, Barras de Cereais de Frutos Vermelhos + Linha Nacional ,0.138,KG,2.25,16.3,€
1904,2023-05-12 18:26:22,mercearia, Barras de Cereais Chooks Nacional ,0.126,KG,2.25,17.86,€
1905,2023-05-12 18:26:22,mercearia, Barras de Cereais Chocomax Nacional ,0.126,KG,2.25,17.86,€
1906,2023-05-12 18:26:22,mercearia, Amêndoa Torrada sem Sal Seeberger ,0.15,KG,5.39,35.93,€
1907,2023-05-12 18:26:22,mercearia, Café Cápsulas Ristretto Barista Pack Poupança Dolce Gusto ,48.0,UN,15.99,0.33,€
1908,2023-05-12 18:26:22,mercearia, Batatas Fritas Lisas Gourmet Lay's ,0.17,KG,2.69,15.82,€
1909,2023-05-12 18:26:22,mercearia, Gomas Favoritos Red&White Haribo ,0.25,KG,1.79,7.16,€
1910,2023-05-12 18:26:22,mercearia, Gomas Favoritos Haribo ,0.25,KG,1.79,7.16,€
1911,2023-05-12 18:26:22,mercearia, Gomas Funky Mix Haribo ,0.25,KG,1.79,7.16,€
1912,2023-05-12 18:26:22,mercearia, Gomas Ursos Dourados Haribo ,0.25,KG,1.79,7.16,€
1913,2023-05-12 18:26:22,mercearia, Gomas Favoritos Classic Haribo ,0.25,KG,1.79,7.16,€
1914,2023-05-12 18:26:22,mercearia, Gomas Favoritos Pica Haribo ,0.25,KG,1.79,7.16,€
1915,2023-05-12 18:26:22,mercearia, Gomas Ursos Dourados com Açucar Haribo ,0.25,KG,1.79,7.16,€
1916,2023-05-12 18:26:22,mercearia, Tablete de Chocolate de Leite Gold Lindt ,0.3,KG,7.99,26.63,€
1917,2023-05-12 18:26:22,mercearia, Batatas Fritas Onduladas Ketchup Ruffles ,0.15,KG,1.99,13.27,€
1918,2023-05-12 18:26:22,mercearia, Cereais de Espelta Bio Kids Crunchy Espelta ,0.125,KG,2.99,23.92,€
1919,2023-05-12 18:26:22,mercearia, Cereais de Cacau Bio Kids Crunchy Espelta ,0.125,KG,2.99,23.92,€
1920,2023-05-12 18:26:22,mercearia, Cacau em Pó Bio Origens ,0.1,KG,2.49,24.9,€
1921,2023-05-12 18:26:22,mercearia, Tablete de Chocolate 70% Cacau Regina ,0.1,KG,1.99,19.9,€
1922,2023-05-12 18:26:22,mercearia, Mel de Flores Bio Origens ,0.25,KG,4.89,19.56,€
1923,2023-05-12 18:26:22,mercearia, Molho de Pizza Pizzaiollo Guloso ,0.44,KG,3.8,8.64,€
1924,2023-05-12 18:26:22,mercearia, Massa Fillini Fios de Aletria Nacional ,0.5,KG,1.5,3.0,€
1925,2023-05-12 18:26:22,mercearia, Burritos Kit Old El Passo ,0.51,KG,6.14,12.04,€
1926,2023-05-12 18:26:22,mercearia, Bolachas Cacau Quadratini Loacker ,0.25,KG,3.39,13.56,€
1927,2023-05-12 18:26:22,mercearia, Molho Piri Piri Calvé ,0.05,L,2.59,51.8,€
1928,2023-05-12 18:26:22,mercearia, Café Solúvel Saquetas Nescafé Clássico ,10.0,UN,1.99,0.2,€
1929,2023-05-12 18:26:22,mercearia, Descafeinado Clássico Solúvel Nescafé ,10.0,UN,1.69,0.17,€
1930,2023-05-12 18:26:22,mercearia, Farinha de Mandioca Ferbar ,0.5,KG,1.99,3.98,€
1931,2023-05-12 18:26:22,mercearia, Farinha Integral sem Fermento Nacional ,1.0,KG,1.29,1.29,€
1932,2023-05-12 18:26:22,mercearia, Snack Rolitos Cheetos ,0.1,KG,1.99,19.9,€
1933,2023-05-12 18:26:22,mercearia, Bolachas Cracker sem Sal Gran Pavesi - 8 un ,0.25,KG,3.29,13.16,€
1934,2023-05-12 18:26:22,mercearia, Bolachas Cracker com Sal Gran Pavesi - 8 un ,0.25,KG,3.29,13.16,€
1935,2023-05-12 18:26:22,mercearia, Tablete de Chocolate Negro Nestlé Crunch ,0.1,KG,2.49,24.9,€
1936,2023-05-12 18:26:22,mercearia, Cereais Recheados de Leite Pingo Doce ,0.5,KG,2.39,4.78,€
1937,2023-05-12 18:26:22,mercearia, Bolo Snack Choc & Choc Milka ,0.175,KG,2.65,15.14,€
1938,2023-05-12 18:26:22,mercearia, Achocolatado em pó Extra Choc Nesquik ,0.39,KG,5.49,14.08,€
1939,2023-05-12 18:26:22,mercearia, Tablete de Chocolate Branco Nestlé Crunch ,0.1,KG,2.49,24.9,€
1940,2023-05-12 18:26:22,mercearia, Óleo Alimentar Rissol ,1.0,L,2.02,2.02,€
1941,2023-05-12 18:26:22,mercearia, Chá Hibisco Bio Cem Porcento ,10.0,UN,0.89,0.09,€
1942,2023-05-12 18:26:22,mercearia, Chá Camomila Bio Cem Porcento ,10.0,UN,0.99,0.1,€
1943,2023-05-12 18:26:22,mercearia, Tablete de Chocolate de Leite com Avelãs Regina ,0.1,KG,1.99,19.9,€
1944,2023-05-12 18:26:22,mercearia, Tablete de Chocolate Caramelo e Sal Regina ,0.1,KG,1.99,19.9,€
1945,2023-05-12 18:26:22,mercearia, Bolachas Digestivas Finas Chocolate Preto Triunfo ,0.17,KG,2.65,15.59,€
1946,2023-05-12 18:26:22,mercearia, Tablete de Chocolate de Leite Dairy Milk Cadbury ,0.11,KG,2.99,27.18,€
1947,2023-05-12 18:26:22,mercearia, Tablete de Chocolate Fruit Nut Dairy Milk Cadbury ,0.11,KG,2.99,27.18,€
1948,2023-05-12 18:26:22,mercearia, Tablete de Chocolate Whole Nut Dairy Milk Cadbury ,0.12,KG,2.99,24.92,€
1949,2023-05-12 18:26:22,mercearia, Bolachas Crackers com Azeitona Gran Pavesi - 8 un ,0.28,KG,3.99,14.25,€
1950,2023-05-12 18:26:22,mercearia, Wafers Cubos de Limão Vieira de Castro ,0.125,KG,1.69,13.52,€
