Old_index,Name,Amount,List_Price,Price_per_unit_of_measure,Store,Cabaz_product,Standardized_Category,Abbr_Category,Currency
8530,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8547,Leite UHT Meio Gordo,3.0,0.89,1.48,continete,0,leite_ovos,LEOV,€
8809,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8915,Leite UHT Meio Gordo,8.0,6.4,0.8,continete,0,leite_ovos,LEOV,€
9248,Leite UHT Meio Gordo,0.25,0.92,3.68,continete,0,leite_ovos,LEOV,€
8530,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8547,Leite UHT Meio Gordo,3.0,0.89,1.48,continete,0,leite_ovos,LEOV,€
8809,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8915,Leite UHT Meio Gordo,8.0,6.4,0.8,continete,0,leite_ovos,LEOV,€
9248,Leite UHT Meio Gordo,0.25,0.92,3.68,continete,0,leite_ovos,LEOV,€
8530,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8547,Leite UHT Meio Gordo,3.0,0.89,1.48,continete,0,leite_ovos,LEOV,€
8809,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8915,Leite UHT Meio Gordo,8.0,6.4,0.8,continete,0,leite_ovos,LEOV,€
9248,Leite UHT Meio Gordo,0.25,0.92,3.68,continete,0,leite_ovos,LEOV,€
8530,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8547,Leite UHT Meio Gordo,3.0,0.89,1.48,continete,0,leite_ovos,LEOV,€
8809,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8915,Leite UHT Meio Gordo,8.0,6.4,0.8,continete,0,leite_ovos,LEOV,€
9248,Leite UHT Meio Gordo,0.25,0.92,3.68,continete,0,leite_ovos,LEOV,€
8530,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8547,Leite UHT Meio Gordo,3.0,0.89,1.48,continete,0,leite_ovos,LEOV,€
8809,Leite UHT Meio Gordo,3.0,1.11,1.85,continete,0,leite_ovos,LEOV,€
8915,Leite UHT Meio Gordo,8.0,6.4,0.8,continete,0,leite_ovos,LEOV,€
9248,Leite UHT Meio Gordo,0.25,0.92,3.68,continete,0,leite_ovos,LEOV,€
9526,Leite Meio Gordo Fresco,4.0,1.87,1.87,continete,0,leite_ovos,LEOV,€
16597, Leite Meio Gordo Vigor ,1.0,1.78,1.78,pingo_doce,0,leite_ovos,LEOV,€
6101,Leite Meio Gordo sem Lactose,4.0,1.97,2.46,continete,0,mercearia,MERC,€
8548,Leite Meio Gordo sem Lactose,4.0,1.97,2.46,continete,0,leite_ovos,LEOV,€
7930,Leite Meio Gordo Infantil sem Lactose + 3 Anos,4.0,2.19,2.74,continete,0,mercearia,MERC,€
9432,Leite Meio Gordo Infantil sem Lactose + 3 Anos,4.0,2.19,2.74,continete,0,leite_ovos,LEOV,€
6101,Leite Meio Gordo sem Lactose,4.0,1.97,2.46,continete,0,mercearia,MERC,€
8548,Leite Meio Gordo sem Lactose,4.0,1.97,2.46,continete,0,leite_ovos,LEOV,€
7930,Leite Meio Gordo Infantil sem Lactose + 3 Anos,4.0,2.19,2.74,continete,0,mercearia,MERC,€
9432,Leite Meio Gordo Infantil sem Lactose + 3 Anos,4.0,2.19,2.74,continete,0,leite_ovos,LEOV,€
9,Tablete de Chocolate de Leite Extrafino sem GlÃºten,0.27,4.25,15.74,continete,0,mercearia,MERC,€
2977,Tablete de Chocolate de Leite Extrafino sem GlÃºten,0.125,1.64,13.12,continete,0,mercearia,MERC,€
6725,Tablete de Chocolate de Leite Extrafino sem GlÃºten,0.27,4.25,15.74,continete,0,mercearia,MERC,€
7259,Tablete de Chocolate de Leite Extrafino sem GlÃºten,0.125,1.64,13.12,continete,0,mercearia,MERC,€
17,Leite em PÃ³ Confort 2 +6M sem GlÃºten,0.8,20.5,25.63,continete,0,mercearia,MERC,€
3920,Leite em PÃ³ Confort 2 +6M sem GlÃºten,0.8,22.63,28.29,continete,0,mercearia,MERC,€
192,Bolachas Cobertas Chocolate de Leite,0.15,1.29,8.6,continete,0,mercearia,MERC,€
332,Bolachas Argolinhas com Cobertura Chocolate de Leite,0.15,0.79,5.27,continete,0,mercearia,MERC,€
9747,Queijo Meio Gordo,0.5,7.06,14.12,continete,1,frigorifico,FRIGO,€
10114,Queijo Meio Gordo,0.55,7.53,13.69,continete,1,frigorifico,FRIGO,€
9747,Queijo Meio Gordo,0.5,7.06,14.12,continete,1,frigorifico,FRIGO,€
10114,Queijo Meio Gordo,0.55,7.53,13.69,continete,1,frigorifico,FRIGO,€
9745,Queijo Fresco Meio Gordo,0.2,0.93,4.65,continete,1,frigorifico,FRIGO,€
9751,Queijo Fresco Meio Gordo,0.08,0.55,6.88,continete,1,frigorifico,FRIGO,€
9745,Queijo Fresco Meio Gordo,0.2,0.93,4.65,continete,1,frigorifico,FRIGO,€
9751,Queijo Fresco Meio Gordo,0.08,0.55,6.88,continete,1,frigorifico,FRIGO,€
10003,Queijo Meio Gordo sem Lactose,0.25,3.95,15.8,continete,1,frigorifico,FRIGO,€
16972, Queijo Meio Gordo Fonte Mourisca ,1.3,13.19,13.19,pingo_doce,1,frigorÃ­fico,frigorÃ­fico,€
17334, Queijo Meio Gordo D. Pedro ,1.02,10.84,10.84,pingo_doce,1,frigorÃ­fico,frigorÃ­fico,€
461,Snack EquilÃ­brio de Cereais Queijo e Cebola,0.095,2.15,22.63,continete,1,mercearia,MERC,€
690,Snacks Milho Futebolas Sabor Queijo,0.13,1.99,15.31,continete,1,mercearia,MERC,€
1159,Snack para BebÃ© Ervilha e Queijo +8M,0.02,1.19,59.5,continete,1,mercearia,MERC,€
6496,Snack para BebÃ© Ervilha e Queijo +8M,0.02,1.19,59.5,continete,1,mercearia,MERC,€
1481,Nachos de Milho Sabor a Queijo,0.15,1.19,7.93,continete,1,mercearia,MERC,€
1601,Bolachas Cracker Sabor a Queijo,0.1,1.34,13.4,continete,1,mercearia,MERC,€
1662,Cones de Milho Sabor Queijo e Bacon,0.13,0.99,7.62,continete,1,mercearia,MERC,€
1696,Snacks Milho Rolitos Queijo,0.1,1.99,19.9,continete,1,mercearia,MERC,€
1827,Croutons com Queijo e SÃ©samo,0.075,1.69,22.53,continete,1,mercearia,MERC,€
5142,Croutons com Queijo e SÃ©samo,0.075,1.69,22.53,continete,1,padaria_pastelaria,PAPA,€
3,Arroz Agulha,1.0,1.59,1.59,continete,2,mercearia,MERC,€
222,Arroz Agulha,1.0,1.26,1.26,continete,2,mercearia,MERC,€
400,Arroz Agulha,1.0,1.68,1.68,continete,2,mercearia,MERC,€
750,Arroz Agulha,1.0,1.5,1.5,continete,2,mercearia,MERC,€
8,Arroz Basmati,1.0,2.06,2.06,continete,2,mercearia,MERC,€
189,Arroz Basmati,2.5,5.65,2.26,continete,2,mercearia,MERC,€
500,Arroz Basmati,1.0,2.72,2.72,continete,2,mercearia,MERC,€
819,Arroz Basmati,0.5,1.17,2.34,continete,2,mercearia,MERC,€
1742,Arroz Basmati,1.0,2.82,2.82,continete,2,mercearia,MERC,€
40,Arroz Agulha Europa,1.0,1.12,1.12,continete,2,mercearia,MERC,€
68,Arroz Carolino,1.0,1.31,1.31,continete,2,mercearia,MERC,€
112,Arroz Carolino,1.0,2.16,2.16,continete,2,mercearia,MERC,€
137,Arroz Carolino,1.0,1.49,1.49,continete,2,mercearia,MERC,€
99,Arroz Vaporizado,1.0,1.12,1.12,continete,2,mercearia,MERC,€
280,Arroz Vaporizado,1.0,1.3,1.3,continete,2,mercearia,MERC,€
68,Arroz Carolino,1.0,1.31,1.31,continete,2,mercearia,MERC,€
112,Arroz Carolino,1.0,2.16,2.16,continete,2,mercearia,MERC,€
137,Arroz Carolino,1.0,1.49,1.49,continete,2,mercearia,MERC,€
68,Arroz Carolino,1.0,1.31,1.31,continete,2,mercearia,MERC,€
112,Arroz Carolino,1.0,2.16,2.16,continete,2,mercearia,MERC,€
137,Arroz Carolino,1.0,1.49,1.49,continete,2,mercearia,MERC,€
140,Arroz Basmati Extra Longo,1.0,2.39,2.39,continete,2,mercearia,MERC,€
310,Arroz Basmati Extra Longo,1.0,2.35,2.35,continete,2,mercearia,MERC,€
157,Arroz Integral Extra Longo,1.0,2.0,2.0,continete,2,mercearia,MERC,€
1257,Arroz Integral Extra Longo,1.0,1.4,1.4,continete,2,mercearia,MERC,€
3257,Arroz Integral Extra Longo,1.0,1.4,1.4,continete,2,mercearia,MERC,€
8,Arroz Basmati,1.0,2.06,2.06,continete,2,mercearia,MERC,€
189,Arroz Basmati,2.5,5.65,2.26,continete,2,mercearia,MERC,€
500,Arroz Basmati,1.0,2.72,2.72,continete,2,mercearia,MERC,€
819,Arroz Basmati,0.5,1.17,2.34,continete,2,mercearia,MERC,€
1742,Arroz Basmati,1.0,2.82,2.82,continete,2,mercearia,MERC,€
3,Arroz Agulha,1.0,1.59,1.59,continete,2,mercearia,MERC,€
222,Arroz Agulha,1.0,1.26,1.26,continete,2,mercearia,MERC,€
400,Arroz Agulha,1.0,1.68,1.68,continete,2,mercearia,MERC,€
750,Arroz Agulha,1.0,1.5,1.5,continete,2,mercearia,MERC,€
223,Arroz Agulha Selecionado,1.0,1.21,1.21,continete,2,mercearia,MERC,€
99,Arroz Vaporizado,1.0,1.12,1.12,continete,2,mercearia,MERC,€
280,Arroz Vaporizado,1.0,1.3,1.3,continete,2,mercearia,MERC,€
140,Arroz Basmati Extra Longo,1.0,2.39,2.39,continete,2,mercearia,MERC,€
310,Arroz Basmati Extra Longo,1.0,2.35,2.35,continete,2,mercearia,MERC,€
313,Arroz Carolino Extra Longo,1.0,2.01,2.01,continete,2,mercearia,MERC,€
890,Arroz Carolino Extra Longo,1.0,2.01,2.01,continete,2,mercearia,MERC,€
5,Massa Esparguete,0.5,1.16,2.32,continete,3,mercearia,MERC,€
11,Massa Esparguete,0.5,0.75,1.5,continete,3,mercearia,MERC,€
50,Massa Esparguete,0.55,1.21,2.42,continete,3,mercearia,MERC,€
263,Massa Esparguete,1.0,2.16,2.16,continete,3,mercearia,MERC,€
265,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
418,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
494,Massa Esparguete,2.0,4.32,2.16,continete,3,mercearia,MERC,€
560,Massa Esparguete,0.55,0.83,1.66,continete,3,mercearia,MERC,€
831,Massa Esparguete,0.5,2.04,4.08,continete,3,mercearia,MERC,€
887,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
1004,Massa Esparguete,0.5,1.82,3.64,continete,3,mercearia,MERC,€
1699,Massa Esparguete,0.5,1.97,3.94,continete,3,mercearia,MERC,€
1874,Massa Esparguete,0.5,2.25,4.5,continete,3,mercearia,MERC,€
2136,Massa Esparguete,0.5,1.23,2.46,continete,3,mercearia,MERC,€
3588,Massa Esparguete,0.5,1.31,2.62,continete,3,mercearia,MERC,€
6269,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
6822,Massa Esparguete,0.5,1.31,2.62,continete,3,mercearia,MERC,€
7054,Massa Esparguete,0.5,1.97,3.94,continete,3,mercearia,MERC,€
5,Massa Esparguete,0.5,1.16,2.32,continete,3,mercearia,MERC,€
11,Massa Esparguete,0.5,0.75,1.5,continete,3,mercearia,MERC,€
50,Massa Esparguete,0.55,1.21,2.42,continete,3,mercearia,MERC,€
263,Massa Esparguete,1.0,2.16,2.16,continete,3,mercearia,MERC,€
265,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
418,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
494,Massa Esparguete,2.0,4.32,2.16,continete,3,mercearia,MERC,€
560,Massa Esparguete,0.55,0.83,1.66,continete,3,mercearia,MERC,€
831,Massa Esparguete,0.5,2.04,4.08,continete,3,mercearia,MERC,€
887,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
1004,Massa Esparguete,0.5,1.82,3.64,continete,3,mercearia,MERC,€
1699,Massa Esparguete,0.5,1.97,3.94,continete,3,mercearia,MERC,€
1874,Massa Esparguete,0.5,2.25,4.5,continete,3,mercearia,MERC,€
2136,Massa Esparguete,0.5,1.23,2.46,continete,3,mercearia,MERC,€
3588,Massa Esparguete,0.5,1.31,2.62,continete,3,mercearia,MERC,€
6269,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
6822,Massa Esparguete,0.5,1.31,2.62,continete,3,mercearia,MERC,€
7054,Massa Esparguete,0.5,1.97,3.94,continete,3,mercearia,MERC,€
47,Massa Esparguete Pack PoupanÃ§a,1.0,1.31,1.31,continete,3,mercearia,MERC,€
5,Massa Esparguete,0.5,1.16,2.32,continete,3,mercearia,MERC,€
11,Massa Esparguete,0.5,0.75,1.5,continete,3,mercearia,MERC,€
50,Massa Esparguete,0.55,1.21,2.42,continete,3,mercearia,MERC,€
263,Massa Esparguete,1.0,2.16,2.16,continete,3,mercearia,MERC,€
265,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
418,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
494,Massa Esparguete,2.0,4.32,2.16,continete,3,mercearia,MERC,€
560,Massa Esparguete,0.55,0.83,1.66,continete,3,mercearia,MERC,€
831,Massa Esparguete,0.5,2.04,4.08,continete,3,mercearia,MERC,€
887,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
1004,Massa Esparguete,0.5,1.82,3.64,continete,3,mercearia,MERC,€
1699,Massa Esparguete,0.5,1.97,3.94,continete,3,mercearia,MERC,€
1874,Massa Esparguete,0.5,2.25,4.5,continete,3,mercearia,MERC,€
2136,Massa Esparguete,0.5,1.23,2.46,continete,3,mercearia,MERC,€
3588,Massa Esparguete,0.5,1.31,2.62,continete,3,mercearia,MERC,€
6269,Massa Esparguete,0.5,1.21,2.42,continete,3,mercearia,MERC,€
6822,Massa Esparguete,0.5,1.31,2.62,continete,3,mercearia,MERC,€
7054,Massa Esparguete,0.5,1.97,3.94,continete,3,mercearia,MERC,€
52,Massa Espirais,0.5,0.7,1.4,continete,3,mercearia,MERC,€
2370,Massa Espirais,0.5,1.38,2.76,continete,3,mercearia,MERC,€
